110001001101101000,10141,299,20.3,2692530176.0,0.4,53850112.0
100100000111111101,7422,299,60.6,1547341824.0,0.2,53739520.0
100011100000001111,611,299,94.8,1024598016.0,0.3,52822016.0
100111100000110001,10585,299,20.2,2801188864.0,0.3,53198848.0
010001110001101010,4291,299,39.2,1488674816.0,0.3,53489664.0
111010001100100010,10174,299,21.4,2396905472.0,0.2,53366784.0
111011100000100010,9847,299,23.8,2374127616.0,0.2,50225152.0
111001100101001101,6674,299,35.1,1340641280.0,0.3,53116928.0
100111011101111000,11808,299,20.7,3936845824.0,0.2,50180096.0
110001110001100000,7893,299,33.6,2513993728.0,0.4,49811456.0
111110001111110000,13861,299,21.7,4004360192.0,0.2,50769920.0
011011101010110011,5597,299,23.0,1715081216.0,0.4,53972992.0
000111101000111000,8150,299,24.9,2711494656.0,0.2,53997568.0
001111001001101011,6676,299,27.7,1541181440.0,0.3,53673984.0
111101101010100000,11392,299,25.7,2969956352.0,0.3,53383168.0
011111101100101011,9148,299,24.7,1794023424.0,0.3,51396608.0
110100001111111111,2043,299,168.6,1007538176.0,0.1,50053120.0
000111010111011111,978,299,108.9,988774400.0,0.3,51105792.0
110101101001110000,11105,299,24.1,3761037312.0,0.2,53932032.0
100011111011100100,5500,299,35.5,1398968320.0,0.3,53432320.0
100111100000100010,9718,299,28.9,1995026432.0,0.3,50380800.0
001111110101110010,7844,299,26.0,1980026880.0,0.3,51097600.0
111111101000111010,13408,299,21.1,3793940480.0,0.2,51322880.0
111101101010100011,10866,299,21.6,2120351744.0,0.2,53575680.0
011001001011010001,4193,299,41.0,1416724480.0,0.3,53993472.0
100110001101110000,10976,299,20.5,3143528448.0,0.2,51200000.0
000001111110100010,5380,299,47.9,1414160384.0,0.2,53895168.0
101001010110000000,7818,299,37.6,1651474432.0,0.3,53231616.0
101101011010111110,2903,299,100.6,1177350144.0,0.2,53825536.0
100111011010101001,10062,299,19.5,2475859968.0,0.2,53268480.0
011011111011011011,4565,299,36.3,1413259264.0,0.4,51167232.0
100101101010100010,7682,299,28.6,1882959872.0,0.4,53886976.0
100110001000100000,8846,299,30.4,2306187264.0,0.3,53751808.0
111011101101100000,11283,299,23.4,2943479808.0,0.3,53755904.0
100111000000100010,9697,299,25.5,2033414144.0,0.2,52998144.0
110110001001111001,12162,299,21.0,4006506496.0,0.3,53784576.0
010011100101001111,644,299,106.3,1024053248.0,0.3,53567488.0
111101001010111010,12281,299,19.3,3484999680.0,0.2,53002240.0
001111101100100011,6305,299,30.6,1469935616.0,0.2,53448704.0
101001000011011111,933,299,91.3,1033924608.0,0.3,51236864.0
010000101000000001,1968,299,72.0,1123037184.0,0.4,49856512.0
000010011010111111,241,299,151.7,970444800.0,0.2,50872320.0
000111101001011010,5892,299,48.9,1421361152.0,0.3,54005760.0
111011000000110001,10570,299,20.1,3080826880.0,0.3,53460992.0
010111101101110011,8407,299,23.7,1868836864.0,0.3,53895168.0
110101101010100000,10326,299,23.9,2783219712.0,0.3,53420032.0
110001001101000000,8111,299,29.1,1825517568.0,0.1,53362688.0
100101100010110000,8808,299,17.6,2934800384.0,0.2,53600256.0
100111100001100000,9682,299,25.0,2380312576.0,0.3,53362688.0
111001010110001101,6944,299,37.8,1372278784.0,0.2,53469184.0
101001001001011111,794,299,103.0,1026924544.0,0.3,51089408.0
101101000001101000,9585,299,22.9,2800713728.0,0.3,50577408.0
111011001001000011,8034,299,26.1,1646305280.0,0.3,53858304.0
101011101010110001,8623,299,21.1,2820018176.0,0.1,53252096.0
110101000001101000,10778,299,14.1,3100925952.0,0.2,50200576.0
111011001010100000,10148,299,16.7,2885083136.0,0.3,53743616.0
111100001001100000,10777,299,17.7,2985754624.0,0.2,52981760.0
111010100011110000,10962,299,17.7,3496005632.0,0.1,50089984.0
101111110111100000,11831,299,20.8,2556227584.0,0.3,51294208.0
011011011011011011,4689,299,33.6,1406189568.0,0.3,50475008.0
111111001001100000,12602,299,20.4,3244044288.0,0.3,53956608.0
100111011110110000,11291,299,16.3,3152371712.0,0.3,53157888.0
011001001011110001,6186,299,26.1,2137939968.0,0.2,53932032.0
011011110000100011,4802,299,35.2,1452150784.0,0.3,50245632.0
100010110001101000,6563,299,26.3,2299621376.0,0.2,50495488.0
100110110001101000,9605,299,20.8,2586267648.0,0.5,50769920.0
100111101010110000,10676,299,18.3,3065192448.0,0.3,49991680.0
110110001101111001,12841,299,26.1,4362956800.0,0.3,53776384.0
