001111101000111010,8277,299,28.8,2322448384.0,0.4,53477376.0
011111110101110011,9608,299,24.0,1991569408.0,0.2,51822592.0
111010001101100000,10572,299,24.2,2900357120.0,0.3,53669888.0
110001100000100010,7217,299,29.3,2072850432.0,0.3,53321728.0
100010110001001000,4892,299,40.1,1521623040.0,0.2,50905088.0
111001110000110111,983,299,109.2,1122766848.0,0.2,51613696.0
100001000011101000,7126,299,28.8,2166190080.0,0.3,53837824.0
000001100111110001,7898,299,39.3,1889239040.0,0.3,54054912.0
110001001001101000,8180,299,24.7,2746515456.0,0.3,53260288.0
011011100100001110,1346,299,83.8,1079103488.0,0.4,51146752.0
111111101000100000,12510,299,22.2,3222200320.0,0.2,50896896.0
100011100010100010,6275,299,26.4,1820045312.0,0.3,53207040.0
000110001101111011,6983,299,28.3,1946533888.0,0.3,50941952.0
101101001010110001,10146,299,19.4,3089543168.0,0.3,53919744.0
101101001101000000,8962,299,36.5,1846771712.0,0.3,53596160.0
110110001111110000,12985,299,19.2,4151767040.0,0.4,54075392.0
100110001001111000,10294,299,21.6,3726999552.0,0.2,51494912.0
111010001101111001,11654,299,35.5,3720097792.0,0.3,53866496.0
100001001001100000,5868,299,31.5,1957662720.0,0.4,50728960.0
110001101100100000,9395,299,22.2,2571096064.0,0.2,50450432.0
111101100000100010,11022,299,28.6,2500481024.0,0.4,53612544.0
100110010001101000,9395,299,24.2,2646978560.0,0.2,53264384.0
001111100100001011,5656,299,73.7,1284268032.0,0.4,53645312.0
111011001101110000,12050,299,29.6,3807576064.0,0.3,52948992.0
110111011010111000,13065,299,19.9,4574269440.0,0.3,54030336.0
000111110101110010,7286,299,27.8,1858506752.0,0.3,53063680.0
110110001100111000,12632,299,20.5,4686434304.0,0.2,54665216.0
111011011011100100,9236,299,30.6,1691406336.0,0.2,53702656.0
111011000000100010,9808,299,21.9,2367246336.0,0.2,54104064.0
000111101000111010,7662,299,25.3,2174504960.0,0.4,53841920.0
000001000101111110,1815,299,110.2,1095483392.0,0.3,53997568.0
101011101010101000,8382,299,22.9,2587906048.0,0.3,54382592.0
011011101000111010,6605,299,28.8,2217017344.0,0.3,53227520.0
100110001100100000,9152,299,27.2,2450264064.0,0.4,51056640.0
011111110111010111,1411,299,137.4,1047166976.0,0.2,54104064.0
101111011101111001,12298,299,19.3,3896606720.0,0.2,51060736.0
000111101100111010,8007,299,25.9,2273542144.0,0.3,53563392.0
001111110000111011,7868,299,24.5,1938731008.0,0.3,50999296.0
010111110101111011,8728,299,25.0,2050768896.0,0.3,53616640.0
100010000010000101,2905,299,135.1,1184538624.0,0.8,72060928.0
100111011001111001,11080,299,23.1,3358859264.0,0.4,53809152.0
001111110000111010,8144,299,27.5,2256445440.0,0.3,51519488.0
100110001010111001,10692,299,23.2,3577339904.0,0.2,54071296.0
110101101001100000,10121,299,25.1,2816970752.0,0.2,53547008.0
100110010000111000,10368,299,24.8,3891220480.0,0.3,53334016.0
100111100000110000,10635,299,25.8,3175657472.0,0.3,53833728.0
111111101111100100,12691,299,31.5,1923817472.0,0.4,54308864.0
101011101010100010,7384,299,22.8,2016792576.0,0.3,53645312.0
110001000011101000,9405,299,25.1,2815303680.0,0.2,53420032.0
110111000011110000,12635,299,17.9,3878232064.0,0.2,54185984.0
001101001101000011,4003,299,67.2,1220202496.0,0.2,53374976.0
100101100000100010,7579,299,29.6,1903628288.0,0.3,53911552.0
011010000001101010,5383,299,34.1,1702825984.0,0.3,51032064.0
111011001001000000,8261,299,29.3,2215079936.0,0.3,51105792.0
111100001000100010,10581,299,21.2,2438045696.0,0.3,53534720.0
110001001111101000,11095,299,22.1,3088596992.0,0.5,51531776.0
110001001001100000,8202,299,24.2,2548514816.0,0.3,51695616.0
101101000011101000,10090,299,21.7,2966425600.0,0.3,50843648.0
000111110001100011,5832,299,38.2,1402564608.0,0.3,53182464.0
100111011101111001,11528,299,19.5,3495055360.0,0.3,54296576.0
010001111101000010,3830,299,68.5,1203253248.0,0.2,51904512.0
100110001101111001,11216,299,26.5,3474337792.0,0.2,53673984.0
010110001101111011,7839,299,28.2,2050461696.0,0.2,53440512.0
111111110111100100,12663,299,31.9,1810636800.0,0.2,50049024.0
