Time, W_CPU, W_MEM, D_CPU, D_MEM
220,15.5,2982117376.0,0.2,90357760.0
221,14.3,2985021440.0,0.1,90361856.0
222,18.4,2975879168.0,0.4,90361856.0
223,22.1,2980630528.0,0.2,90361856.0
224,14.9,2982780928.0,0.2,90361856.0
225,15.2,2987110400.0,0.2,90361856.0
226,20.0,2992144384.0,0.3,90361856.0
227,20.7,2993041408.0,0.2,90361856.0
228,14.5,2993307648.0,0.3,90361856.0
229,18.2,2993569792.0,0.3,90361856.0
230,13.9,2993614848.0,0.2,90361856.0
231,17.2,3002445824.0,0.2,90361856.0
232,16.6,3014045696.0,0.1,90361856.0
233,24.3,3022831616.0,0.2,90361856.0
234,15.6,3022925824.0,0.3,90361856.0
235,22.3,3012239360.0,0.2,90361856.0
236,14.3,3012382720.0,0.2,90361856.0
237,18.0,3012763648.0,0.1,90361856.0
238,16.1,3012780032.0,0.3,90361856.0
239,17.5,3017756672.0,0.3,103886848.0
240,19.3,3015852032.0,0.1,90361856.0
241,16.7,3016028160.0,0.1,90361856.0
242,14.7,3016146944.0,0.3,90361856.0
243,15.0,3018031104.0,0.2,90361856.0
244,18.1,3018244096.0,0.1,90361856.0
245,17.6,3022200832.0,0.3,90361856.0
246,19.1,3029135360.0,0.3,90361856.0
247,20.3,3034214400.0,0.1,90361856.0
248,18.5,3039457280.0,0.2,90361856.0
249,18.4,3039838208.0,0.2,90361856.0
250,13.1,3040817152.0,0.3,103886848.0
251,19.5,3046068224.0,0.4,105025536.0
252,16.6,3035672576.0,0.1,105938944.0
253,21.6,3035996160.0,0.1,90361856.0
254,14.7,3036274688.0,0.3,90361856.0
255,14.9,3036557312.0,0.2,90361856.0
256,20.7,3053056000.0,0.2,90361856.0
257,14.4,3053731840.0,0.3,90361856.0
258,14.4,3056873472.0,0.2,90361856.0
259,24.9,3065987072.0,0.3,90361856.0
260,14.1,3069501440.0,0.2,90361856.0
261,20.2,3060555776.0,0.3,90361856.0
262,15.9,3060813824.0,0.1,90361856.0
263,16.0,3061067776.0,0.2,103895040.0
264,12.4,3065552896.0,0.2,103890944.0
265,22.4,3065810944.0,0.2,90365952.0
266,19.7,3066777600.0,0.2,106307584.0
267,17.8,3070648320.0,0.2,90365952.0
268,12.4,3075403776.0,0.2,90365952.0
