time,CPU_percent,memory_rss,memory_vms,memory_share,memory_data
2742,5.2,74719232,555905024,33329152,175808512
2752,5.1,73940992,555905024,32477184,175808512
2762,5.4,72310784,555905024,30920704,175808512
2772,5.4,74293248,555905024,32915456,175808512
2782,5.2,66502656,555905024,25075712,175808512
2792,5.4,71208960,555905024,29769728,175808512
2802,5.1,74035200,555905024,32731136,175808512
2812,5.2,73908224,555905024,32563200,175808512
2822,5.3,75419648,555905024,34123776,175808512
2832,5.4,74117120,555905024,32755712,175808512
2842,5.1,78237696,555905024,36835328,175808512
2852,5.5,72171520,555905024,30781440,175808512
2862,5.2,77508608,555905024,36188160,175808512
2872,5.5,71532544,555905024,30142464,175808512
2882,5.1,75427840,555905024,33996800,175808512
2892,5.2,77500416,555905024,36151296,175808512
2902,5.2,73691136,555905024,32342016,175808512
2912,5.5,78413824,555905024,37081088,175808512
2922,5.5,73428992,555905024,32034816,175808512
2932,5.6,76406784,555905024,34988032,175808512
2942,5.0,74010624,555905024,32681984,175808512
2952,5.4,79167488,555905024,37859328,175808512
2962,5.2,75333632,555905024,34082816,175808512
2972,5.6,74350592,555905024,33034240,175808512
2982,5.2,71634944,555905024,30380032,175808512
2992,5.1,68415488,555905024,27197440,175808512
