time,CPU_percent,memory_rss,memory_vms,memory_share,memory_data
0,0.0,82751488,180363264,20893696,58785792
10,85.7,203948032,447156224,26845184,313950208
20,99.3,208994304,452399104,26861568,319193088
30,71.8,224432128,467480576,27402240,334274560
40,92.1,285532160,527769600,27676672,394563584
50,86.7,296402944,538152960,27688960,404946944
60,58.5,316932096,559837184,27815936,426631168
70,44.7,317841408,560361472,27815936,427155456
80,40.0,317501440,560361472,27815936,427155456
90,29.8,318033920,562458624,27815936,429252608
100,38.1,320196608,562982912,27815936,429776896
110,27.2,321540096,564031488,27815936,430825472
120,29.9,324239360,566128640,27815936,432922624
130,32.1,325017600,568750080,27811840,435544064
140,34.3,325558272,568750080,27811840,435544064
150,23.3,329060352,572870656,27807744,439664640
160,30.1,338522112,581730304,27807744,448524288
170,23.7,346632192,589438976,27807744,456232960
180,34.3,346902528,589438976,27807744,456232960
190,18.4,347983872,590487552,27807744,457281536
200,26.1,347652096,590487552,27807744,457281536
210,31.9,347914240,590651392,27807744,457445376
220,25.3,347570176,590651392,27807744,457445376
230,23.0,347570176,590651392,27807744,457445376
240,16.2,347832320,590651392,27811840,457445376
250,24.4,348102656,590651392,27811840,457445376
260,31.4,351617024,593408000,27811840,460201984
270,22.0,351617024,593408000,27811840,460201984
280,22.4,351617024,593408000,27811840,460201984
290,24.3,351617024,593408000,27811840,460201984
300,24.7,362160128,604082176,27811840,470876160
310,29.6,364716032,609263616,27811840,476057600
320,26.2,363253760,609263616,27811840,476057600
330,30.9,363253760,609263616,27811840,476057600
340,26.9,363253760,609263616,27811840,476057600
350,23.1,363253760,609263616,27811840,476057600
360,23.5,363515904,609263616,27811840,476057600
370,29.0,363515904,609263616,27811840,476057600
380,19.1,363515904,609263616,27811840,476057600
390,24.4,364322816,609263616,27811840,476057600
400,35.3,364322816,609263616,27811840,476057600
410,32.2,364322816,609263616,27811840,476057600
420,26.9,364593152,609263616,27811840,476057600
430,20.7,364593152,609263616,27811840,476057600
440,25.7,365064192,609263616,27811840,476057600
450,34.0,365129728,609263616,27811840,476057600
460,28.1,365207552,609263616,27811840,476057600
470,29.1,365768704,609263616,27811840,476057600
480,23.8,366067712,609263616,27811840,476057600
490,22.7,366075904,609263616,27811840,476057600
500,21.0,366100480,609263616,27811840,476057600
510,30.0,366133248,609263616,27811840,476057600
520,32.2,366714880,609263616,27811840,476057600
530,27.6,367013888,609263616,27811840,476057600
540,24.0,367030272,609263616,27811840,476057600
550,27.7,367583232,609263616,27811840,476057600
560,33.3,370634752,611962880,27811840,478756864
570,32.3,387383296,628625408,27811840,495419392
580,24.8,386969600,628625408,27811840,495419392
590,26.9,387776512,628625408,27811840,495419392
600,26.0,389869568,628625408,27811840,495419392
610,26.2,386981888,628625408,27811840,495419392
620,18.2,387248128,628625408,27811840,495419392
630,34.5,387248128,628625408,27811840,495419392
640,25.1,387518464,630722560,27811840,497516544
650,28.2,395358208,636239872,27811840,503033856
660,21.2,395898880,636719104,27811840,503513088
670,25.1,396169216,636719104,27811840,503513088
680,32.6,396169216,636719104,27811840,503513088
690,22.2,394690560,636719104,27811840,503513088
700,22.2,394690560,636719104,27811840,503513088
710,26.2,396308480,636719104,27811840,503513088
