Time, W_CPU, W_MEM, D_CPU, D_MEM
0,0.0,799772672.0,0.0,127393792.0
1,224.5,868130816.0,0.8,140713984.0
2,178.7,912556032.0,0.8,99721216.0
3,178.3,950501376.0,0.7,113414144.0
4,177.7,989401088.0,0.7,112222208.0
5,165.8,1001553920.0,0.7,113836032.0
6,150.0,1015382016.0,0.6,113995776.0
7,152.8,1043345408.0,0.7,142548992.0
8,148.2,1053200384.0,0.8,99721216.0
9,135.3,1078476800.0,0.8,99721216.0
10,143.4,1104150528.0,0.8,114229248.0
11,123.7,1103175680.0,0.7,125919232.0
12,133.5,1121492992.0,0.7,128249856.0
13,125.7,1130135552.0,0.7,114229248.0
14,121.9,1138663424.0,0.8,112488448.0
15,120.9,1141358592.0,0.8,113790976.0
16,112.0,1164054528.0,0.6,114253824.0
17,113.4,1167699968.0,0.6,113659904.0
18,111.2,1176760320.0,0.8,128016384.0
19,107.2,1172348928.0,0.8,127819776.0
20,105.2,1173282816.0,0.7,112553984.0
21,115.6,1199783936.0,0.7,99721216.0
22,113.8,1187082240.0,0.9,114499584.0
23,107.2,1218088960.0,0.6,99721216.0
24,104.9,1228275712.0,0.8,99721216.0
25,108.3,1225142272.0,0.7,99721216.0
26,103.4,1221742592.0,0.8,114532352.0
27,105.6,1227071488.0,0.6,99721216.0
28,100.4,1217499136.0,0.8,99721216.0
29,101.9,1215012864.0,0.5,99721216.0
30,98.6,1240133632.0,0.9,99721216.0
31,95.6,1227350016.0,0.6,99721216.0
32,93.2,1218977792.0,0.9,99721216.0
33,101.5,1225625600.0,0.7,112549888.0
34,95.2,1228161024.0,0.7,114593792.0
35,89.7,1228328960.0,0.6,99721216.0
36,94.8,1218904064.0,0.8,112562176.0
37,90.3,1241317376.0,0.6,112578560.0
38,94.4,1242165248.0,0.7,114102272.0
39,91.7,1255133184.0,0.7,99721216.0
40,91.7,1249587200.0,0.9,114692096.0
41,90.1,1244741632.0,0.6,116621312.0
42,92.1,1262530560.0,0.7,129527808.0
43,90.5,1257422848.0,0.7,116080640.0
44,86.7,1266864128.0,0.7,116858880.0
45,95.3,1269149696.0,0.7,102191104.0
46,92.6,1280667648.0,0.6,102191104.0
47,91.4,1280831488.0,0.7,102191104.0
48,90.4,1281015808.0,0.7,115208192.0
49,91.5,1284833280.0,0.7,141283328.0
50,92.7,1304363008.0,0.7,144601088.0
51,97.0,1285283840.0,0.7,102191104.0
52,92.1,1293271040.0,0.8,117047296.0
53,92.0,1292619776.0,0.9,116543488.0
54,91.8,1292181504.0,0.7,102191104.0
55,93.0,1292353536.0,0.8,102191104.0
56,90.9,1298186240.0,0.6,102191104.0
57,94.4,1301942272.0,0.7,102191104.0
58,97.1,1293643776.0,0.7,130142208.0
59,88.4,1299513344.0,0.8,116576256.0
60,92.4,1306021888.0,0.7,116412416.0
61,92.4,1306140672.0,0.8,116494336.0
62,90.5,1310367744.0,0.7,116502528.0
63,94.6,1309892608.0,0.7,116580352.0
64,87.0,1310367744.0,0.7,131604480.0
65,89.1,1306132480.0,0.6,117305344.0
66,91.4,1309814784.0,0.7,131928064.0
67,90.9,1300750336.0,0.7,117362688.0
68,86.9,1310126080.0,0.7,116457472.0
69,95.3,1306603520.0,0.9,117305344.0
70,88.5,1307017216.0,0.6,131756032.0
71,88.8,1307086848.0,0.8,102191104.0
72,87.6,1313419264.0,0.7,102191104.0
73,93.1,1313435648.0,0.7,115224576.0
74,86.8,1306988544.0,0.5,102191104.0
75,92.2,1316454400.0,1.0,102191104.0
76,87.0,1318903808.0,0.7,117440512.0
77,93.0,1308667904.0,0.7,115175424.0
78,91.9,1309450240.0,0.7,130400256.0
79,89.9,1315188736.0,0.8,102191104.0
80,88.8,1321287680.0,0.6,115290112.0
81,97.8,1315450880.0,0.8,116854784.0
82,85.7,1318019072.0,0.7,115294208.0
83,93.9,1326469120.0,0.8,120369152.0
84,89.9,1326759936.0,0.7,105242624.0
85,92.2,1335496704.0,0.9,105242624.0
86,89.3,1337614336.0,0.6,105242624.0
87,96.5,1342316544.0,0.7,118345728.0
88,85.5,1338744832.0,0.7,120877056.0
89,95.1,1339011072.0,0.7,105242624.0
90,91.5,1344970752.0,0.7,105242624.0
91,87.5,1330229248.0,0.7,105242624.0
92,86.4,1330561024.0,0.6,105242624.0
93,95.4,1320845312.0,0.8,105242624.0
94,88.3,1310375936.0,0.8,119959552.0
95,89.6,1330032640.0,0.6,105242624.0
96,88.9,1333919744.0,0.7,105242624.0
97,90.5,1338466304.0,0.8,105242624.0
98,86.4,1343102976.0,0.6,105242624.0
99,90.9,1343344640.0,0.7,105242624.0
100,86.2,1339858944.0,0.7,120791040.0
101,90.1,1341693952.0,0.7,105242624.0
102,90.1,1341620224.0,0.8,105242624.0
103,90.1,1340514304.0,0.7,105242624.0
104,86.9,1354690560.0,0.7,105242624.0
105,93.3,1357824000.0,0.8,119848960.0
106,85.8,1344344064.0,0.6,120971264.0
107,88.7,1335918592.0,0.7,120721408.0
108,87.4,1342402560.0,0.9,120725504.0
109,90.3,1333903360.0,0.7,133898240.0
110,87.2,1340977152.0,0.8,133451776.0
111,93.5,1331806208.0,0.7,136208384.0
112,86.8,1335607296.0,0.7,136527872.0
113,89.8,1340944384.0,0.9,120786944.0
114,88.3,1361584128.0,0.7,134066176.0
115,87.1,1362718720.0,0.7,135655424.0
116,87.0,1340346368.0,0.7,120795136.0
117,93.2,1346052096.0,0.7,118480896.0
118,85.5,1348669440.0,0.8,119836672.0
119,85.5,1357467648.0,0.7,133959680.0
120,88.8,1351823360.0,0.7,120197120.0
121,89.5,1350565888.0,0.9,120213504.0
122,89.3,1351180288.0,0.8,105242624.0
123,90.0,1361850368.0,0.4,105242624.0
124,84.2,1361960960.0,0.8,120881152.0
125,87.0,1349922816.0,0.7,120291328.0
126,88.4,1350332416.0,0.8,118484992.0
127,87.8,1350348800.0,0.7,133468160.0
128,83.9,1350500352.0,0.7,120164352.0
129,93.2,1351524352.0,0.6,105242624.0
130,83.0,1353056256.0,0.7,120172544.0
131,86.9,1365295104.0,0.8,120922112.0
132,85.1,1367912448.0,0.7,121184256.0
133,88.2,1358684160.0,0.7,105242624.0
134,88.0,1363243008.0,0.7,105242624.0
135,86.0,1355587584.0,0.7,105242624.0
136,84.7,1356742656.0,0.7,121593856.0
137,87.8,1360093184.0,0.6,105242624.0
138,86.4,1370615808.0,0.9,118419456.0
139,85.9,1360900096.0,0.7,120913920.0
140,83.1,1378144256.0,0.6,121114624.0
141,87.9,1368678400.0,0.6,105242624.0
142,87.7,1370112000.0,0.9,121196544.0
143,85.5,1375100928.0,0.8,105242624.0
144,85.2,1364746240.0,0.7,121102336.0
145,85.5,1360769024.0,0.8,105242624.0
146,84.7,1381363712.0,0.7,105242624.0
147,88.1,1358315520.0,0.8,105242624.0
148,85.9,1371271168.0,0.6,137220096.0
149,87.8,1369923584.0,0.8,105242624.0
150,89.1,1369354240.0,0.6,118423552.0
151,85.4,1371443200.0,0.6,120365056.0
152,86.2,1387950080.0,0.9,105242624.0
153,86.9,1387884544.0,0.4,105242624.0
154,89.0,1393623040.0,0.8,118464512.0
