time,CPU_percent,memory_rss,memory_vms,memory_share,memory_data
0,0.0,72404992,164413440,18649088,42835968
10,78.7,165761024,409378816,27394048,276172800
20,82.8,194379776,436527104,28119040,303321088
30,54.2,197636096,441475072,28114944,308269056
40,62.8,206860288,449114112,28168192,315908096
50,49.1,218689536,460525568,28229632,327319552
60,52.4,217473024,461574144,28229632,328368128
70,47.7,218185728,461574144,28192768,328368128
80,49.1,217931776,461574144,28131328,328368128
90,39.9,218202112,461574144,28131328,328368128
100,51.4,224690176,467144704,28131328,333938688
110,40.4,226308096,468766720,28131328,335560704
120,43.4,226025472,468766720,28131328,335560704
130,38.6,226025472,468766720,28131328,335560704
140,38.0,226557952,468766720,28131328,335560704
150,27.8,227368960,469483520,28131328,336277504
160,41.2,226099200,469483520,28131328,336277504
170,37.0,226099200,469483520,28131328,336277504
180,37.5,227586048,469483520,28131328,336277504
190,39.1,230371328,473190400,28131328,339984384
200,41.3,230912000,473190400,28131328,339984384
210,39.2,231182336,473190400,28131328,339984384
220,40.7,231182336,473190400,28131328,339984384
230,39.8,231452672,473190400,28131328,339984384
240,29.0,231452672,473190400,28131328,339984384
250,38.5,233988096,476508160,28119040,343302144
260,48.7,233963520,476508160,28119040,343302144
270,37.2,234303488,476508160,28119040,343302144
280,29.8,234262528,476508160,28119040,343302144
290,34.6,234528768,476508160,28119040,343302144
300,36.3,234528768,476508160,28119040,343302144
310,41.3,234528768,477556736,28119040,344350720
320,33.1,235339776,477556736,28119040,344350720
330,37.2,235880448,477966336,28119040,344760320
340,43.7,235880448,477966336,28119040,344760320
350,36.9,237223936,479358976,28119040,346152960
360,27.3,237518848,479358976,28119040,346152960
370,27.5,238116864,479952896,28119040,346746880
380,33.7,239267840,480968704,28119040,347762688
390,29.6,239841280,481361920,28119040,348155904
400,32.1,239878144,481361920,28119040,348155904
410,36.0,239902720,481361920,28119040,348155904
420,35.5,239935488,481361920,28119040,348155904
430,30.6,240128000,481361920,28119040,348155904
440,35.2,240168960,481361920,28119040,348155904
450,31.5,242847744,481361920,28119040,348155904
460,36.0,242847744,481361920,28119040,348155904
470,27.6,242847744,481361920,28119040,348155904
480,26.3,242847744,481361920,28119040,348155904
490,27.0,242847744,481361920,28119040,348155904
500,38.9,242847744,481361920,28119040,348155904
510,27.6,242847744,481361920,28119040,348155904
520,29.7,242847744,481361920,28119040,348155904
530,28.6,242847744,481361920,28119040,348155904
540,35.2,242847744,481361920,28119040,348155904
550,28.4,242847744,481361920,28119040,348155904
560,35.7,242847744,481361920,28119040,348155904
570,31.2,242847744,481361920,28119040,348155904
580,33.2,242847744,481361920,28119040,348155904
590,29.5,242847744,481361920,28119040,348155904
600,27.8,242847744,481361920,28119040,348155904
610,20.6,242847744,481361920,28119040,348155904
620,33.6,242847744,481361920,28119040,348155904
630,31.5,242847744,481361920,28119040,348155904
640,34.7,242847744,481361920,28119040,348155904
650,30.3,242847744,481361920,28119040,348155904
660,32.2,242847744,481361920,28119040,348155904
670,28.7,242847744,481361920,28119040,348155904
680,36.3,242847744,481361920,28119040,348155904
690,32.9,242847744,481361920,28119040,348155904
700,36.3,242847744,481361920,28119040,348155904
710,26.4,242847744,481361920,28119040,348155904
720,26.6,248090624,487030784,28119040,353824768
730,33.5,247320576,487030784,28119040,353824768
740,36.3,247066624,487030784,28119040,353824768
750,36.9,247066624,487030784,28119040,353824768
760,32.0,247066624,487030784,28119040,353824768
770,31.1,247066624,487030784,28119040,353824768
780,29.8,247066624,487030784,28119040,353824768
790,29.9,247066624,487030784,28119040,353824768
800,32.5,247066624,487030784,28119040,353824768
810,34.9,247066624,487030784,28119040,353824768
820,28.5,247066624,487030784,28119040,353824768
830,28.9,247066624,487030784,28119040,353824768
840,37.3,247066624,487030784,28119040,353824768
850,31.7,247066624,487030784,28119040,353824768
860,28.4,247066624,487030784,28119040,353824768
870,23.4,247066624,487030784,28119040,353824768
880,26.0,247066624,487030784,28119040,353824768
890,24.6,247066624,487030784,28119040,353824768
900,32.0,246861824,487030784,28119040,353824768
910,31.8,246861824,487030784,28119040,353824768
920,28.3,246861824,487030784,28119040,353824768
930,30.4,246861824,487030784,28119040,353824768
940,31.6,246861824,487030784,28119040,353824768
950,33.4,246861824,487030784,28119040,353824768
960,26.7,246861824,487030784,28119040,353824768
970,29.2,246861824,487030784,28119040,353824768
980,35.8,246861824,487030784,28119040,353824768
990,30.6,246861824,487030784,28119040,353824768
1000,28.9,247132160,487030784,28119040,353824768
1010,23.4,247132160,487030784,28119040,353824768
1020,27.9,248213504,487030784,28119040,353824768
1030,32.6,248213504,487030784,28119040,353824768
1040,32.5,246550528,487030784,28119040,353824768
1050,26.1,248344576,487030784,28119040,353824768
1060,32.2,247885824,487030784,28119040,353824768
1070,33.1,248152064,487030784,28119040,353824768
1080,34.4,248422400,487030784,28119040,353824768
1090,35.1,248422400,487030784,28119040,353824768
