"","V1","V2","V3","V4","V5"
"1",1,0,0.579719539763307,0,0
"2",0,1,0,0,0
"3",0.579719539763307,0,1,0,0
"4",0,0,0,1,0
"5",0,0,0,0,1
"6",0,0,0,0,0
"7",-5.10017552567161e-19,0.868173446249248,-0.0117960109213753,-1,-1
"8",-0.868173446249248,2.75770879110429e-19,-0.86761071775649,-1,-1
"9",0.0117960109213753,0.86761071775649,-4.03441216564334e-20,-1,-1
"10",1,1,1,3.21204113005059e-19,-0.983638510959939
"11",1,1,1,0.983638510959939,5.20642918245643e-19
