time,CPU_percent,memory_rss,memory_vms,memory_share,memory_data
0,0.0,83927040,177283072,21110784,55693312
10,85.3,198115328,449417216,27717632,309235712
20,95.2,230768640,480829440,28475392,340647936
30,63.7,271253504,521568256,28471296,381386752
40,43.3,272703488,523665408,28459008,383483904
50,46.2,273715200,523665408,28459008,383483904
60,47.4,280727552,531963904,28463104,391782400
70,40.9,297758720,548433920,28463104,408252416
80,43.4,302977024,552673280,28467200,412491776
90,41.1,302792704,554770432,28467200,414588928
100,42.7,302878720,554770432,28467200,414588928
110,34.2,303415296,554770432,28467200,414588928
120,40.8,304746496,554770432,28467200,414588928
130,39.4,305672192,556032000,28377088,415850496
140,42.7,305672192,556032000,28377088,415850496
150,40.3,306081792,556032000,28348416,415850496
160,34.5,306343936,556466176,28348416,416284672
170,34.6,306626560,556605440,28348416,416423936
180,32.3,307986432,556605440,28348416,416423936
190,43.7,312336384,561012736,28336128,420831232
200,46.9,312340480,561012736,28336128,420831232
210,39.0,319967232,569868288,28336128,429686784
220,42.8,319762432,569868288,28336128,429686784
230,39.6,320086016,569868288,28336128,429686784
240,32.4,320671744,569868288,28336128,429686784
250,35.3,321482752,569868288,28336128,429686784
260,36.2,321773568,569868288,28336128,429686784
270,39.6,332701696,583241728,28336128,443060224
280,36.2,332591104,583241728,28336128,443060224
290,28.5,333938688,583241728,28336128,443060224
300,37.6,335499264,583241728,28336128,443060224
310,36.5,337575936,583241728,28336128,443060224
320,29.1,337575936,583241728,28336128,443060224
330,39.4,338382848,584036352,28336128,443854848
340,34.5,338649088,586338304,28336128,446156800
350,38.5,338894848,586338304,28327936,446156800
360,39.0,339161088,586338304,28327936,446156800
370,38.8,339431424,586338304,28327936,446156800
380,25.8,339697664,586338304,28323840,446156800
390,31.8,339968000,586338304,28323840,446156800
400,28.3,344539136,591736832,28323840,451555328
410,37.9,346972160,593477632,28323840,453296128
420,31.4,347508736,593477632,28323840,453296128
430,26.2,347508736,593477632,28323840,453296128
440,32.3,348049408,593793024,28323840,453611520
450,32.9,349401088,596856832,28323840,456675328
460,33.3,349401088,596856832,28323840,456675328
470,29.9,349667328,596856832,28323840,456675328
480,39.3,349937664,597000192,28323840,456818688
490,27.0,349937664,597000192,28323840,456818688
500,35.9,350208000,597000192,28323840,456818688
510,45.4,350208000,597000192,28323840,456818688
520,25.2,350748672,597311488,28323840,457129984
530,32.3,352268288,598220800,28323840,458039296
540,39.4,352268288,598220800,28323840,458039296
550,38.4,352534528,598220800,28323840,458039296
560,34.7,352534528,598220800,28323840,458039296
570,41.5,355328000,601194496,28323840,461012992
580,36.6,356331520,604966912,28323840,464785408
590,37.8,355815424,604966912,28311552,464785408
600,38.1,356081664,604966912,28311552,464785408
610,35.2,356081664,604966912,28311552,464785408
620,39.1,356081664,604966912,28311552,464785408
630,44.1,358236160,604966912,28315648,464785408
640,40.3,358236160,604966912,28315648,464785408
650,39.3,360398848,607305728,28315648,467124224
660,38.6,360398848,607305728,28315648,467124224
670,41.1,360398848,607305728,28315648,467124224
680,34.3,360398848,607305728,28315648,467124224
690,39.4,360398848,607305728,28315648,467124224
700,38.7,374992896,621756416,28315648,481574912
710,42.3,374603776,622247936,28315648,482066432
720,35.0,375140352,622247936,28315648,482066432
730,41.6,375140352,622247936,28315648,482066432
740,41.5,375140352,622247936,28315648,482066432
750,35.3,375140352,622247936,28315648,482066432
760,31.6,375029760,622247936,28315648,482066432
770,40.2,375300096,622247936,28315648,482066432
780,41.9,375570432,622247936,28315648,482066432
790,43.9,375570432,622247936,28315648,482066432
800,38.6,376090624,622247936,28307456,482066432
810,43.5,376356864,622247936,28307456,482066432
820,38.8,376356864,622247936,28307456,482066432
830,45.2,376356864,622247936,28307456,482066432
840,35.4,376623104,625393664,28307456,485212160
850,40.5,376623104,625393664,28307456,485212160
860,37.4,376623104,625393664,28307456,485212160
870,40.9,376893440,625393664,28311552,485212160
880,43.3,376893440,625393664,28311552,485212160
890,43.4,377163776,625393664,28311552,485212160
900,40.8,377163776,625393664,28311552,485212160
910,43.7,377163776,625393664,28311552,485212160
920,37.1,377163776,625393664,28311552,485212160
930,33.6,377434112,625393664,28311552,485212160
940,44.3,377700352,625709056,28311552,485527552
950,39.2,377712640,626442240,28311552,486260736
960,32.4,377774080,626442240,28311552,486260736
970,39.7,380137472,626442240,28311552,486260736
980,36.6,380674048,626442240,28311552,486260736
990,38.9,380674048,626442240,28311552,486260736
