Wed Feb 28 11:13:29 2018    ../cProfile_results/001001010101011111/cProfile.log

         333297241 function calls (322573531 primitive calls) in 945.514 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    14298    0.034    0.000    0.056    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/codecs.py:302(__init__)
    25378    0.034    0.000    0.122    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/resolvers.py:252(app_dict)
    61922    0.034    0.000    0.308    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/text.py:11(text_value)
    42808    0.034    0.000    0.259    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py:259(add_done_callback)
    39950    0.034    0.000    0.132    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/utils/type_info.py:59(enter)
    56089    0.034    0.000    0.034    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/plural.py:42(<genexpr>)
     9705    0.034    0.000    0.093    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/socket.py:225(recv)
     2270    0.034    0.000    0.052    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/Cookie.py:487(OutputString)
     2311    0.034    0.000    6.290    0.003 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:799(save_base)
    16003    0.033    0.000    0.053    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1646(add_ordering)
    35982    0.033    0.000    0.033    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/contextlib.py:12(__init__)
     8564    0.033    0.000    0.033    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/uuid.py:217(__str__)
    54671    0.033    0.000    0.038    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py:219(_clear_tb_log)
     5296    0.033    0.000    5.312    0.001 /home/seasun/jit_test/application/saleor/saleor/core/utils/__init__.py:62(get_country_by_ip)
    32001    0.033    0.000    0.033    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py:290(get_rhs_op)
    18463    0.033    0.000    1.252    0.000 <rule>:1(evaluate)
    47940    0.033    0.000    0.067    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/middleware.py:17(get_field_resolver)
    67108    0.033    0.000    0.033    0.000 {method '__init__' of 'ContextDict' objects}
    36926    0.032    0.000    0.272    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/core.py:546(number_symbols)
    17805    0.032    0.000    0.229    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:575(_setup_joins)
     5850    0.032    0.000    0.734    0.000 /home/seasun/jit_test/application/saleor/saleor/cart/models.py:97(__init__)
5482/5389    0.032    0.000    0.195    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:253(_deepcopy_dict)
     1051    0.032    0.000    0.412    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:992(as_sql)
76270/76268    0.032    0.000    0.039    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/base/base.py:193(ensure_connection)
    11331    0.032    0.000    0.066    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:854(<dictcomp>)
    10592    0.032    0.000    0.113    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/handlers/wsgi.py:193(get_script_name)
    39950    0.032    0.000    0.066    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/utils/type_info.py:54(leave)
    71011    0.032    0.000    0.032    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1091(_next_is_sticky)
    31941    0.032    0.000    0.032    0.000 {method '__getitem__' of 'MultiValueDict' objects}
     3645    0.031    0.000    9.901    0.003 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:462(get_or_create)
    12485    0.031    0.000    0.031    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py:131(__init__)
    46222    0.031    0.000    0.040    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/inspect.py:208(iscode)
      633    0.031    0.000    0.034    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/functools.py:53(total_ordering)
     5010    0.031    0.000    0.281    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py:118(__add__)
    25697    0.031    0.000    0.039    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/cPickle.py:197(load_proto)
    72536    0.031    0.000    0.031    0.000 {method 'replace' of 'unicode' objects}
    11765    0.031    0.000    0.085    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pytz/__init__.py:126(timezone)
     3110    0.031    0.000    0.082    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context_processors.py:55(i18n)
     9453    0.031    0.000    0.547    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:593(_read_to_buffer_loop)
    35982    0.031    0.000   21.202    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/contextlib.py:15(__enter__)
     3262    0.031    0.000    0.080    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/satchless/item/__init__.py:110(__iter__)
    91717    0.031    0.000    0.032    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py:231(__emit_unindent)
    19426    0.030    0.000    0.157    0.000 /home/seasun/jit_test/application/saleor/saleor/product/models.py:148(__iter__)
     4585    0.030    0.000    3.919    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/library.py:218(render)
    67769    0.030    0.000    0.030    0.000 {method 'build' of 'StringBuilder' objects}
     6113    0.030    0.000    0.062    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/http.py:385(limited_parse_qsl)
    29363    0.030    0.000    0.058    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py:225(result)
     6867    0.030    0.000    0.147    0.000 /home/seasun/jit_test/application/saleor/saleor/product/models.py:262(is_in_stock)
     7827    0.030    0.000   46.032    0.006 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/satchless/item/__init__.py:69(get_total)
    41637    0.030    0.000    0.063    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/heapq.py:135(cmp_lt)
    11112    0.030    0.000    0.511    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/text.py:22(capfirst)
     8244    0.030    0.000    0.065    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/files.py:20(__init__)
    20486    0.030    0.000    0.111    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/http1connection.py:264(_clear_callbacks)
     7586    0.030    0.000    0.109    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:448(_maybe_run_close_callback)
 47940/94    0.030    0.000   31.168    0.332 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/executor.py:245(<lambda>)
    46316    0.030    0.000    0.038    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/inspect.py:142(isfunction)
    14231    0.030    0.000    0.125    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/module_loading.py:9(import_string)
     4342    0.030    0.000    0.037    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py:264(_check_utc_offset)
    30741    0.030    0.000    0.104    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1359(get_current_queryset)
    49315    0.030    0.000    0.030    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/utils.py:7(get_loader)
    27798    0.030    0.000    0.080    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:1767(_round_half_even)
     5934    0.030    0.000    0.035    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:904(_consume)
    14799    0.030    0.000    0.139    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/localedata.py:66(load)
    17805    0.030    0.000    0.038    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py:865(__init__)
    33491    0.029    0.000    0.278    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/core.py:359(__str__)
    23881    0.029    0.000    0.075    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/cache/__init__.py:97(__getattr__)
    42174    0.029    0.000    0.076    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/middleware/csrf.py:70(<genexpr>)
     4608    0.029    0.000    0.054    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:140(__init__)
    16406    0.029    0.000    0.033    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:34(_reset_dicts)
    44141    0.029    0.000    0.029    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/views/i18n.py:214(<genexpr>)
    25877    0.029    0.000    0.045    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/cPickle.py:135(pop)
     5296    0.029    0.000    0.257    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/ipaddress.py:1375(__init__)
     6567    0.029    0.000    0.049    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/cPickle.py:509(load_setitems)
     6652    0.029    0.000    0.091    0.000 {time.gmtime}
     5296    0.029    0.000    0.365    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/middleware/common.py:44(process_request)
     5296    0.029    0.000    0.708    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/http1connection.py:509(_parse_headers)
     6555    0.029    0.000    0.032    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:94(get)
    10334    0.029    0.000    0.825    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_lookups.py:104(as_sql)
     5296    0.029    0.000    0.318    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/sessions/middleware.py:18(process_request)
    16742    0.029    0.000    0.141    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:640(get_deferred_fields)
2551/1823    0.029    0.000  201.031    0.110 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loader_tags.py:151(render)
    12749    0.029    0.000    0.358    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py:724(fromtimestamp)
    58492    0.028    0.000    0.028    0.000 {method 'upper' of 'unicode' objects}
    18463    0.028    0.000    0.126    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/numbers.py:155(get_decimal_symbol)
    13288    0.028    0.000    0.083    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:166(update)
     5296    0.028    0.000    0.054    0.000 <builtin>/2.7/_abcoll.py:412(items)
     5296    0.028    0.000    0.488    0.000 /home/seasun/jit_test/application/saleor/saleor/core/middleware.py:29(process_request)
     5296    0.028    0.000    0.256    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babeldjango/middleware.py:39(process_request)
    17941    0.028    0.000    0.325    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:780(_find_read_pos)
    24704    0.028    0.000    0.118    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/fields.py:34(__set__)
    13634    0.028    0.000    0.787    0.000 /home/seasun/jit_test/application/saleor/saleor/discount/models.py:272(get_discount)
    33934    0.028    0.000    0.118    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/executor.py:304(complete_leaf_value)
    11781    0.028    0.000    0.120    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py:50(__lt__)
    49811    0.028    0.000    0.028    0.000 {method 'rsplit' of 'unicode' objects}
     9668    0.028    0.000    1.294    0.000 /home/seasun/jit_test/application/saleor/saleor/product/models.py:54(get_absolute_url)
     3645    0.028    0.000    0.044    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:515(_extract_model_params)
    26541    0.028    0.000    0.969    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:999(using)
    11563    0.028    0.000   54.595    0.005 /home/seasun/jit_test/application/saleor/saleor/cart/models.py:255(get_price_per_item)
  41278/2    0.028    0.000    0.000    0.000 {method 'next' of 'generator' objects}
     6913    0.028    0.000    0.059    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py:234(build_widget_attrs)
     2292    0.028    0.000    0.031    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/httpserver.py:236(__init__)
     2386    0.028    0.000    0.171    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/gettext.py:497(find)
     1193    0.028    0.000    0.316    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:377(tokenize)
      463    0.028    0.000    0.976    0.002 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/i18naddress/__init__.py:264(get_field_order)
35349/33289    0.028    0.000    0.173    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py:272(set_result)
     7190    0.027    0.000    0.530    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:246(new)
     5296    0.027    0.000    0.067    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/wsgi.py:345(_log)
     5296    0.027    0.000    0.156    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/sessions/backends/cached_db.py:23(__init__)
    19010    0.027    0.000    0.088    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/plural.py:232(in_range_list)
     4031    0.027    0.000    0.030    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/collections.py:101(__reduce__)
      880    0.027    0.000    0.049    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/models.py:75(model_to_dict)
     6033    0.027    0.000    2.067    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/renderers.py:500(add_label)
     6284    0.027    0.000    0.049    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/urlparse.py:391(parse_qsl)
    60094    0.027    0.000    0.027    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/base/base.py:425(validate_no_broken_transaction)
    57719    0.027    0.000    0.027    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:53(get_group_by)
    42156    0.027    0.000    0.027    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/urlparse.py:233(urlunsplit)
    56615    0.027    0.000    0.036    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loader_tags.py:258(<genexpr>)
    11470    0.027    0.000    0.204    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/linecache.py:47(checkcache)
     6671    0.026    0.000    1.751    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/utils.py:130(render_tag)
   110060    0.026    0.000    0.026    0.000 {method 'strip' of 'str' objects}
    11331    0.026    0.000    0.644    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:947(extra)
     8236    0.026    0.000    0.569    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:696(_try_inline_read)
     3092    0.026    0.000   33.646    0.011 /home/seasun/jit_test/application/saleor/saleor/checkout/core.py:90(deliveries)
     3755    0.026    0.000    0.181    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py:1475(_from_timestamp)
     7566    0.026    0.000    0.032    0.000 {method 'sort' of 'list' objects}
     8217    0.026    0.000    0.082    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/response.py:73(charset)
     3755    0.026    0.000    0.090    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py:1551(replace)
    33096    0.026    0.000    0.081    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/loader.py:42(<genexpr>)
     5005    0.026    0.000    3.459    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:553(validate)
    10592    0.026    0.000    0.034    0.000 <builtin>/2.7/_abcoll.py:548(update)
    33607    0.026    0.000    0.026    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py:1011(find_library)
    18630    0.026    0.000   56.850    0.003 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/engine.py:155(get_template)
     9359    0.026    0.000    0.041    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/datastructures.py:77(__getitem__)
    13634    0.026    0.000    0.066    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py:341(__init__)
     1498    0.026    0.000    0.144    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/templatetags/i18n.py:419(do_block_translate)
    16475    0.026    0.000    1.369    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/templatetags/static.py:99(url)
    14088    0.026    0.000    1.544    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/sessions/backends/base.py:67(get)
    47689    0.026    0.000    0.026    0.000 {method 'find' of 'str' objects}
    12050    0.025    0.000    0.025    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py:617(as_sql)
     6698    0.025    0.000    0.036    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/sre_parse.py:828(expand_template)
    18692    0.025    0.000    0.254    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/core.py:273(_try_load)
    51700    0.025    0.000    0.047    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/type/schema.py:83(get_type)
     2386    0.025    0.000    0.041    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/gettext.py:205(_expand_lang)
     4747    0.025    0.000    0.132    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/formats.py:166(number_format)
    14380    0.025    0.000    0.417    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:40(__copy__)
    23759    0.025    0.000    0.046    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/core.py:35(get_global)
     6033    0.025    0.000    0.123    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/renderers.py:307(add_class_attrs)
    13396    0.025    0.000    0.025    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/numbers.py:513(parse_precision)
     5573    0.025    0.000    0.237    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/middleware/csrf.py:281(process_response)
     6128    0.025    0.000    0.047    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/conf.py:10(__getattribute__)
     5296    0.024    0.000    0.104    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/sessions/backends/base.py:47(__init__)
     2361    0.024    0.000    0.181    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/response.py:166(set_cookie)
     5540    0.024    0.000    0.035    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:537(run_validators)
    13183    0.024    0.000    0.043    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/utils.py:91(__init__)
    31941    0.024    0.000    0.055    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/base.py:142(get_urlconf)
     5296    0.024    0.000    0.286    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/response.py:247(close)
     5387    0.024    0.000    0.068    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/request.py:528(split_domain_port)
13928/13281    0.024    0.000    0.052    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/smartif.py:51(led)
     7386    0.024    0.000    0.254    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/templatetags/webpack_loader.py:17(render_as_tags)
    21775    0.024    0.000    0.040    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py:659(_contains_yieldpoint)
    16488    0.023    0.000    0.023    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/datastructures/filteredimage.py:85(__init__)
    15556    0.023    0.000    0.061    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/heapq.py:242(_siftdown)
    11710    0.023    0.000    0.051    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py:132(get_db_converters)
     8178    0.023    0.000    0.056    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:1580(__float__)
    12749    0.023    0.000    0.388    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py:730(today)
    12814    0.023    0.000    4.171    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_prices/templatetags/prices_i18n.py:45(gross)
    44542    0.023    0.000    0.043    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loaders/base.py:98(supports_recursion)
    11159    0.023    0.000   41.746    0.004 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/backends/django.py:37(get_template)
    12650    0.023    0.000    0.040    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/pickle.py:227(memoize)
   193300    0.023    0.000    0.023    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:198(_deepcopy_atomic)
     7119    0.023    0.000    0.241    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/response.py:315(content)
     7128    0.023    0.000    0.114    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py:509(copy)
     7596    0.023    0.000    0.643    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:236(read_until_regex)
1676/1035    0.023    0.000    0.140    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/pickle.py:667(_batch_setitems)
    55203    0.023    0.000    0.023    0.000 <builtin>/lib_pypy/_structseq.py:22(__get__)
     7850    0.023    0.000    0.275    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/ioloop.py:475(add_timeout)
    18222    0.023    0.000    0.023    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1330(__init__)
    12188    0.023    0.000    0.138    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/ioloop.py:587(add_future)
     5300    0.023    0.000    0.025    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py:370(__init__)
     7850    0.023    0.000    0.056    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/ioloop.py:991(__init__)
    11765    0.023    0.000    0.033    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/support.py:39(__init__)
9827/9742    0.022    0.000    0.022    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:88(__contains__)
    34104    0.022    0.000    0.070    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:26(__exit__)
    14431    0.022    0.000    0.062    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/mptt/models.py:100(get_raw_field_value)
    46687    0.022    0.000    0.022    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py:288(__init__)
    46780    0.022    0.000    0.022    0.000 {method 'rstrip' of 'unicode' objects}
    17073    0.022    0.000    0.123    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/encoding.py:216(escape_uri_path)
     5387    0.022    0.000    0.142    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/request.py:95(get_host)
     3110    0.022    0.000    0.040    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context_processors.py:38(debug)
     5296    0.022    0.000    0.023    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/messages/storage/base.py:65(__init__)
     7652    0.022    0.000   46.450    0.006 /home/seasun/jit_test/application/saleor/saleor/cart/models.py:248(get_total)
     5296    0.022    0.000    0.310    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/response.py:290(__init__)
