Time, W_CPU, W_MEM, D_CPU, D_MEM
81,21.4,2314137600.0,2.9,118394880.0
82,24.5,2315243520.0,4.3,118394880.0
83,24.8,2315542528.0,3.6,118394880.0
84,11.6,2315866112.0,1.8,119103488.0
85,27.2,2308968448.0,1.6,119103488.0
86,21.4,2309783552.0,3.3,119103488.0
87,22.7,2370887680.0,4.1,119758848.0
88,24.0,2449842176.0,2.9,119758848.0
89,13.0,2450182144.0,1.7,119758848.0
90,28.5,2450718720.0,1.7,119758848.0
91,22.9,2452635648.0,3.5,119758848.0
92,23.1,2452959232.0,3.8,119758848.0
93,17.4,2453606400.0,3.0,119758848.0
94,15.7,2470514688.0,1.7,119758848.0
95,25.5,2470809600.0,2.1,119758848.0
96,23.0,2471141376.0,3.8,120332288.0
97,22.0,2495037440.0,4.4,120643584.0
98,19.3,2509979648.0,2.5,120643584.0
99,16.4,2521231360.0,1.9,121495552.0
100,25.6,2524532736.0,1.9,122077184.0
101,18.8,2524557312.0,3.8,122531840.0
102,23.0,2527551488.0,4.2,122531840.0
103,19.4,2558660608.0,2.3,122531840.0
104,18.4,2558689280.0,1.8,122531840.0
105,23.2,2558992384.0,2.3,122535936.0
106,25.8,2558840832.0,4.1,122535936.0
107,22.3,2559414272.0,4.3,123097088.0
108,13.1,2559434752.0,2.3,123097088.0
109,24.1,2575937536.0,1.5,123097088.0
110,17.5,2576224256.0,2.4,123904000.0
111,20.1,2576240640.0,4.2,123904000.0
112,26.2,2613288960.0,3.9,124608512.0
113,13.0,2688733184.0,2.1,124608512.0
114,23.5,2711748608.0,1.5,124608512.0
115,16.7,2712342528.0,2.5,124608512.0
116,20.7,2712395776.0,4.1,124608512.0
117,21.9,2712440832.0,3.7,124608512.0
118,16.4,2712735744.0,2.0,125210624.0
119,18.2,2712780800.0,1.6,125210624.0
120,23.8,2713071616.0,0.1,112046080.0
121,21.1,2713071616.0,4.1,112459776.0
122,20.4,2713104384.0,3.5,116994048.0
123,11.7,2713145344.0,2.2,116994048.0
124,23.8,2722426880.0,1.2,113160192.0
125,20.9,2722693120.0,3.2,114036736.0
126,20.1,2722955264.0,4.3,114036736.0
127,21.1,2731298816.0,3.5,116224000.0
128,11.1,2768891904.0,1.9,117460992.0
129,30.4,2808918016.0,1.7,117460992.0
130,18.4,2809491456.0,3.0,117460992.0
131,20.5,2809831424.0,4.1,117460992.0
132,17.0,2810150912.0,2.8,119169024.0
133,11.3,2810458112.0,1.8,119169024.0
134,25.8,2837499904.0,1.9,119992320.0
135,19.1,2838065152.0,3.7,119996416.0
136,19.4,2842427392.0,4.0,119898112.0
137,21.0,2876776448.0,2.9,120229888.0
138,12.7,2944634880.0,1.6,120229888.0
139,42.2,2954149888.0,1.8,120504320.0
140,18.9,2954764288.0,4.2,120504320.0
141,19.4,2954846208.0,4.2,120504320.0
142,16.7,2955747328.0,2.6,120504320.0
143,18.0,2962964480.0,1.5,120504320.0
144,25.5,2963369984.0,2.0,120504320.0
145,17.9,2965581824.0,3.9,120504320.0
146,20.5,2981040128.0,4.0,120504320.0
147,19.9,2997350400.0,2.6,120504320.0
148,19.4,2998579200.0,1.5,120504320.0
149,19.6,2998579200.0,2.0,121057280.0
150,17.5,2998595584.0,3.9,121671680.0
151,29.6,2998910976.0,4.6,122691584.0
152,12.6,2999435264.0,2.4,122671104.0
153,17.8,2999980032.0,1.4,122671104.0
154,15.7,3000770560.0,1.8,122671104.0
155,22.6,3001610240.0,3.5,122994688.0
156,27.4,3001139200.0,3.9,123305984.0
157,11.7,3004067840.0,2.2,123305984.0
158,19.6,3005411328.0,1.6,123629568.0
159,20.8,3009728512.0,2.1,124440576.0
160,19.0,3010121728.0,4.3,124440576.0
161,20.4,3010392064.0,3.7,124440576.0
162,12.7,3017682944.0,2.4,124743680.0
163,21.7,3056168960.0,1.3,125558784.0
164,17.4,3056132096.0,2.4,125558784.0
165,18.7,3056418816.0,3.6,125562880.0
166,21.6,3057209344.0,3.8,125661184.0
167,14.0,3057475584.0,1.9,125988864.0
168,24.9,3097202688.0,1.7,125988864.0
169,17.4,3097751552.0,3.1,125988864.0
170,20.7,3098017792.0,4.2,125988864.0
171,21.0,3098542080.0,3.4,125988864.0
172,10.4,3109076992.0,1.9,125988864.0
173,25.8,3191230464.0,1.6,125988864.0
174,16.8,3193851904.0,2.8,125988864.0
175,20.7,3196002304.0,4.1,125988864.0
176,16.9,3198685184.0,2.9,126603264.0
177,11.6,3200323584.0,1.9,126603264.0
178,28.1,3224371200.0,1.7,126603264.0
179,20.1,3220099072.0,3.6,126603264.0
180,20.6,3226099712.0,0.3,115179520.0
181,16.5,3228008448.0,2.9,118198272.0
182,15.3,3238424576.0,1.7,118198272.0
183,23.0,3238678528.0,2.0,118198272.0
184,18.0,3244892160.0,4.0,109002752.0
185,28.2,3301482496.0,3.4,114946048.0
186,15.8,3301736448.0,2.8,115662848.0
187,14.4,3301990400.0,1.7,115662848.0
188,20.0,3302264832.0,2.1,116961280.0
189,18.2,3302522880.0,4.0,117317632.0
190,28.2,3313885184.0,4.0,117682176.0
191,14.0,3314130944.0,2.7,119115776.0
192,14.4,3314409472.0,1.6,119115776.0
193,16.6,3314925568.0,1.6,119115776.0
194,17.8,3316834304.0,4.2,120516608.0
195,30.5,3363602432.0,4.0,120926208.0
196,10.7,3363856384.0,2.1,120926208.0
197,21.3,3394400256.0,1.4,120926208.0
198,12.5,3395219456.0,1.8,120926208.0
199,18.2,3395481600.0,4.2,121192448.0
200,21.8,3395801088.0,4.1,122826752.0
201,13.8,3457490944.0,2.5,122949632.0
202,24.7,3463438336.0,1.2,122949632.0
203,13.4,3463479296.0,2.4,122949632.0
204,19.5,3463491584.0,4.2,122949632.0
205,21.5,3463761920.0,3.8,122949632.0
206,12.2,3463761920.0,2.1,122949632.0
207,25.2,3592982528.0,1.7,122949632.0
208,23.3,3594252288.0,2.9,122949632.0
209,20.2,3594252288.0,4.1,123580416.0
210,18.4,3594256384.0,3.2,123580416.0
211,12.1,3594256384.0,2.2,123580416.0
212,18.1,3594256384.0,1.7,123580416.0
213,16.6,3611840512.0,3.1,123580416.0
214,30.1,3641401344.0,4.2,123580416.0
215,17.8,3641671680.0,3.7,125009920.0
216,11.7,3641675776.0,2.0,125308928.0
217,19.2,3641675776.0,1.8,128507904.0
218,16.2,3641675776.0,3.1,128507904.0
219,19.2,3641679872.0,4.0,128512000.0
220,26.5,3653197824.0,2.8,128909312.0
221,13.7,3659415552.0,1.6,128909312.0
222,19.3,3658108928.0,1.7,128909312.0
223,17.7,3658108928.0,3.6,128909312.0
224,19.0,3658108928.0,4.0,129638400.0
225,16.0,3658108928.0,2.9,129638400.0
226,11.1,3663511552.0,1.6,130170880.0
227,31.4,3739934720.0,2.0,130170880.0
228,16.9,3740176384.0,3.8,130170880.0
229,18.8,3741233152.0,3.8,130170880.0
230,14.9,3749048320.0,2.7,130170880.0
231,15.8,3752808448.0,1.6,130170880.0
232,23.1,3753078784.0,2.5,130170880.0
233,17.2,3774148608.0,3.6,130170880.0
234,30.1,3794395136.0,4.0,130170880.0
235,12.9,3794661376.0,2.5,130170880.0
236,14.9,3797041152.0,1.5,130170880.0
237,16.0,3797307392.0,2.3,130170880.0
238,18.3,3799715840.0,4.0,130170880.0
239,22.2,3799982080.0,4.4,130686976.0
240,11.9,3800612864.0,0.1,115134464.0
241,27.3,3874664448.0,1.7,119095296.0
242,15.2,3874947072.0,1.9,120070144.0
243,18.2,3875241984.0,4.1,120074240.0
244,20.8,3882561536.0,3.9,124194816.0
245,12.4,3886010368.0,2.3,119353344.0
246,17.9,3913621504.0,1.7,119721984.0
247,17.3,3916636160.0,2.1,120152064.0
248,20.6,3947798528.0,4.4,120152064.0
249,28.7,3996192768.0,4.0,124465152.0
250,12.7,3996479488.0,2.2,124465152.0
251,20.3,4007862272.0,1.5,124465152.0
252,19.8,4008644608.0,2.8,124465152.0
253,20.8,4008919040.0,4.5,124465152.0
254,20.2,4009230336.0,3.9,124928000.0
255,10.9,4009500672.0,2.1,124928000.0
256,24.9,4036816896.0,1.5,124928000.0
257,22.7,4037144576.0,2.9,124928000.0
258,19.0,4040933376.0,4.0,124928000.0
259,19.3,4044218368.0,3.6,125825024.0
260,11.1,4044832768.0,1.8,125825024.0
261,19.2,4045901824.0,1.6,125825024.0
262,18.6,4047953920.0,3.2,125825024.0
263,18.8,4057911296.0,4.0,125825024.0
264,22.1,4125786112.0,3.0,126468096.0
265,13.4,4126048256.0,1.8,126468096.0
266,18.6,4126322688.0,1.7,126468096.0
267,17.2,4126638080.0,3.2,126468096.0
268,19.8,4129058816.0,4.5,126468096.0
269,15.4,4133388288.0,2.6,127823872.0
270,10.2,4135825408.0,1.7,127823872.0
271,28.5,4143415296.0,2.0,127823872.0
272,26.6,4148015104.0,3.9,127823872.0
273,19.9,4148301824.0,4.0,128405504.0
274,16.2,4150194176.0,3.2,128880640.0
275,13.3,4151853056.0,1.7,128884736.0
276,19.0,4152664064.0,2.0,128884736.0
277,18.1,4157538304.0,3.9,129204224.0
278,19.7,4173340672.0,3.8,129474560.0
279,14.7,4199874560.0,2.8,129474560.0
280,21.5,4299624448.0,1.6,129474560.0
281,19.6,4299902976.0,2.1,129474560.0
282,17.6,4300169216.0,4.0,129474560.0
283,22.1,4313944064.0,4.4,130920448.0
284,14.1,4320993280.0,1.9,130920448.0
285,18.9,4321009664.0,1.5,130920448.0
286,12.4,4321046528.0,2.0,130920448.0
287,19.3,4321103872.0,4.5,130920448.0
288,21.4,4333625344.0,4.0,130920448.0
289,11.9,4380016640.0,2.3,130920448.0
290,29.3,4469432320.0,1.4,130920448.0
291,14.8,4472074240.0,2.4,130920448.0
292,21.4,4477849600.0,4.5,130920448.0
293,20.5,4480278528.0,3.9,130920448.0
294,12.4,4481605632.0,2.3,130920448.0
295,21.8,4498636800.0,1.5,130920448.0
296,16.1,4499988480.0,3.0,130920448.0
297,18.2,4499988480.0,3.8,131469312.0
298,22.0,4499988480.0,3.8,132378624.0
299,8.6,4502155264.0,1.5,133025792.0
