Time, W_CPU, W_MEM, D_CPU, D_MEM
0,0.0,755638272.0,0.0,113303552.0
1,224.6,901922816.0,0.3,97443840.0
2,136.2,940273664.0,0.2,84353024.0
3,154.5,1011437568.0,0.2,110538752.0
4,104.1,1068380160.0,0.4,124874752.0
5,109.1,1128763392.0,0.2,110538752.0
6,81.6,1165996032.0,0.2,84353024.0
7,107.9,1211252736.0,0.2,113405952.0
8,71.7,1228230656.0,0.1,84353024.0
9,60.7,1256898560.0,0.3,84353024.0
10,66.1,1300176896.0,0.3,84353024.0
11,57.1,1331097600.0,0.2,84353024.0
12,47.7,1337237504.0,0.1,97447936.0
13,56.7,1350995968.0,0.2,98861056.0
14,54.0,1428246528.0,0.2,99532800.0
15,37.1,1441615872.0,0.4,99856384.0
16,45.4,1441533952.0,0.2,86761472.0
17,53.8,1446248448.0,0.2,101883904.0
18,32.2,1459994624.0,0.1,99856384.0
19,47.5,1476194304.0,0.3,86761472.0
20,39.2,1500684288.0,0.2,86761472.0
21,37.6,1508245504.0,0.2,86761472.0
22,31.6,1509294080.0,0.3,101191680.0
23,40.5,1534377984.0,0.2,86761472.0
24,27.2,1554878464.0,0.3,86761472.0
25,41.7,1572200448.0,0.1,101928960.0
26,29.2,1582608384.0,0.1,86761472.0
27,33.5,1600872448.0,0.3,86761472.0
28,30.8,1602039808.0,0.1,101941248.0
29,29.7,1603284992.0,0.3,86761472.0
30,29.1,1606664192.0,0.1,86761472.0
31,33.6,1617031168.0,0.4,86761472.0
32,24.5,1634910208.0,0.1,86761472.0
33,34.2,1639682048.0,0.2,86761472.0
34,30.2,1640120320.0,0.3,100081664.0
35,29.8,1661894656.0,0.1,86761472.0
36,20.3,1664167936.0,0.2,86761472.0
37,31.7,1677524992.0,0.3,86761472.0
38,24.9,1691754496.0,0.1,86761472.0
39,32.0,1713545216.0,0.3,86761472.0
40,25.1,1716772864.0,0.1,86761472.0
41,28.0,1717047296.0,0.4,86761472.0
42,20.6,1720360960.0,0.1,100122624.0
