Time, W_CPU, W_MEM, D_CPU, D_MEM
0,0.0,675110912.0,0.0,118026240.0
1,263.8,912723968.0,0.2,108945408.0
2,291.3,1067106304.0,0.1,93667328.0
3,188.4,1171181568.0,0.3,121974784.0
4,276.9,1291358208.0,0.2,124547072.0
5,277.7,1422991360.0,0.4,122875904.0
6,226.4,1549312000.0,0.4,124735488.0
7,212.4,1654210560.0,0.5,123756544.0
8,205.1,1767100416.0,0.4,121487360.0
9,208.9,1874534400.0,0.4,108285952.0
10,135.1,1962946560.0,0.4,108707840.0
11,125.1,2006757376.0,0.3,80314368.0
12,163.6,2074906624.0,0.5,95604736.0
13,130.2,2138669056.0,0.3,120233984.0
14,123.2,2220351488.0,0.4,95117312.0
15,126.9,2255409152.0,0.3,80314368.0
16,133.7,2325471232.0,0.5,95563776.0
17,90.2,2357702656.0,0.3,94965760.0
18,96.7,2407383040.0,0.5,110432256.0
19,88.4,2439262208.0,0.6,95375360.0
20,83.5,2471415808.0,0.3,93687808.0
21,85.5,2504470528.0,0.4,80379904.0
22,73.4,2566582272.0,0.5,80379904.0
23,65.1,2595704832.0,0.3,94797824.0
24,78.6,2644094976.0,0.4,80379904.0
25,71.2,2678497280.0,0.4,98267136.0
26,63.2,2698694656.0,0.4,84885504.0
27,69.1,2735472640.0,0.5,87912448.0
28,59.4,2746159104.0,0.3,87912448.0
29,60.9,2774671360.0,0.5,87912448.0
30,63.4,2804027392.0,0.5,101359616.0
31,46.2,2821992448.0,0.3,103243776.0
32,67.8,2833092608.0,0.4,87912448.0
33,55.9,2836451328.0,0.4,87912448.0
34,62.4,2893717504.0,0.4,87912448.0
35,47.6,2892451840.0,0.4,87912448.0
36,58.3,2916081664.0,0.4,87912448.0
37,45.1,2916540416.0,0.4,87912448.0
38,54.8,2935656448.0,0.3,87912448.0
39,59.5,2937905152.0,0.5,87912448.0
40,62.6,2947289088.0,0.3,87912448.0
41,55.3,2967629824.0,0.5,101253120.0
42,47.7,2972753920.0,0.3,87912448.0
43,46.2,2996858880.0,0.6,87912448.0
44,53.1,3005292544.0,0.3,87912448.0
45,54.2,3028717568.0,0.4,87912448.0
46,51.8,3044016128.0,0.4,87912448.0
47,38.7,3068555264.0,0.4,87912448.0
48,56.1,3071094784.0,0.4,87912448.0
