timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1507385084025,37,6 /admin/,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Edit Blog 2-1,text,false,,2130,1,3,0,0
1507385084023,40,11 /accounts/login,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),View Blog 3-1,text,false,,2130,1,3,0,0
1507385084025,39,1 /admin/,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Add Blog 1-1,text,false,,2130,1,3,0,0
1507385084474,8,12 /accounts/login,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),View Blog 3-1,text,false,,2130,1,3,0,0
1507385084479,3,2 /accounts/login,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Add Blog 1-1,text,false,,2130,1,3,0,0
1507385084474,9,7 /accounts/login,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Edit Blog 2-1,text,false,,2130,1,3,0,0
1507385084773,1,8 /admin/post/,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Edit Blog 2-1,text,false,,2130,1,3,0,0
1507385084774,1,13 /new-blog-59.html,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),View Blog 3-1,text,false,,2130,1,3,0,0
1507385084778,1,3 /admin/post/,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Add Blog 1-1,text,false,,2130,1,3,0,0
1507385086816,2957,11 /accounts/login,200,OK,View Blog 3-3,text,true,,6560,5,8,2957,0
1507385085386,4387,11 /accounts/login,200,OK,View Blog 3-2,text,true,,6562,5,8,4387,0
1507385088262,2030,11 /accounts/login,200,OK,View Blog 3-4,text,true,,6562,5,8,2030,0
1507385085074,5218,9 /admin/post/edit/,200,OK,Edit Blog 2-1,text,true,,7031,2,8,3754,0
1507385089693,847,11 /accounts/login,200,OK,View Blog 3-5,text,true,,6560,5,8,847,0
1507385085080,5457,4 /admin/post/new/,200,OK,Add Blog 1-1,text,true,,7031,1,8,3748,0
1507385085075,5712,14 /,200,OK,View Blog 3-1,text,true,,12037,5,8,5712,0
1507385091133,685,11 /accounts/login,200,OK,View Blog 3-6,text,true,,6562,6,9,685,0
1507385090788,1129,11 /accounts/login,200,OK,View Blog 3-1,text,true,,6562,6,9,1129,0
1507385090386,1621,10 /admin/post/edit/?id=59caa274476a6763c2b100b9&url=%2Fadmin%2Fpost%2F,400,BAD REQUEST,Edit Blog 2-1,text,false,,245,2,9,1621,0
1507385090611,1406,5 /admin/post/new/?url=%2Fadmin%2Fpost%2F,400,BAD REQUEST,Add Blog 1-1,text,false,,245,1,9,1406,0
1507385088956,3137,6 /admin/,200,OK,Edit Blog 2-2,text,true,,7029,2,9,1340,0
1507385090324,2357,12 /accounts/login,200,OK,View Blog 3-4,text,true,,12839,7,10,1197,0
1507385090580,3006,12 /accounts/login,200,OK,View Blog 3-5,text,true,,12840,7,10,1621,0
1507385089811,4065,12 /accounts/login,200,OK,View Blog 3-3,text,true,,12842,7,10,1708,0
1507385092557,1325,11 /accounts/login,200,OK,View Blog 3-7,text,true,,6562,7,10,1325,0
1507385089822,4409,12 /accounts/login,200,OK,View Blog 3-2,text,true,,12840,7,10,1695,0
1507385092682,2072,13 /new-blog-33.html,200,OK,View Blog 3-4,text,true,,12847,7,10,2072,0
1507385092034,3034,12 /accounts/login,200,OK,View Blog 3-6,text,true,,12839,7,10,1953,0
1507385093876,1226,13 /new-blog-47.html,200,OK,View Blog 3-3,text,true,,12845,7,10,1226,0
1507385094231,1232,13 /new-blog-46.html,200,OK,View Blog 3-2,text,true,,12843,7,10,1232,0
1507385092008,3541,6 /admin/,200,OK,Edit Blog 2-1,text,true,,7031,2,10,676,0
1507385091929,3750,12 /accounts/login,200,OK,View Blog 3-1,text,true,,12842,7,10,2396,0
1507385092018,3646,1 /admin/,200,OK,Add Blog 1-1,text,true,,7031,1,10,669,0
1507385094755,1013,14 /,200,OK,View Blog 3-4,text,true,,12037,7,10,1013,0
1507385093587,2796,13 /new-blog-74.html,200,OK,View Blog 3-5,text,true,,12847,7,10,2796,0
1507385095102,1292,14 /,200,OK,View Blog 3-3,text,true,,12037,7,10,1292,0
1507385095769,728,11 /accounts/login,200,OK,View Blog 3-4,text,true,,6560,7,10,728,0
1507385092139,4396,7 /accounts/login,200,OK,Edit Blog 2-2,text,true,,15015,2,10,659,0
1507385096395,318,11 /accounts/login,200,OK,View Blog 3-3,text,true,,6562,7,10,318,0
1507385096383,579,14 /,200,OK,View Blog 3-5,text,true,,12037,7,10,579,0
1507385095463,1553,14 /,200,OK,View Blog 3-2,text,true,,12037,7,10,1553,0
1507385097017,70,11 /accounts/login,200,OK,View Blog 3-2,text,true,,6562,7,10,70,0
1507385093898,3306,12 /accounts/login,200,OK,View Blog 3-7,text,true,,12840,7,10,2597,0
1507385095069,2636,13 /new-blog-138.html,200,OK,View Blog 3-6,text,true,,12855,7,10,2636,0
1507385095711,1999,2 /accounts/login,200,OK,Add Blog 1-1,text,true,,15011,1,10,158,0
1507385097384,399,11 /accounts/login,200,OK,View Blog 3-5,text,true,,6560,7,10,399,0
1507385097705,478,14 /,200,OK,View Blog 3-6,text,true,,12037,7,10,478,0
1507385096769,1430,12 /accounts/login,200,OK,View Blog 3-4,text,true,,12840,7,10,297,0
1507385095680,2613,13 /new-blog-95.html,200,OK,View Blog 3-1,text,true,,12847,7,10,2613,0
1507385098199,322,13 /new-blog-91.html,200,OK,View Blog 3-4,text,true,,12847,7,10,322,0
1507385098293,549,14 /,200,OK,View Blog 3-1,text,true,,12037,7,10,549,0
1507385095595,3525,7 /accounts/login,200,OK,Edit Blog 2-1,text,true,,15011,2,10,237,0
1507385098384,1055,12 /accounts/login,200,OK,View Blog 3-5,text,true,,12839,7,10,609,0
1507385099199,1590,14 /,200,OK,View Blog 3-4,text,true,,12037,7,10,1590,0
1507385097205,4143,13 /new-blog-89.html,200,OK,View Blog 3-7,text,true,,12847,7,10,4143,0
1507385096536,4814,8 /admin/post/,200,OK,Edit Blog 2-2,text,true,,79075,2,10,3608,0
1507385099440,2265,13 /new-blog-85.html,200,OK,View Blog 3-5,text,true,,12843,7,10,2265,0
1507385097395,4493,12 /accounts/login,200,OK,View Blog 3-3,text,true,,12840,7,10,2853,0
1507385099121,2816,8 /admin/post/,200,OK,Edit Blog 2-1,text,true,,79073,2,10,1740,0
1507385099294,2637,11 /accounts/login,200,OK,View Blog 3-1,text,true,,6562,7,10,2637,0
1507385101349,917,14 /,200,OK,View Blog 3-7,text,true,,12037,7,10,917,0
1507385101706,910,14 /,200,OK,View Blog 3-5,text,true,,12037,7,10,910,0
1507385100792,2064,11 /accounts/login,200,OK,View Blog 3-4,text,true,,6562,7,10,2064,0
1507385101946,1209,12 /accounts/login,200,OK,View Blog 3-1,text,true,,12838,7,10,476,0
1507385101889,1580,13 /new-blog-40.html,200,OK,View Blog 3-3,text,true,,12843,7,10,1580,0
1507385098017,5504,12 /accounts/login,200,OK,View Blog 3-2,text,true,,12840,7,10,4711,0
1507385097711,5826,3 /admin/post/,200,OK,Add Blog 1-1,text,true,,79073,1,10,2377,0
1507385102706,826,11 /accounts/login,200,OK,View Blog 3-5,text,true,,6562,7,10,826,0
1507385103469,636,14 /,200,OK,View Blog 3-3,text,true,,12037,7,10,636,0
1507385098706,5461,11 /accounts/login,200,OK,View Blog 3-6,text,true,,6562,7,10,5461,0
1507385103522,809,13 /new-blog-109.html,200,OK,View Blog 3-2,text,true,,12857,7,10,809,0
1507385102349,2008,11 /accounts/login,200,OK,View Blog 3-7,text,true,,6562,7,10,2008,0
1507385102870,1797,12 /accounts/login,200,OK,View Blog 3-4,text,true,,12840,7,10,746,0
1507385103156,1681,13 /new-blog-50.html,200,OK,View Blog 3-1,text,true,,12845,7,10,1680,0
1507385104178,658,12 /accounts/login,200,OK,View Blog 3-6,text,true,,12839,7,10,99,0
1507385104469,416,11 /accounts/login,200,OK,View Blog 3-3,text,true,,6562,7,10,416,0
1507385101351,3585,9 /admin/post/edit/,200,OK,Edit Blog 2-2,text,true,,36610,2,10,2914,0
1507385103706,1387,12 /accounts/login,200,OK,View Blog 3-5,text,true,,12840,7,10,314,0
1507385103538,1556,4 /admin/post/new/,200,OK,Add Blog 1-1,text,true,,31478,1,10,322,0
1507385101938,3159,9 /admin/post/edit/,200,OK,Edit Blog 2-1,text,true,,36611,2,10,1037,0
1507385104836,384,14 /,200,OK,View Blog 3-1,text,true,,12037,7,10,384,0
1507385104373,1090,12 /accounts/login,200,OK,View Blog 3-7,text,true,,12840,7,10,562,0
1507385105464,488,13 /new-blog-95.html,200,OK,View Blog 3-7,text,true,,12847,7,10,488,0
1507385105179,1443,13 /new-blog-70.html,200,OK,View Blog 3-6,text,true,,12845,7,10,1443,0
1507385104521,2197,14 /,200,OK,View Blog 3-2,text,true,,12037,7,10,2197,0
1507385106463,341,14 /,200,OK,View Blog 3-7,text,true,,12037,7,10,341,0
1507385105836,1034,11 /accounts/login,200,OK,View Blog 3-1,text,true,,6562,7,10,1034,0
1507385106623,578,14 /,200,OK,View Blog 3-6,text,true,,12037,7,10,578,0
1507385106718,552,11 /accounts/login,200,OK,View Blog 3-2,text,true,,6556,7,10,552,0
1507385104667,2730,13 /new-blog-119.html,200,OK,View Blog 3-4,text,true,,12857,7,10,2730,0
1507385105132,2266,10 /admin/post/edit/?id=59caa796476a6763c6d2778a&url=%2Fadmin%2Fpost%2F,200,OK,Edit Blog 2-1,text,true,,80195,2,10,664,0
1507385105093,2722,13 /new-blog-140.html,200,OK,View Blog 3-5,text,true,,12855,7,10,2722,0
1507385107398,420,14 /,200,OK,View Blog 3-4,text,true,,12037,7,10,420,0
1507385106884,945,12 /accounts/login,200,OK,View Blog 3-1,text,true,,12839,7,10,562,0
1507385107464,462,11 /accounts/login,200,OK,View Blog 3-7,text,true,,6562,7,10,462,0
1507385107884,350,13 /new-blog-118.html,200,OK,View Blog 3-1,text,true,,12855,7,10,350,0
1507385107816,424,14 /,200,OK,View Blog 3-5,text,true,,12037,7,10,424,0
1507385107398,966,6 /admin/,200,OK,Edit Blog 2-1,text,true,,7031,2,10,6,0
1507385107622,866,11 /accounts/login,200,OK,View Blog 3-6,text,true,,6560,7,10,866,0
1507385108398,115,11 /accounts/login,200,OK,View Blog 3-4,text,true,,6562,7,10,115,0
1507385105469,3235,12 /accounts/login,200,OK,View Blog 3-3,text,true,,12840,7,10,261,0
1507385104971,3733,10 /admin/post/edit/?id=59caa78d476a6763c6d27784&url=%2Fadmin%2Fpost%2F,200,OK,Edit Blog 2-2,text,true,,80196,2,10,663,0
1507385107719,1150,12 /accounts/login,200,OK,View Blog 3-2,text,true,,12839,7,10,699,0
1507385108623,449,12 /accounts/login,200,OK,View Blog 3-6,text,true,,12843,7,10,174,0
1507385108464,663,12 /accounts/login,200,OK,View Blog 3-7,text,true,,12842,7,10,150,0
1507385108705,430,6 /admin/,200,OK,Edit Blog 2-2,text,true,,7029,2,10,97,0
1507385108705,573,13 /new-blog-100.html,200,OK,View Blog 3-3,text,true,,12857,7,10,573,0
1507385108870,546,13 /new-blog-136.html,200,OK,View Blog 3-2,text,true,,12857,7,10,546,0
1507385108815,595,11 /accounts/login,200,OK,View Blog 3-5,text,true,,6562,7,10,595,0
1507385108884,773,14 /,200,OK,View Blog 3-1,text,true,,12045,7,10,772,0
1507385108398,1386,7 /accounts/login,200,OK,Edit Blog 2-1,text,true,,15011,2,10,311,0
1507385109464,409,13 /new-blog-28.html,200,OK,View Blog 3-7,text,true,,12853,7,10,408,0
