time,CPU_percent,memory_rss,memory_vms,memory_share,memory_data
0,0.0,79523840,168214528,21458944,46637056
10,77.4,186986496,433504256,27095040,300298240
20,97.8,239083520,485163008,27066368,351956992
30,85.1,244924416,489844736,28098560,356638720
40,58.4,260931584,505581568,28164096,372375552
50,35.1,261185536,505581568,28164096,372375552
60,31.3,261185536,505581568,28164096,372375552
70,31.3,263380992,508051456,28131328,374845440
80,24.1,266964992,511315968,28131328,378109952
90,28.8,265637888,511315968,28131328,378109952
100,25.6,266444800,511315968,28131328,378109952
110,24.6,266444800,511315968,28131328,378109952
120,32.0,266711040,511315968,28131328,378109952
130,20.2,266981376,512364544,28131328,379158528
140,24.8,272928768,518672384,28131328,385466368
150,23.8,273739776,518672384,28131328,385466368
160,32.0,275390464,520388608,28131328,387182592
170,25.6,275390464,520388608,28131328,387182592
180,29.5,275931136,520388608,28131328,387182592
190,22.9,277008384,523689984,28131328,390483968
200,18.9,277278720,523689984,28131328,390483968
210,28.6,281874432,527880192,28131328,394674176
220,17.7,288632832,534749184,28131328,401543168
230,21.0,289230848,535003136,28131328,401797120
240,22.5,289230848,535003136,28131328,401797120
250,17.5,289501184,535003136,28131328,401797120
260,23.4,289501184,535003136,28131328,401797120
270,12.8,289267712,535003136,28131328,401797120
280,15.0,289804288,535003136,28131328,401797120
290,13.6,289804288,535003136,28131328,401797120
300,18.3,289804288,535003136,28131328,401797120
310,23.1,290074624,535003136,28131328,401797120
320,20.4,290074624,535003136,28131328,401797120
330,18.7,290074624,535003136,28131328,401797120
340,26.0,290074624,535003136,28131328,401797120
350,29.9,290299904,535003136,28131328,401797120
360,26.4,290299904,535003136,28131328,401797120
370,26.5,290570240,535003136,28131328,401797120
380,38.9,290836480,537100288,28131328,403894272
390,28.1,291078144,537100288,28123136,403894272
400,30.9,291078144,537100288,28123136,403894272
410,26.7,292159488,537919488,28123136,404713472
420,32.9,292425728,537919488,28123136,404713472
430,24.2,292696064,537919488,28123136,404713472
440,26.1,292696064,537919488,28123136,404713472
450,34.9,292958208,537919488,28123136,404713472
460,37.8,303235072,548454400,28123136,415248384
470,30.1,303898624,548454400,28123136,415248384
480,32.6,307953664,552534016,28123136,419328000
