time,CPU_percent,memory_rss,memory_vms,memory_share,memory_data
0,0.0,85651456,545406976,51388416,165310464
10,2.8,68280320,547508224,33415168,167411712
20,4.6,49799168,548560896,14327808,168464384
30,4.5,52994048,549609472,16097280,169512960
40,4.4,53911552,549609472,16769024,169512960
50,4.1,51826688,549609472,14405632,169512960
60,3.9,62803968,549609472,25333760,169512960
70,3.9,66969600,550658048,29114368,170561536
80,3.6,66174976,550658048,28094464,170561536
90,3.9,66510848,550658048,28327936,170561536
100,3.7,65990656,550658048,27664384,170561536
110,3.8,62578688,550658048,24240128,170561536
120,3.7,82898944,550658048,44343296,170561536
130,3.8,66748416,550658048,28086272,170561536
140,3.8,65806336,550658048,27193344,170561536
150,3.7,67284992,550658048,28610560,170561536
160,3.6,66695168,550658048,27897856,170561536
170,3.8,67551232,550658048,28778496,170561536
180,3.8,83685376,550658048,45006848,170561536
190,3.8,64958464,550658048,26333184,170561536
200,3.7,65949696,550658048,27250688,170561536
210,4.0,65835008,551706624,26976256,171610112
220,3.8,64217088,551706624,25169920,171610112
230,3.9,68689920,551706624,29601792,171610112
240,3.7,86736896,551706624,47591424,171610112
250,3.9,69648384,551706624,30334976,171610112
260,3.9,68640768,551706624,29409280,171610112
270,3.9,66256896,551706624,27013120,171610112
280,3.9,66678784,551706624,27381760,171610112
290,3.8,67215360,551706624,27910144,171610112
300,3.8,85663744,551706624,46383104,171610112
310,3.8,67342336,551706624,28119040,171610112
320,3.9,65216512,551706624,25845760,171610112
330,3.8,66887680,551706624,27258880,171610112
340,3.7,67796992,551706624,28143616,171610112
350,3.9,67661824,551706624,27951104,171610112
360,4.0,80642048,551706624,40857600,171610112
370,3.8,64081920,551706624,24219648,171610112
380,3.8,67117056,551706624,27172864,171610112
390,3.9,65552384,551706624,25698304,171610112
400,3.8,63279104,551706624,23519232,171610112
410,3.8,63565824,551706624,23748608,171610112
420,3.9,68530176,551706624,28618752,171610112
430,3.9,66129920,551706624,26284032,171610112
440,4.0,68067328,551706624,28262400,171610112
450,3.9,66174976,551706624,26443776,171610112
460,4.0,69193728,551706624,29306880,171610112
470,3.8,66818048,551706624,27086848,171610112
480,3.9,86048768,551706624,46096384,171610112
490,4.0,70864896,551706624,30896128,171610112
500,3.9,67186688,552755200,27213824,172658688
510,4.0,67043328,552755200,26984448,172658688
520,4.0,65941504,552755200,26017792,172658688
530,4.1,71061504,552755200,30908416,172658688
540,3.9,84688896,552755200,44535808,172658688
550,4.1,72134656,552755200,31735808,172658688
560,3.9,68771840,552755200,28401664,172658688
570,3.9,70483968,552755200,29945856,172658688
580,4.0,68784128,552755200,28106752,172658688
590,4.1,71036928,552755200,30228480,172658688
600,4.0,86269952,552755200,45572096,172658688
610,4.0,75251712,552755200,34336768,172658688
620,4.0,73834496,553803776,32858112,173707264
630,3.9,72728576,553803776,31629312,173707264
640,3.9,74592256,553803776,33308672,173707264
650,3.9,72904704,553803776,31838208,173707264
660,4.1,86351872,553803776,45031424,173707264
670,3.9,69836800,553803776,28495872,173707264
680,4.0,68608000,553803776,27185152,173707264
690,3.8,72028160,553803776,30552064,173707264
700,3.9,70262784,553803776,28631040,173707264
710,3.9,63975424,553803776,22458368,173707264
720,3.9,68501504,553803776,26976256,173707264
730,4.2,72183808,553803776,30629888,173707264
740,4.0,68739072,553803776,27189248,173707264
750,4.0,70885376,553803776,29167616,173707264
760,4.1,70868992,553803776,29159424,173707264
770,4.0,71376896,553803776,29712384,173707264
780,4.1,89432064,553803776,47837184,173707264
790,4.3,70995968,553803776,29249536,173707264
800,4.0,70684672,553803776,28966912,173707264
810,4.1,70422528,553803776,28721152,173707264
