time,CPU_percent,memory_rss,memory_vms,memory_share,memory_data
0,0.0,79503360,168214528,21438464,46637056
10,77.8,187691008,432939008,27131904,299732992
20,98.9,213037056,457822208,27070464,324616192
30,79.8,251027456,496193536,27041792,362987520
40,60.1,269893632,513490944,28024832,380284928
50,62.9,274046976,520470528,28024832,387264512
60,46.5,283193344,527147008,28012544,393940992
70,34.4,284745728,528220160,27979776,395014144
80,43.2,298991616,543870976,28049408,410664960
90,28.1,298725376,543870976,28053504,410664960
100,36.8,306892800,550645760,28053504,417439744
110,24.8,306610176,550645760,28053504,417439744
120,35.3,309309440,552611840,28057600,419405824
130,33.1,309579776,552763392,28057600,419557376
140,26.0,312008704,557199360,28057600,423993344
150,33.7,313896960,558731264,28057600,425525248
160,29.8,313159680,558731264,28057600,425525248
170,31.9,314232832,558731264,28057600,425525248
180,33.2,314773504,558731264,28061696,425525248
190,29.2,324775936,568913920,28061696,435707904
200,37.5,323883008,568913920,28061696,435707904
210,31.4,324694016,568913920,28061696,435707904
220,33.6,324964352,568913920,28061696,435707904
230,35.2,324964352,571011072,28061696,437805056
240,31.5,326041600,571011072,28057600,437805056
250,27.0,325066752,571011072,28057600,437805056
260,31.2,326144000,571011072,28057600,437805056
270,37.8,328306688,573341696,28057600,440135680
280,37.2,338386944,582713344,28057600,449507328
290,32.3,338386944,582713344,28057600,449507328
300,27.7,338657280,582713344,28057600,449507328
310,22.6,338927616,582713344,28057600,449507328
320,29.6,349200384,592846848,28057600,459640832
330,29.7,348315648,592846848,28057600,459640832
340,24.5,348315648,592846848,28057600,459640832
350,13.4,348852224,592846848,28057600,459640832
360,26.9,349122560,592846848,28057600,459640832
370,20.9,349392896,592846848,28057600,459640832
380,16.9,349392896,592846848,28057600,459640832
390,13.0,349392896,592846848,28057600,459640832
400,20.9,348917760,592846848,28024832,459640832
410,17.8,348917760,592846848,28024832,459640832
420,19.2,349560832,592846848,28024832,459640832
430,18.6,349634560,592846848,28024832,459640832
440,25.8,349671424,592846848,28024832,459640832
450,19.3,349712384,592846848,28024832,459640832
460,16.4,349741056,592846848,28024832,459640832
470,19.0,349978624,592846848,28024832,459640832
480,18.5,350003200,592846848,28024832,459640832
490,13.2,350052352,592846848,28024832,459640832
500,13.8,350068736,592846848,28024832,459640832
510,14.0,350089216,592846848,28024832,459640832
520,15.1,350130176,592846848,28024832,459640832
530,14.6,350171136,592846848,28024832,459640832
540,14.0,350224384,592846848,28024832,459640832
550,14.8,352669696,592846848,28024832,459640832
560,23.0,352739328,594944000,28024832,461737984
570,17.5,352841728,594944000,28024832,461737984
580,27.0,352841728,594944000,28024832,461737984
590,29.0,353091584,594944000,28024832,461737984
600,24.6,353361920,594944000,28024832,461737984
610,30.4,353361920,594944000,28024832,461737984
620,23.9,353628160,594944000,28024832,461737984
630,27.2,353890304,594944000,28024832,461737984
640,30.7,353972224,594944000,28024832,461737984
650,18.0,354242560,594944000,28024832,461737984
660,21.7,354279424,594944000,28024832,461737984
670,26.5,354279424,594944000,28024832,461737984
680,25.2,354549760,594944000,28024832,461737984
690,19.7,354549760,594944000,28024832,461737984
700,30.2,356171776,596516864,28024832,463310848
710,20.4,356335616,599138304,28024832,465932288
720,32.8,356335616,599138304,28024832,465932288
730,31.9,357142528,599138304,28024832,465932288
740,29.6,357142528,599138304,28024832,465932288
750,23.3,357412864,599138304,28024832,465932288
760,25.4,357953536,599662592,28024832,466456576
770,27.4,358223872,599662592,28024832,466456576
780,31.3,356831232,599662592,27983872,466456576
790,29.2,374669312,615833600,27983872,482627584
800,37.5,372649984,615833600,27983872,482627584
810,24.6,372649984,615833600,27983872,482627584
820,30.2,372916224,615833600,27983872,482627584
830,21.7,372916224,615833600,27983872,482627584
840,31.4,374267904,615833600,27983872,482627584
850,16.4,374267904,615833600,27983872,482627584
860,33.5,375574528,616222720,27983872,483016704
870,28.7,375238656,616222720,27983872,483016704
880,23.4,374730752,616222720,27983872,483016704
890,30.3,378241024,619233280,27983872,486027264
900,31.7,379359232,620584960,27983872,487378944
910,25.8,380166144,620584960,27983872,487378944
920,30.7,380166144,622682112,27983872,489476096
930,22.6,379924480,622682112,27983872,489476096
940,34.7,379924480,622682112,27983872,489476096
950,30.4,380461056,622682112,27983872,489476096
960,32.4,380731392,622682112,27983872,489476096
970,28.5,380731392,622682112,27983872,489476096
980,33.2,380731392,622682112,27983872,489476096
990,35.9,393592832,635932672,27983872,502726656
1000,31.0,391122944,635932672,27983872,502726656
1010,28.6,392196096,635932672,27983872,502726656
1020,29.7,392196096,635932672,27983872,502726656
1030,21.3,392196096,635932672,27983872,502726656
1040,35.8,392466432,635932672,27983872,502726656
1050,26.1,393695232,635932672,27983872,502726656
1060,28.5,393695232,635932672,27983872,502726656
1070,26.7,393695232,635932672,27983872,502726656
1080,30.6,392994816,635932672,27983872,502726656
1090,25.9,394072064,635932672,27983872,502726656
1100,24.1,394072064,635932672,27983872,502726656
1110,28.3,394072064,635932672,27983872,502726656
1120,24.9,394072064,635932672,27983872,502726656
1130,34.0,394342400,635932672,27983872,502726656
1140,27.0,394342400,635932672,27983872,502726656
1150,24.9,394342400,635932672,27983872,502726656
1160,31.5,394342400,635932672,27983872,502726656
1170,24.5,394342400,635932672,27983872,502726656
1180,32.1,394612736,635932672,27983872,502726656
1190,26.9,394874880,639078400,27983872,505872384
1200,31.3,394874880,639078400,27983872,505872384
1210,29.4,396206080,639078400,27971584,505872384
1220,27.5,402116608,645058560,27971584,511852544
1230,24.9,401117184,645058560,27971584,511852544
1241,30.7,401117184,645058560,27971584,511852544
