Time, W_CPU, W_MEM, D_CPU, D_MEM
0,0.0,642801664.0,0.0,85929984.0
1,99.6,797605888.0,0.4,45010944.0
2,54.1,817008640.0,0.2,45010944.0
3,75.6,838164480.0,0.2,45010944.0
4,62.6,855461888.0,0.3,45010944.0
5,66.8,864321536.0,0.1,45010944.0
6,61.7,874954752.0,0.2,45010944.0
7,61.4,920088576.0,0.2,70328320.0
8,57.3,926199808.0,0.2,71729152.0
9,53.6,927014912.0,0.1,59904000.0
10,60.6,944783360.0,0.3,58351616.0
11,58.8,953393152.0,0.2,58351616.0
12,53.2,944431104.0,0.2,45010944.0
13,65.5,979156992.0,0.3,58810368.0
14,43.5,1003888640.0,0.2,59019264.0
15,54.8,1005957120.0,0.1,45010944.0
16,49.3,1012731904.0,0.3,58839040.0
17,52.9,1010860032.0,0.2,45010944.0
18,39.1,1009037312.0,0.2,45010944.0
19,56.1,1018171392.0,0.1,45010944.0
20,47.1,1019056128.0,0.2,62033920.0
21,39.6,1024106496.0,0.3,47841280.0
22,45.5,1019236352.0,0.2,61231104.0
23,49.9,1018937344.0,0.2,47841280.0
24,41.1,1035599872.0,0.2,47841280.0
25,49.3,1049743360.0,0.3,47841280.0
26,43.2,1051316224.0,0.2,61870080.0
27,45.9,1061367808.0,0.3,62189568.0
28,45.9,1069772800.0,0.2,47841280.0
29,40.5,1082118144.0,0.2,47841280.0
30,36.1,1063522304.0,0.2,47841280.0
31,54.1,1085272064.0,0.1,47841280.0
32,33.6,1085722624.0,0.3,47841280.0
33,41.4,1086201856.0,0.2,47841280.0
34,41.5,1088778240.0,0.1,47841280.0
35,47.0,1091497984.0,0.2,47845376.0
36,36.1,1091837952.0,0.2,47845376.0
37,46.9,1088532480.0,0.2,47845376.0
38,38.2,1099423744.0,0.2,47845376.0
39,33.4,1107443712.0,0.2,47845376.0
40,43.2,1104089088.0,0.2,47845376.0
41,37.8,1092034560.0,0.2,47845376.0
42,34.2,1105551360.0,0.2,47845376.0
43,43.5,1121677312.0,0.3,47845376.0
44,35.3,1122017280.0,0.3,47845376.0
45,34.9,1123041280.0,0.1,47845376.0
46,35.6,1123393536.0,0.2,47845376.0
47,39.6,1131388928.0,0.1,47845376.0
48,32.4,1122447360.0,0.4,47845376.0
49,46.1,1131876352.0,0.1,47845376.0
50,28.3,1146228736.0,0.3,47845376.0
51,38.4,1149444096.0,0.3,47845376.0
52,38.3,1140436992.0,0.2,47845376.0
53,38.5,1147424768.0,0.1,47845376.0
54,29.0,1147559936.0,0.3,47845376.0
55,41.9,1152757760.0,0.3,47845376.0
56,36.5,1145769984.0,0.1,47845376.0
57,30.3,1150984192.0,0.3,47845376.0
58,38.0,1157550080.0,0.2,84770816.0
59,35.8,1160998912.0,0.2,89206784.0
60,35.0,1167040512.0,0.2,47845376.0
61,36.8,1167904768.0,0.2,47845376.0
62,33.3,1168138240.0,0.2,47845376.0
63,33.6,1168408576.0,0.1,47845376.0
64,36.3,1173639168.0,0.2,47845376.0
65,35.3,1173745664.0,0.1,60182528.0
66,30.8,1174003712.0,0.3,73961472.0
67,42.7,1185484800.0,0.2,74080256.0
68,29.6,1185595392.0,0.2,74518528.0
69,34.3,1185669120.0,0.2,61706240.0
70,33.8,1174466560.0,0.3,47845376.0
71,36.2,1166651392.0,0.2,47845376.0
72,30.2,1166712832.0,0.3,47845376.0
73,39.0,1172615168.0,0.1,60219392.0
74,31.5,1182699520.0,0.1,47845376.0
75,29.8,1179529216.0,0.3,62140416.0
76,34.6,1179840512.0,0.2,47845376.0
77,32.7,1180266496.0,0.3,47845376.0
78,28.8,1181224960.0,0.1,64364544.0
79,36.6,1179746304.0,0.3,49983488.0
80,32.2,1182371840.0,0.5,49983488.0
81,30.9,1191419904.0,0.1,64319488.0
82,30.9,1195323392.0,0.1,49983488.0
83,31.2,1208311808.0,0.3,49983488.0
84,31.2,1208832000.0,0.2,49983488.0
85,36.2,1209262080.0,0.2,49983488.0
86,25.3,1213931520.0,0.3,49983488.0
87,35.7,1216438272.0,0.2,49983488.0
88,29.7,1223966720.0,0.1,49983488.0
89,33.1,1231577088.0,0.3,49983488.0
90,27.6,1225703424.0,0.2,49983488.0
91,34.7,1226190848.0,0.1,49983488.0
92,33.6,1226674176.0,0.3,49983488.0
93,29.9,1226952704.0,0.3,49983488.0
94,29.7,1227317248.0,0.1,49983488.0
95,30.5,1226477568.0,0.2,49983488.0
96,30.9,1228419072.0,0.1,49983488.0
97,30.2,1217773568.0,0.3,49983488.0
98,28.8,1223225344.0,0.2,49983488.0
99,30.6,1235288064.0,0.3,49983488.0
100,32.5,1237204992.0,0.2,49983488.0
101,32.1,1225498624.0,0.2,49987584.0
102,27.8,1208569856.0,0.2,49987584.0
103,35.1,1222078464.0,0.3,62357504.0
104,26.7,1211469824.0,0.1,76496896.0
105,32.4,1214914560.0,0.4,76296192.0
106,27.7,1214967808.0,0.1,79691776.0
107,34.3,1223147520.0,0.3,77004800.0
108,29.1,1228951552.0,0.2,62455808.0
109,33.0,1229094912.0,0.2,49987584.0
110,32.2,1227161600.0,0.3,79884288.0
111,27.3,1232687104.0,0.3,64835584.0
112,31.3,1233043456.0,0.2,49987584.0
113,28.5,1236742144.0,0.2,49987584.0
114,29.1,1236783104.0,0.2,64684032.0
115,30.2,1237553152.0,0.1,49987584.0
116,32.9,1236844544.0,0.3,49987584.0
117,31.2,1250996224.0,0.2,64634880.0
