"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,0,0,0,0,0,0,0,0,0,0
"2",0,1,0,0,0,0,0,0,0,0,0
"3",0,0,1,0,0,0,0,0,0,0,0
"4",0,0,0,1,0,0,0,0,0,0,0
"5",0,0,0,0,1,0,0,0,0,0,0
"6",0,0,0,0,0,1,0,0,0,0,0
"7",0,0,0,0,0,0,1,0,0,0,0
"8",0,0,0,0,0,0,0,1,0,0,0
"9",0,0,0,0,0,0,0,0,1,0,0
"10",0,0,0,0,0,0,0,0,0,1,2.14126602687595e-19
"11",0,0,0,0,0,0,0,0,0,2.14126602687595e-19,1
"12",0,0,0,0,0,0,0,0,0,0,0
"13",8.36976567551448e-18,1,1,1,1,-1,-0.808739654938369,1,1,-0.998807216341136,-1
"14",-1,5.70715932535381e-18,0.807681488081978,-0.434857473824905,-0.992421385609267,-1,-0.999701804085284,-0.994701147917496,-0.989050457748433,-0.999701359016755,-1
"15",-1,-0.807681488081978,-5.00313992660524e-18,-0.936097371352194,-1,-1,-0.999701804085284,-0.999106078426577,-0.997918215613383,-0.999701804085284,-1
"16",-1,0.434857473824905,0.936097371352194,9.99377107292194e-18,-0.999679616841167,-1,-0.999701804085284,-0.999104210809501,-0.997265560672474,-0.999701804085284,-1
"17",-1,0.992421385609267,1,0.999679616841167,-6.67004412937478e-18,-1,-0.999701804085284,-0.987307407547396,0.925806979970038,-0.999701759578431,-1
"18",1,1,1,1,1,9.11037101756517e-18,1,1,1,1,0.999999955479875
"19",0.808739654938369,0.999701804085284,0.999701804085284,0.999701804085284,0.999701804085284,-1,-8.95542588551904e-18,0.999701048934003,0.999701892768084,-0.998807438643145,-1
"20",-1,0.994701147917496,0.999106078426577,0.999104210809501,0.987307407547396,-1,-0.999701048934003,-7.26830530730384e-18,0.997326476896351,-0.999693297528206,-1
"21",-1,0.989050457748433,0.997918215613383,0.997265560672474,-0.925806979970038,-1,-0.999701892768084,-0.997326476896351,8.68425787704151e-18,-0.999701582378284,-1
"22",0.998807216341136,0.999701359016755,0.999701804085284,0.999701804085284,0.999701759578431,-1,0.998807438643145,0.999693297528205,0.999701582378284,-9.22029322704543e-18,0.0898101035815839
"23",1,1,1,1,1,-0.999999955479875,1,1,1,-0.0898101035815839,8.36903439380674e-18
