obj_1,obj_2,obj_3,obj_4,obj_5
1730.66666667,1705.55882353,1358.3375,194.668333333,155.356666667
1316.4,1104.14705882,1077.9125,102.568333333,89.555
1286.16666667,1073.79411765,1068.9125,104.618333333,94.8116666667
1237.86666667,1090.88235294,920.9625,111.068333333,95.0366666667

0.0,0.0,0.0,0.0,0.0
0.23936825886,0.352618600079,0.206447219487,0.473112387736,0.423552256099
0.256837442219,0.370415078722,0.213072966034,0.462581655979,0.389716137061
0.284745762712,0.36039593716,0.321992877322,0.42944837801,0.38826785676
