time,CPU_percent,memory_rss,memory_vms,memory_share,memory_data
0,0.0,82669568,180363264,20807680,58785792
10,81.9,205467648,451338240,26845184,318132224
20,98.0,210722816,455532544,26836992,322326528
30,75.9,230932480,474730496,27795456,341524480
40,91.2,272207872,515805184,27852800,382599168
50,86.4,293523456,536834048,27852800,403628032
60,44.8,305324032,549879808,27852800,416673792
70,27.0,306946048,551157760,27852800,417951744
80,31.4,312049664,554831872,27852800,421625856
90,28.4,322146304,566378496,27852800,433172480
100,23.9,322469888,566378496,27852800,433172480
110,28.6,330055680,573640704,27852800,440434688
120,33.7,330203136,573640704,27852800,440434688
130,35.3,331341824,573640704,27848704,440434688
140,27.7,332709888,574119936,27848704,440913920
150,29.8,335134720,576999424,27848704,443793408
160,29.0,335466496,576999424,27848704,443793408
170,26.2,335728640,576999424,27848704,443793408
180,23.2,337707008,582914048,27848704,449708032
190,31.4,336879616,582914048,27852800,449708032
200,33.2,337661952,582914048,27852800,449708032
210,23.8,341393408,582914048,27852800,449708032
220,31.2,341663744,582914048,27852800,449708032
230,23.3,341663744,582914048,27852800,449708032
240,28.5,341663744,582914048,27852800,449708032
250,29.5,341913600,582914048,27852800,449708032
260,24.1,341913600,582914048,27852800,449708032
270,28.9,344616960,584290304,27852800,451084288
280,23.9,344719360,585433088,27852800,452227072
290,24.2,348499968,588218368,27852800,455012352
300,24.7,348499968,588218368,27852800,455012352
310,23.5,348499968,588218368,27852800,455012352
320,30.6,348770304,588218368,27852800,455012352
330,19.7,353636352,592953344,27852800,459747328
340,13.1,354447360,593674240,27852800,460468224
350,28.2,359043072,598421504,27852800,465215488
360,30.2,362016768,601219072,27852800,468013056
370,21.7,368005120,606904320,27852800,473698304
380,27.7,367996928,609955840,27852800,476749824
390,21.4,367071232,609955840,27852800,476749824
400,15.9,367071232,609955840,27852800,476749824
410,20.1,367071232,609955840,27852800,476749824
420,19.0,369225728,609955840,27852800,476749824
430,19.2,369225728,609955840,27852800,476749824
440,24.0,368394240,609955840,27852800,476749824
450,13.7,368394240,609955840,27852800,476749824
460,17.5,369475584,609955840,27852800,476749824
470,19.9,369475584,609955840,27852800,476749824
480,25.3,369745920,609955840,27852800,476749824
490,23.1,382722048,622927872,27852800,489721856
500,24.3,384770048,625315840,27852800,492109824
510,18.4,384770048,625315840,27852800,492109824
520,12.9,383832064,625315840,27852800,492109824
530,17.5,384909312,625315840,27852800,492109824
540,23.8,384454656,625315840,27852800,492109824
550,21.1,384454656,625315840,27852800,492109824
560,18.3,384454656,625315840,27852800,492109824
570,14.4,384454656,625315840,27852800,492109824
580,18.9,384991232,625315840,27852800,492109824
590,16.7,384991232,625315840,27852800,492109824
600,26.0,384991232,625315840,27852800,492109824
610,21.2,385261568,625315840,27852800,492109824
620,24.0,385261568,625315840,27852800,492109824
630,19.0,385531904,625315840,27852800,492109824
640,23.1,385531904,625315840,27852800,492109824
650,23.2,385531904,625315840,27852800,492109824
660,20.3,385531904,625315840,27852800,492109824
670,23.3,385802240,625315840,27852800,492109824
680,19.4,385875968,625315840,27852800,492109824
690,27.1,385875968,627412992,27852800,494206976
700,19.7,385875968,627412992,27852800,494206976
710,23.0,385875968,627412992,27852800,494206976
720,16.6,385875968,627412992,27852800,494206976
730,24.9,385875968,627412992,27852800,494206976
740,17.2,386146304,627412992,27852800,494206976
750,18.3,386146304,627412992,27852800,494206976
760,21.2,386416640,627589120,27852800,494383104
770,25.8,386670592,627589120,27852800,494383104
780,12.5,386670592,627589120,27852800,494383104
790,26.9,386670592,627589120,27852800,494383104
800,12.7,386670592,627589120,27852800,494383104
810,18.7,386936832,627736576,27852800,494530560
820,14.4,387207168,628297728,27852800,495091712
830,20.0,387477504,628297728,27852800,495091712
840,18.2,387477504,628297728,27852800,495091712
850,18.3,387477504,628297728,27852800,495091712
860,17.3,387477504,628297728,27852800,495091712
870,18.8,387477504,628297728,27852800,495091712
880,24.2,387477504,628297728,27852800,495091712
890,16.5,387477504,628297728,27852800,495091712
900,27.2,387477504,628297728,27852800,495091712
910,23.2,387477504,628297728,27852800,495091712
920,19.0,387477504,628297728,27852800,495091712
930,22.5,387760128,628297728,27852800,495091712
940,25.4,387760128,628297728,27852800,495091712
950,21.4,387760128,628297728,27852800,495091712
960,17.4,387760128,628297728,27852800,495091712
970,18.3,387760128,628297728,27852800,495091712
980,17.4,387760128,628297728,27852800,495091712
990,27.1,387760128,628297728,27852800,495091712
1000,21.3,387760128,628297728,27852800,495091712
1010,18.5,388030464,628297728,27852800,495091712
1020,17.8,388030464,628297728,27852800,495091712
1030,28.8,388030464,628297728,27852800,495091712
1040,20.9,388030464,628297728,27852800,495091712
