obj_1,obj_2,obj_3
530.895833333,537.522916667,412.944761905
345.320833333,428.15625,374.130952381
410.295833333,432.147916667,357.398095238
459.566666667,400.747916667,392.368571429

0.0,0.0,0.0
0.349550680846,0.203464193387,0.0939927397184
0.227163206844,0.196038153412,0.134513551911
0.134356237492,0.254454267454,0.0498279488551
