Wed Feb 28 11:14:10 2018    ../cProfile_results/110100011011101101/cProfile.log

         358334954 function calls (346792878 primitive calls) in 914.792 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1082465    6.794    0.000    8.991    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:391(create_token)
    14499    6.542    0.000   16.556    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:423(tokenize)
   270917    6.140    0.000    8.064    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:258(clone)
   308268    5.999    0.000    8.938    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:1546(_setup_prefix)
    61999    5.985    0.000    9.585    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:475(get_default_columns)
  1393064    5.943    0.000   12.872    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:210(wrapper)
125686/15785    5.317    0.000   32.956    0.002 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:466(parse)
85532/4834    5.215    0.000  209.811    0.043 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:990(render)
  2970000    4.542    0.000   12.447    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/hashlib.py:191(prf)
   566422    4.396    0.000    9.140    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:801(__init__)
   417089    4.062    0.000    8.929    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1261(names_to_path)
   497508    4.017    0.000   13.903    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:664(__init__)
  5956391    3.929    0.000    3.929    0.000 {method 'digest' of 'HASH' objects}
   218322    3.913    0.000    6.959    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1419(trim_joins)
   858239    3.896    0.000    5.774    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:514(__new__)
   219863    3.738    0.000   10.484    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1374(setup_joins)
    65103    3.211    0.000    5.083    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:912(_combine_cmd_params)
   673601    3.166    0.000    3.337    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:342(get_col)
   197226    3.095    0.000   40.044    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1101(build_filter)
   258453    3.010    0.000    6.721    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:457(__init__)
422791/76279    2.976    0.000    7.001    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py:236(__encode)
  5944685    2.956    0.000    2.956    0.000 {method 'copy' of 'HASH' objects}
   111585    2.793    0.000    5.130    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/extras.py:673(parse)
       99    2.708    0.027   15.511    0.157 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/hashlib.py:165(pbkdf2_hmac)
  3194715    2.620    0.000    3.517    0.000 {method 'decode' of 'str' objects}
1014033/5729    2.348    0.000    5.155    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py:117(decode)
   179455    2.308    0.000    2.453    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:127(__init__)
13528729/13177814    2.276    0.000   29.985    0.000 {len}
  6034016    2.224    0.000    2.224    0.000 {issubclass}
    33479    2.128    0.000  128.868    0.004 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1557(prefetch_one_level)
   182640    2.009    0.000    2.969    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_lookups.py:23(get_normalized_value)
   215050    1.916    0.000   31.734    0.000 /home/seasun/jit_test/application/saleor/saleor/discount/models.py:289(modifier_for_product)
   237627    1.911    0.000    3.064    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/encoding.py:112(force_bytes)
   785505    1.811    0.000    3.369    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py:46(escape)
62523/62223    1.785    0.000   33.007    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:358(as_sql)
196241/193669    1.732    0.000   45.646    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1232(_add_q)
  2702603    1.728    0.000    2.142    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:630(_get_pk_val)
643547/10127    1.722    0.000    4.373    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:145(deepcopy)
  2330757    1.685    0.000    1.685    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/options.py:596(get_field)
2952263/2791981    1.637    0.000    2.931    0.000 {setattr}
  1071517    1.625    0.000   14.995    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/typecasts.py:33(cast)
    65102    1.600    0.000   46.751    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/debug/sql/tracking.py:100(_record)
  2604512    1.578    0.000    1.578    0.000 {method 'group' of 'SRE_Match' objects}
   268079    1.530    0.000    9.924    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1071(_clone)
   310380    1.527    0.000  112.067    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:48(__iter__)
   444422    1.486    0.000    1.959    0.000 {method 'sub' of 'SRE_Pattern' objects}
  800/100    1.475    0.002    6.594    0.066 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py:33(visit)
224073/222688    1.456    0.000   45.643    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:872(_resolve_lookup)
  1923146    1.452    0.000    2.436    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:593(foreign_related_fields)
812104/632534    1.436    0.000   12.606    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:348(compile)
  1134583    1.425    0.000    1.618    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/text.py:349(smart_split)
   503195    1.416    0.000    1.416    0.000 {reversed}
  2626922    1.354    0.000    1.572    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py:82(split)
  1231051    1.321    0.000    1.891    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:331(quote_name_unless_alias)
379330/355786    1.270    0.000    4.172    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:66(copy)
  2603152    1.259    0.000    1.424    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:2220(_is_unpacked_egg)
   308268    1.254    0.000   11.799    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:423(get_provider)
34583/10782    1.221    0.000    4.126    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py:285(__encode_dict)
  1762152    1.163    0.000   18.357    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:14(_curried)
   826896    1.146    0.000    1.146    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/options.py:649(get_ancestor_link)
   193478    1.127    0.000   56.095    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:805(_filter_or_exclude)
   554918    1.122    0.000    2.802    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py:657(as_sql)
    21600    1.115    0.000    3.375    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py:196(leave)
   193669    1.071    0.000   47.537    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1214(add_q)
852786/20420    1.054    0.000  209.516    0.010 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:953(render_annotated)
   308268    1.033    0.000    1.033    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:1576(_get)
   292180    1.033    0.000    3.044    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:356(split_contents)
   109842    1.023    0.000    1.091    0.000 {_io.open}
   968630    1.023    0.000    1.218    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:533(extend_nodelist)
  5958938    1.014    0.000    1.014    0.000 {method 'update' of 'HASH' objects}
   240296    0.966    0.000    7.010    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py:98(format_html)
    47014    0.958    0.000    1.508    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:139(__init__)
   197226    0.937    0.000    6.529    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1010(solve_lookup_type)
    69502    0.935    0.000    1.765    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene/types/objecttype.py:68(__init__)
   934136    0.934    0.000    0.934    0.000 <builtin>/2.7/_weakrefset.py:70(__contains__)
     6262    0.933    0.000  131.653    0.021 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1387(prefetch_related_objects)
  1393446    0.924    0.000    0.971    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/six.py:595(itervalues)
   114331    0.915    0.000    1.228    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/typecasts.py:236(_parse_time_to_args)
    21600    0.897    0.000    1.785    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py:183(enter)
   123154    0.876    0.000    1.483    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/formats.py:187(localize)
534049/533851    0.865    0.000    3.013    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/dispatch/dispatcher.py:168(send)
   254751    0.856    0.000   16.241    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:866(_build_row)
    65102    0.847    0.000   38.799    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/utils.py:76(execute)
563998/562613    0.819    0.000   47.349    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:848(resolve)
292179/80206    0.811    0.000    4.811    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py:77(_decode_pointer)
   633976    0.771    0.000    0.771    0.000 {method 'match' of 'SRE_Pattern' objects}
  1256187    0.767    0.000    0.896    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/gettext.py:474(ugettext)
65564/63875    0.766    0.000    7.387    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/where.py:63(as_sql)
   103627    0.762    0.000    1.040    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py:150(get_lookup)
427500/406700    0.760    0.000    2.135    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py:170(leave)
   871854    0.758    0.000   29.813    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:463(__get__)
   432600    0.757    0.000    0.920    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/visitor.py:165(enter)
95160/68294    0.752    0.000    5.248    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:306(_reconstruct)
   123480    0.746    0.000    1.956    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py:1406(__new__)
   154030    0.742    0.000    2.334    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:1422(_get_path_info)
  1049451    0.735    0.000    0.735    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/tree.py:21(__init__)
   864740    0.726    0.000    1.148    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:1458(_get_m2m_attr)
  1101870    0.722    0.000    0.844    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py:147(acquire)
  1649696    0.718    0.000    0.792    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/safestring.py:120(mark_safe)
    74392    0.716    0.000    3.849    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py:144(process_lhs)
  1162822    0.714    0.000    0.714    0.000 {method 'encode' of 'unicode' objects}
   602372    0.712    0.000    0.757    0.000 {method 'join' of 'str' objects}
    56347    0.711    0.000   16.193    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:529(_apply_rel_filters)
    67903    0.710    0.000    0.710    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:112(__del__)
    62523    0.705    0.000    3.969    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:229(get_order_by)
   389910    0.701    0.000    1.316    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:749(demote_joins)
   114331    0.696    0.000    3.899    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/typecasts.py:272(parse_datetime)
   849266    0.692    0.000    0.692    0.000 {method 'normalize' of 'unicodedata.UCD' objects}
   456466    0.684    0.000    2.237    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py:667(get_db_converters)
   224614    0.680    0.000    2.053    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:1638(_fix)
  1178714    0.678    0.000    0.678    0.000 {_codecs.utf_8_decode}
    34122    0.675    0.000    2.709    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/resolvers.py:337(_reverse_with_prefix)
   474000    0.674    0.000    1.766    0.000 <builtin>/2.7/abc.py:128(__instancecheck__)
   197226    0.674    0.000    1.181    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:975(prepare_lookup_value)
   179300    0.673    0.000    1.372    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py:111(_fulfill)
   113909    0.666    0.000   18.288    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:1231(cursor_iter)
   772933    0.639    0.000    0.639    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:250(get_meta)
   594840    0.637    0.000    0.745    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/tree.py:83(add)
  1014033    0.636    0.000    0.637    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py:154(_size_from_ctrl_byte)
  3027562    0.636    0.000    0.755    0.000 {method 'extend' of 'list' objects}
   845090    0.635    0.000    0.718    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py:29(__init__)
111500/100    0.630    0.000   25.494    0.255 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/executor.py:222(complete_value)
   155241    0.609    0.000    1.624    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py:31(__new__)
    68914    0.604    0.000    5.650    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/templatetags/i18n.py:327(do_translate)
  1645977    0.603    0.000    0.603    0.000 {method 'append' of 'StringBuilder' objects}
  1163185    0.599    0.000    0.897    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/encodings/utf_8.py:15(decode)
   110222    0.596    0.000    1.450    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/_os.py:54(safe_join)
   417723    0.592    0.000    1.402    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:890(join)
    53506    0.590    0.000    1.173    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/loader.py:23(_load_assets)
   469820    0.590    0.000    0.590    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:899(_get_cast)
    34122    0.587    0.000    4.617    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/base.py:30(reverse)
    61453    0.579    0.000    3.101    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:764(get_converters)
    65104    0.578    0.000   12.768    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:722(_pq_fetch)
   396230    0.573    0.000    1.149    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/collections.py:597(update)
   141338    0.573    0.000    0.573    0.000 {method 'search' of 'SRE_Pattern' objects}
   864740    0.571    0.000    0.926    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:1476(_get_m2m_reverse_attr)
  3584416    0.570    0.000    1.876    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:579(related_fields)
    62523    0.564    0.000   15.291    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:165(get_select)
   585124    0.563    0.000    1.590    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:661(get_path_info)
436729/216380    0.560    0.000    1.648    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:32(__get__)
    69088    0.560    0.000    0.779    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/validators.py:35(validate_ppoi)
629706/127898    0.554    0.000    1.301    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:970(get_nodes_by_type)
1036942/1028830    0.554    0.000    9.850    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:115(__text_cast)
   558245    0.552    0.000    0.672    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/text.py:395(unescape_string_literal)
    75404    0.551    0.000    4.191    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/library.py:248(parse_bits)
2792826/36679    0.546    0.000    0.007    0.000 {method 'pop' of 'list' objects}
   455279    0.544    0.000    0.544    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:932(join_parent_model)
   853558    0.544    0.000    0.573    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py:23(__new__)
  1085796    0.543    0.000    0.696    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py:215(__exit__)
1079369/997985    0.536    0.000  178.977    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1085(_fetch_all)
    66342    0.533    0.000    2.499    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_lookups.py:88(get_prep_lookup)
   297192    0.527    0.000    0.600    0.000 {method 'format' of 'unicode' objects}
    92803    0.511    0.000   30.092    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/library.py:201(render)
   497508    0.504    0.000   14.407    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:599(compile_filter)
   842603    0.499    0.000    0.499    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:407(related_query_name)
179200/700    0.496    0.000   25.502    0.036 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py:211(add_callback)
    74392    0.492    0.000    0.492    0.000 {method '__init__' of 'DictWrapper' objects}
   109376    0.492    0.000    1.908    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:1056(token_kwargs)
   185749    0.490    0.000    0.757    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/decoder.py:73(py_scanstring)
9633/6674    0.486    0.000  101.314    0.015 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py:152(render)
   538229    0.480    0.000    0.480    0.000 {method 'span' of 'SRE_Match' objects}
1570572/1549264    0.479    0.000    0.497    0.000 {iter}
    90811    0.479    0.000    0.820    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/urlparse.py:167(urlsplit)
  1250330    0.476    0.000    0.476    0.000 {method 'copy' of 'dict' objects}
449374/447489    0.473    0.000   47.997    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:708(resolve)
    65104    0.464    0.000   36.986    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:201(execute)
   692025    0.461    0.000    2.033    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py:153(all)
    44965    0.458    0.000    1.671    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/urlparse.py:251(urljoin)
    62523    0.448    0.000   15.874    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:34(setup_query)
  1062783    0.448    0.000    0.448    0.000 {method 'split' of 'str' objects}
   826896    0.443    0.000   15.943    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:600(get_foreign_related_value)
   252351    0.433    0.000    6.584    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:559(from_db)
  1186002    0.432    0.000    0.545    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:586(next_token)
754068/743680    0.432    0.000   52.446    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:241(__iter__)
   446113    0.429    0.000    2.854    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:164(__init__)
