Fri Feb 23 13:41:34 2018    ../cProfile_results/011011011011011011/cProfile.log

         728917779 function calls (707510189 primitive calls) in 4776.138 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
39932/35912 1826.204    0.046 2207.821    0.061 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py:1037(run)
57170/57166  786.632    0.014  785.381    0.014 {method 'poll' of 'select.epoll' objects}
   138564  648.359    0.005  676.509    0.005 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:677(_pq_execute)
  2141781   50.768    0.000  166.355    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:748(__init__)
     6298   37.352    0.006   37.431    0.006 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/connection.py:648(_execute_command)
35714361/34121760   32.064    0.000   72.353    0.000 {getattr}
   138559   30.328    0.000   37.050    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:912(_combine_cmd_params)
 39377476   29.473    0.000   29.617    0.000 {hasattr}
63027228/63027225   28.013    0.000   38.772    0.000 {isinstance}
  2272775   23.196    0.000   43.762    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py:303(do_translate)
8024001/7496327   21.956    0.000  104.326    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/encoding.py:58(force_text)
      198   21.805    0.110   72.040    0.364 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/hashlib.py:165(pbkdf2_hmac)
  2580617   17.723    0.000   54.236    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:210(wrapper)
  5940000   16.741    0.000   47.671    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/hashlib.py:191(prf)
  5030600   16.402    0.000   29.687    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:593(foreign_related_fields)
