"","V1","V2","V3"
"1",1,1,1
"2",6.01959237757191e-52,1.92674206915206e-37,5.09707517689322e-68
"3",1.33731040895325e-21,6.04999124881512e-36,3.22016048625761e-108
"4",5.01040370267102e-09,4.165710417209e-53,5.33094112058287e-34
"5",0,0,0
"6",2.7976933559178e-18,-2.29263584390164e-19,2.74483850000914e-18
"7",0.800104166666667,0.476809895833333,0.310548526077097
"8",0.503697916666667,0.466714409722222,0.393792517006803
"9",0.308489583333333,0.571966145833333,0.216612471655329
