Time, W_CPU, W_MEM, D_CPU, D_MEM
0,0.0,712196096.0,0.0,79708160.0
1,267.9,933027840.0,0.1,82780160.0
2,281.8,1070145536.0,0.2,70656000.0
3,247.5,1199783936.0,0.2,84566016.0
4,270.4,1353490432.0,0.3,83197952.0
5,287.0,1495535616.0,0.2,85360640.0
6,158.7,1582551040.0,0.2,85827584.0
7,291.5,1712353280.0,0.3,85061632.0
8,259.8,1864626176.0,0.4,71700480.0
9,192.5,1968205824.0,0.3,45805568.0
10,216.2,2096578560.0,0.4,72585216.0
11,166.8,2178465792.0,0.5,87638016.0
12,164.7,2322653184.0,0.4,45805568.0
13,120.9,2342490112.0,0.4,45805568.0
14,110.7,2434449408.0,0.4,72810496.0
15,180.3,2499960832.0,0.5,69922816.0
16,143.9,2539548672.0,0.4,81989632.0
17,119.6,2562863104.0,0.4,45805568.0
18,114.7,2639175680.0,0.3,45805568.0
19,96.9,2658533376.0,0.5,45805568.0
20,88.7,2732474368.0,0.5,45805568.0
21,105.2,2771349504.0,0.4,45805568.0
22,74.8,2775674880.0,0.5,57864192.0
23,75.7,2833633280.0,0.5,57835520.0
24,85.4,2839941120.0,0.3,59432960.0
25,78.5,2868908032.0,0.5,60039168.0
26,82.6,2907717632.0,0.4,57856000.0
27,72.3,2933239808.0,0.3,45809664.0
28,72.8,2971811840.0,0.4,60280832.0
29,67.6,3034025984.0,0.6,57876480.0
30,81.3,3056398336.0,0.3,57876480.0
31,60.0,3100061696.0,0.3,45809664.0
32,68.7,3109425152.0,0.6,45809664.0
33,61.3,3125780480.0,0.4,45809664.0
34,54.8,3138437120.0,0.4,45809664.0
35,65.4,3160870912.0,0.4,57876480.0
36,61.9,3202379776.0,0.5,45809664.0
37,56.4,3203424256.0,0.5,57876480.0
38,53.1,3214999552.0,0.5,45809664.0
39,57.5,3244060672.0,0.3,45809664.0
40,47.4,3260624896.0,0.4,45809664.0
41,53.5,3262664704.0,0.5,45809664.0
42,58.4,3272949760.0,0.4,45809664.0
43,55.6,3322331136.0,0.3,45809664.0
44,46.3,3333533696.0,0.5,45809664.0
45,57.8,3366506496.0,0.3,45809664.0
46,51.6,3372478464.0,0.4,45809664.0
47,42.8,3398918144.0,0.5,45809664.0
48,58.8,3404713984.0,0.3,45809664.0
49,43.7,3432710144.0,0.6,45809664.0
50,50.8,3435589632.0,0.3,57864192.0
51,43.5,3448455168.0,0.4,45809664.0
52,49.3,3476951040.0,0.4,45809664.0
53,45.8,3479621632.0,0.4,45809664.0
54,42.0,3480449024.0,0.4,45809664.0
55,33.5,3480891392.0,0.4,45809664.0
56,52.9,3504046080.0,0.3,48041984.0
57,49.9,3506241536.0,0.4,60096512.0
58,48.7,3488997376.0,0.4,62005248.0
59,43.8,3489935360.0,0.5,48041984.0
60,39.4,3504861184.0,0.5,62128128.0
61,47.3,3531972608.0,0.3,62164992.0
62,45.5,3535945728.0,0.5,48046080.0
63,47.8,3553292288.0,0.3,60305408.0
64,35.9,3553316864.0,0.5,65904640.0
65,46.7,3589361664.0,0.5,51089408.0
66,46.3,3589582848.0,0.4,51089408.0
67,39.4,3591159808.0,0.4,51089408.0
68,42.5,3605737472.0,0.3,51089408.0
69,32.6,3634049024.0,0.4,51089408.0
70,51.8,3662565376.0,0.4,51089408.0
71,38.7,3662598144.0,0.5,51089408.0
72,46.2,3715084288.0,0.5,51089408.0
73,40.8,3716575232.0,0.3,51089408.0
74,42.7,3723132928.0,0.6,51089408.0
75,37.4,3725709312.0,0.3,64794624.0
76,33.1,3735973888.0,0.4,63348736.0
77,47.0,3767480320.0,0.5,65363968.0
78,47.5,3786559488.0,0.4,51089408.0
79,31.1,3800653824.0,0.3,51089408.0
80,43.9,3803172864.0,0.5,51089408.0
81,35.3,3803648000.0,0.4,51089408.0
82,48.1,3837206528.0,0.4,51089408.0
83,35.6,3838169088.0,0.3,78053376.0
84,41.7,3842818048.0,0.5,51089408.0
85,37.9,3847143424.0,0.2,51089408.0
86,37.1,3863457792.0,0.5,51089408.0
87,51.0,3859189760.0,0.5,51089408.0
88,33.1,3860131840.0,0.3,51089408.0
89,34.0,3871502336.0,0.4,51089408.0
90,45.6,3885559808.0,0.3,51089408.0
91,46.4,3873996800.0,0.4,51089408.0
92,42.2,3874840576.0,0.4,51089408.0
93,38.8,3877367808.0,0.4,51089408.0
94,34.6,3877625856.0,0.4,51089408.0
95,47.4,3878141952.0,0.6,51089408.0
96,36.3,3878158336.0,0.4,65069056.0
97,41.2,3880271872.0,0.4,51093504.0
98,36.9,3885776896.0,0.5,65089536.0
99,39.0,3907592192.0,0.3,51093504.0
100,39.5,3907936256.0,0.3,51093504.0
101,35.0,3908313088.0,0.5,51093504.0
102,53.8,3908653056.0,0.4,51093504.0
103,38.4,3918229504.0,0.4,63492096.0
104,35.4,3914960896.0,0.4,51093504.0
105,39.8,3941642240.0,0.3,51093504.0
106,30.6,3941949440.0,0.4,51093504.0
107,35.0,3949453312.0,0.5,51093504.0
108,53.4,3990536192.0,0.4,51093504.0
109,33.7,3989123072.0,0.2,51093504.0
110,32.1,3989192704.0,0.5,51093504.0
111,41.9,3989409792.0,0.4,63492096.0
112,39.4,3996180480.0,0.4,77795328.0
113,38.0,4015644672.0,0.5,51093504.0
114,38.0,4016529408.0,0.3,65269760.0
115,32.7,4016865280.0,0.4,51093504.0
116,41.8,4005011456.0,0.3,51093504.0
117,32.9,4009730048.0,0.5,51093504.0
118,41.8,4009881600.0,0.5,51093504.0
119,44.9,4046667776.0,0.3,51093504.0
120,37.0,4054593536.0,0.3,51093504.0
121,36.0,4044894208.0,0.6,51093504.0
122,38.6,4056403968.0,0.4,51097600.0
123,31.5,4057509888.0,0.4,51097600.0
124,36.1,4061896704.0,0.3,51097600.0
125,39.4,4065660928.0,0.5,51097600.0
126,32.3,4075556864.0,0.7,51097600.0
127,37.8,4084297728.0,0.4,51097600.0
128,39.3,4115623936.0,0.3,51097600.0
129,35.2,4117090304.0,0.4,51097600.0
130,36.0,4115836928.0,0.4,51097600.0
131,37.5,4127629312.0,0.4,64921600.0
132,34.6,4130996224.0,0.5,51097600.0
133,34.3,4139679744.0,0.4,65777664.0
134,40.9,4140167168.0,0.4,51097600.0
135,42.3,4142403584.0,0.3,51097600.0
136,33.2,4144095232.0,0.4,51097600.0
137,28.9,4144467968.0,0.4,51097600.0
138,44.8,4146081792.0,0.4,51097600.0
139,33.3,4147982336.0,0.3,51097600.0
140,34.9,4148498432.0,0.5,51097600.0
141,39.2,4148895744.0,0.4,51097600.0
142,32.4,4151193600.0,0.3,63430656.0
143,36.9,4171198464.0,0.4,51097600.0
144,40.1,4171272192.0,0.4,65064960.0
145,32.3,4173561856.0,0.4,80031744.0
146,29.8,4173729792.0,0.4,65802240.0
147,38.0,4173996032.0,0.5,51097600.0
148,31.4,4179345408.0,0.5,66072576.0
149,35.8,4211953664.0,0.3,78290944.0
150,46.5,4212109312.0,0.6,51097600.0
151,30.1,4212117504.0,0.4,51097600.0
152,29.5,4212158464.0,0.3,51097600.0
153,39.6,4229910528.0,0.4,51097600.0
154,32.9,4229910528.0,0.4,51097600.0
155,34.8,4229939200.0,0.6,51097600.0
156,39.4,4248940544.0,0.3,51097600.0
157,35.7,4250554368.0,0.5,51097600.0
158,29.8,4251078656.0,0.3,63299584.0
159,36.2,4254453760.0,0.5,65097728.0
160,33.4,4254453760.0,0.4,51097600.0
161,33.1,4255899648.0,0.4,51097600.0
162,35.2,4262608896.0,0.3,51097600.0
163,40.3,4262973440.0,0.3,51101696.0
164,31.4,4264378368.0,0.4,51101696.0
165,30.5,4264812544.0,0.5,51101696.0
166,38.0,4289990656.0,0.5,65073152.0
167,34.5,4303405056.0,0.4,65220608.0
168,29.2,4303708160.0,0.3,51101696.0
169,28.8,4304048128.0,0.5,77504512.0
170,37.7,4304347136.0,0.3,66420736.0
171,29.9,4307570688.0,0.3,51101696.0
172,41.2,4327972864.0,0.4,51101696.0
173,36.6,4352974848.0,0.5,51101696.0
174,31.7,4351844352.0,0.5,51101696.0
175,30.1,4352225280.0,0.5,51101696.0
176,26.8,4353105920.0,0.3,51101696.0
177,36.6,4350906368.0,0.3,51101696.0
178,34.4,4352851968.0,0.5,63373312.0
179,30.3,4355010560.0,0.4,51101696.0
180,41.9,4344049664.0,0.4,51101696.0
181,29.2,4344463360.0,0.4,51101696.0
182,27.1,4345692160.0,0.4,51101696.0
183,33.5,4363825152.0,0.4,51101696.0
184,41.1,4364718080.0,0.4,51101696.0
185,26.0,4365242368.0,0.7,65310720.0
186,36.4,4365561856.0,0.4,51101696.0
187,28.8,4365889536.0,0.4,51101696.0
188,29.0,4366266368.0,0.3,51101696.0
189,40.4,4366602240.0,0.5,51101696.0
190,41.0,4367216640.0,0.4,51101696.0
191,25.0,4367548416.0,0.3,51101696.0
192,32.1,4368072704.0,0.5,51101696.0
193,35.4,4368433152.0,0.3,51105792.0
194,26.8,4368818176.0,0.6,51105792.0
195,28.8,4373536768.0,0.2,51105792.0
196,44.1,4384714752.0,0.4,51105792.0
197,26.9,4385095680.0,0.4,51105792.0
198,32.8,4419670016.0,0.3,65437696.0
199,36.5,4421959680.0,0.4,51105792.0
200,28.1,4422508544.0,0.4,51105792.0
201,28.0,4422840320.0,0.5,64724992.0
202,35.6,4423733248.0,0.4,64860160.0
203,33.3,4424200192.0,0.4,66396160.0
204,29.4,4424851456.0,0.3,66441216.0
205,29.1,4427104256.0,0.5,51105792.0
206,34.3,4432941056.0,0.3,51105792.0
207,27.1,4434681856.0,0.5,51105792.0
208,36.5,4438953984.0,0.3,66379776.0
209,38.6,4429713408.0,0.5,51105792.0
210,29.0,4431970304.0,0.4,51105792.0
211,27.2,4432535552.0,0.4,51105792.0
212,26.7,4432580608.0,0.4,51105792.0
213,35.4,4432715776.0,0.4,65314816.0
214,28.6,4434235392.0,0.5,51105792.0
215,34.2,4438208512.0,0.5,51105792.0
216,39.6,4438818816.0,0.4,51105792.0
217,30.9,4436406272.0,0.4,51105792.0
218,27.4,4436484096.0,0.3,51105792.0
219,28.2,4437360640.0,0.4,51105792.0
220,34.9,4437389312.0,0.4,51105792.0
221,25.6,4440084480.0,0.4,51105792.0
222,42.6,4446896128.0,0.3,64856064.0
223,31.2,4448489472.0,0.4,65351680.0
224,30.9,4454678528.0,0.5,66682880.0
225,39.1,4455067648.0,0.5,82296832.0
226,30.2,4455079936.0,0.3,51105792.0
227,26.4,4455079936.0,0.5,51105792.0
228,28.5,4455088128.0,0.4,51105792.0
229,40.4,4453072896.0,0.2,51105792.0
230,28.3,4453249024.0,0.5,51105792.0
231,26.7,4453523456.0,0.3,51105792.0
232,36.0,4453777408.0,0.5,51105792.0
233,29.8,4455305216.0,0.5,51105792.0
234,31.8,4461981696.0,0.3,51105792.0
235,34.3,4451631104.0,0.4,51105792.0
236,26.5,4452663296.0,0.4,51105792.0
237,33.2,4461129728.0,0.4,51105792.0
238,36.8,4460871680.0,0.5,51105792.0
239,25.2,4461125632.0,0.5,51105792.0
240,28.9,4461424640.0,0.3,51109888.0
241,27.5,4463644672.0,0.4,65622016.0
242,43.4,4456267776.0,0.4,65437696.0
243,36.9,4456665088.0,0.3,51109888.0
244,28.4,4457197568.0,0.5,51109888.0
245,25.8,4458217472.0,0.4,51109888.0
246,35.0,4458508288.0,0.5,51109888.0
247,27.2,4460859392.0,0.5,51109888.0
248,26.5,4476674048.0,0.3,51109888.0
249,40.0,4482883584.0,0.4,51109888.0
250,33.5,4489211904.0,0.5,51109888.0
251,32.1,4489478144.0,0.4,51109888.0
252,34.8,4489777152.0,0.4,67190784.0
253,27.2,4490031104.0,0.2,51109888.0
254,26.8,4490293248.0,0.6,63590400.0
255,27.4,4511645696.0,0.3,79220736.0
256,35.9,4515168256.0,0.3,64933888.0
257,31.8,4515450880.0,0.5,76070912.0
258,30.4,4516450304.0,0.4,66748416.0
259,35.9,4538408960.0,0.4,51109888.0
260,35.2,4535263232.0,0.2,51109888.0
261,27.5,4535504896.0,0.7,66871296.0
262,35.2,4533690368.0,0.2,51109888.0
263,26.9,4533981184.0,0.5,51109888.0
264,26.4,4542574592.0,0.5,51113984.0
265,41.7,4550160384.0,0.4,51113984.0
266,27.2,4550467584.0,0.4,51113984.0
267,33.6,4551131136.0,0.4,51113984.0
268,26.6,4551929856.0,0.2,51113984.0
269,36.1,4552228864.0,0.5,65900544.0
270,26.3,4554592256.0,0.4,51113984.0
271,28.7,4554862592.0,0.4,51113984.0
272,34.2,4555128832.0,0.4,65298432.0
273,28.7,4555436032.0,0.4,67088384.0
274,32.0,4554137600.0,0.6,65581056.0
275,34.6,4568887296.0,0.4,66514944.0
276,33.1,4572626944.0,0.4,54030336.0
277,28.8,4573417472.0,0.4,54030336.0
278,27.8,4574081024.0,0.3,54030336.0
279,33.7,4584370176.0,0.6,54030336.0
280,34.4,4584669184.0,0.3,54030336.0
281,27.6,4584972288.0,0.4,54030336.0
282,25.5,4585238528.0,0.5,54030336.0
283,36.7,4585512960.0,0.3,54030336.0
284,26.9,4586672128.0,0.3,54030336.0
285,34.4,4586491904.0,0.4,54030336.0
286,33.4,4586921984.0,0.4,54030336.0
287,36.7,4577767424.0,0.5,54030336.0
288,26.6,4577968128.0,0.4,66514944.0
289,33.5,4578050048.0,0.3,66514944.0
290,27.4,4578095104.0,0.5,54030336.0
291,26.0,4578193408.0,0.4,54030336.0
292,27.3,4578254848.0,0.3,54030336.0
293,40.1,4583403520.0,0.5,54030336.0
294,28.2,4585570304.0,0.5,54030336.0
295,33.4,4585582592.0,0.2,54030336.0
296,30.8,4585603072.0,0.4,54030336.0
297,30.5,4574228480.0,0.5,54030336.0
298,27.5,4574248960.0,0.3,54030336.0
299,19.9,4574269440.0,0.3,54030336.0
