Fri Feb 23 15:49:50 2018    ../cProfile_results/111010001001111010/cProfile.log

         781459025 function calls (758119444 primitive calls) in 3519.548 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
706938/706925 2358.407    0.003 2357.189    0.003 {method 'poll' of 'select.epoll' objects}
47320/45494  531.839    0.011  632.412    0.014 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py:1037(run)
   148164  141.019    0.001  145.378    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:677(_pq_execute)
     7016   33.451    0.005   33.514    0.005 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/connection.py:648(_execute_command)
 41304226   11.073    0.000   11.117    0.000 {hasattr}
 12695399   10.303    0.000   10.303    0.000 {method 'digest' of 'HASH' objects}
      211    9.319    0.044   29.655    0.141 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/hashlib.py:165(pbkdf2_hmac)
36733366/35051786    8.265    0.000   18.848    0.000 {getattr}
 12670263    6.455    0.000    6.455    0.000 {method 'copy' of 'HASH' objects}
   471209    6.105    0.000   41.103    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1101(build_filter)
    86668    5.777    0.000    8.141    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:78(__prepare_class__)
8789215/8217125    4.991    0.000   20.035    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/encoding.py:58(force_text)
  2866623    4.190    0.000    7.502    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:210(wrapper)
  2045596    4.035    0.000   18.155    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:748(__init__)
67471006/67471003    3.943    0.000    6.997    0.000 {isinstance}
  2319408    3.940    0.000    4.360    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/text.py:349(smart_split)
7235210/6799714    3.711    0.000    4.894    0.000 {setattr}
  4918132    3.689    0.000   12.580    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:14(_curried)
   992688    3.478    0.000    8.451    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1261(names_to_path)
   144089    3.262    0.000   15.455    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:165(get_select)
257214/32173    3.217    0.000   27.071    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:466(parse)
   142890    3.128    0.000    5.617    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:475(get_default_columns)
   659959    3.127    0.000    6.975    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:457(__init__)
   655135    2.990    0.000   10.808    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:866(_build_row)
  6811807    2.977    0.000    4.075    0.000 {method 'decode' of 'str' objects}
