2,7,6,0,3,3,6407,1807,1884,1518,177,186,5572
4,2,5,3,5,0,7342,1617,1345,1089,132,124,4307
4,6,1,1,0,0,7492,2066,1798,1871,232,204,6171
6,1,1,2,5,0,8898,1379,1306,1113,110,99,4007
1,7,5,0,7,2,8277,1681,1252,1183,158,123,4397
3,7,6,5,6,3,9608,1523,1262,1055,106,98,4044
7,2,1,5,4,0,10572,1424,1416,1113,118,101,4172
6,1,4,0,4,2,7217,1444,1457,1238,145,113,4397
4,2,6,1,1,0,4892,1805,1731,1612,191,189,5528
7,1,6,0,6,7,983,9297,8681,7324,946,884,27132
4,1,0,3,5,0,7126,1500,1528,1221,116,124,4489
0,1,4,7,6,1,7898,1951,2340,1469,214,195,6169
6,1,1,1,5,0,8180,1413,1240,1088,104,99,3944
3,3,4,4,1,6,1346,4197,4108,3583,405,369,12662
7,7,5,0,4,0,12510,1385,1187,1083,117,104,3876
4,3,4,2,4,2,6275,1431,1653,1289,120,112,4605
0,6,1,5,7,3,6983,1591,1440,1442,120,139,4732
5,5,1,2,6,1,10146,1252,1128,1007,113,102,3602
5,5,1,5,0,0,8962,1632,1855,1634,196,194,5511
6,6,1,7,6,0,12985,1446,1153,1109,116,92,3916
4,6,1,1,7,0,10294,1526,1451,1058,110,104,4249
7,2,1,5,7,1,11654,1425,1384,1077,114,107,4107
4,1,1,1,4,0,5868,1677,1511,1329,139,117,4773
6,1,5,4,4,0,9395,1342,1363,1064,123,108,4000
7,5,4,0,4,2,11022,1194,1228,1062,120,104,3708
4,6,2,1,5,0,9395,1323,1242,1040,110,106,3821
1,7,4,4,1,3,5656,2771,3172,2745,335,361,9384
7,3,1,5,6,0,12050,1892,1666,1595,142,165,5460
6,7,3,2,7,0,13065,1275,1190,1085,109,89,3748
0,7,6,5,6,2,7286,1486,1234,1361,131,123,4335
6,6,1,4,7,0,12632,1280,1095,1100,108,94,3677
7,3,3,3,4,4,9236,1719,1630,1224,167,142,4882
7,3,0,0,4,2,9808,1225,1290,1059,115,92,3781
0,7,5,0,7,2,7662,1388,1200,1095,138,106,3927
0,1,0,5,7,6,1815,6551,6297,5414,716,667,19645
5,3,5,2,5,0,8382,1444,1263,1006,127,106,3946
3,3,5,0,7,2,6605,1330,1239,1260,127,106,4062
4,6,1,4,4,0,9152,1313,1216,1287,119,107,4042
3,7,6,7,2,7,1411,10728,10619,9025,1093,1026,32491
5,7,3,5,7,1,12298,1191,1133,987,104,90,3505
0,7,5,4,7,2,8007,1499,1317,1143,120,114,4193
1,7,6,0,7,3,7868,1527,1273,1089,121,105,4115
2,7,6,5,7,3,8728,1306,1437,1272,128,108,4251
4,2,0,2,0,5,2905,4283,4094,3269,422,400,12468
4,7,3,1,7,1,11080,1370,1204,982,115,106,3777
1,7,6,0,7,2,8144,1404,1525,1245,114,111,4399
4,6,1,2,7,1,10692,1155,1166,1088,109,88,3606
6,5,5,1,4,0,10121,1345,1207,1251,120,97,4020
4,6,2,0,7,0,10368,1206,1143,1077,105,99,3630
4,7,4,0,6,0,10635,1144,1262,1047,110,94,3657
7,7,5,7,4,4,12691,1388,1260,1144,142,122,4056
5,3,5,2,4,2,7384,1675,1598,1331,135,145,4884
6,1,0,3,5,0,9405,1221,1392,1189,116,118,4036
6,7,0,3,6,0,12635,1107,1328,947,111,92,3585
1,5,1,5,0,3,4003,4110,3427,3278,423,381,11619
4,5,4,0,4,2,7579,1368,1383,1195,124,117,4187
3,2,0,1,5,2,5383,1764,1443,1684,155,123,5169
7,3,1,1,0,0,8261,1544,1460,1126,137,144,4411
7,4,1,0,4,2,10581,1276,1166,1166,106,107,3821
6,1,1,7,5,0,11095,1556,1334,1173,115,114,4292
6,1,1,1,4,0,8202,1463,1203,1118,104,100,3988
5,5,0,3,5,0,10090,1521,1223,1067,109,110,4030
0,7,6,1,4,3,5832,2005,1805,1513,195,178,5696
4,7,3,5,7,1,11528,1344,1253,984,109,94,3784
2,1,7,5,0,2,3830,3697,3414,2657,338,284,10390
4,6,1,5,7,1,11216,1200,1149,984,105,101,3539
2,6,1,5,7,3,7839,1429,1530,1119,109,120,4307
7,7,6,7,4,4,12663,1661,1645,1283,154,109,4852
