100100010000011101,3712,2164,2671,2200,233,240,7508
100111101010111000,11143,1340,1211,1031,123,115,3820
100101000011101000,8593,1387,1312,1171,122,97,4089
000001000001101110,1056,4189,4087,3229,409,325,12239
100101110111010110,2974,4839,4591,4062,501,434,14427
111011101010100000,10039,1265,1298,1049,115,101,3828
111111100100001001,12235,1557,1428,1237,136,125,4483
111111001101100000,13074,1295,1340,1101,113,104,3953
101101001010111000,11045,1276,1033,1025,101,89,3524
111001010110001001,9533,1568,1569,1198,131,119,4585
100010111101000000,6258,2202,2141,1858,221,206,6628
111011101101110000,11974,1687,1145,1393,149,142,4516
000001100111010001,5783,4089,3984,3067,504,478,12122
111111110111100000,13423,1324,1321,1286,105,107,4143
110111101100000110,3107,5920,5585,4705,597,511,17318
111100001101100000,11330,1549,1191,1276,137,92,4245
100110001001111001,10350,1230,1108,1012,105,98,3553
100111101001111000,11289,1230,1134,1037,97,96,3594
111001101100100000,10181,1343,1135,1107,121,118,3824
100111011001001001,8936,2065,2213,1387,191,197,6053
111011000001100010,9701,1426,1229,1178,112,101,4046
010111101100110011,8043,1520,1206,1277,118,126,4247
111011000100100010,10534,1450,1241,1109,116,95,4011
010111110000011011,6407,1807,1884,1518,177,186,5572
100010101011101000,7342,1617,1345,1089,132,124,4307
100110001001000000,7492,2066,1798,1871,232,204,6171
110001001010101000,8898,1379,1306,1113,110,99,4007
001111101000111010,8277,1681,1252,1183,158,123,4397
011111110101110011,9608,1523,1262,1055,106,98,4044
111010001101100000,10572,1424,1416,1113,118,101,4172
110001100000100010,7217,1444,1457,1238,145,113,4397
100010110001001000,4892,1805,1731,1612,191,189,5528
111001110000110111,983,9297,8681,7324,946,884,27132
100001000011101000,7126,1500,1528,1221,116,124,4489
000001100111110001,7898,1951,2340,1469,214,195,6169
110001001001101000,8180,1413,1240,1088,104,99,3944
011011100100001110,1346,4197,4108,3583,405,369,12662
111111101000100000,12510,1385,1187,1083,117,104,3876
100011100010100010,6275,1431,1653,1289,120,112,4605
000110001101111011,6983,1591,1440,1442,120,139,4732
101101001010110001,10146,1252,1128,1007,113,102,3602
101101001101000000,8962,1632,1855,1634,196,194,5511
110110001111110000,12985,1446,1153,1109,116,92,3916
100110001001111000,10294,1526,1451,1058,110,104,4249
111010001101111001,11654,1425,1384,1077,114,107,4107
100001001001100000,5868,1677,1511,1329,139,117,4773
110001101100100000,9395,1342,1363,1064,123,108,4000
111101100000100010,11022,1194,1228,1062,120,104,3708
100110010001101000,9395,1323,1242,1040,110,106,3821
001111100100001011,5656,2771,3172,2745,335,361,9384
111011001101110000,12050,1892,1666,1595,142,165,5460
110111011010111000,13065,1275,1190,1085,109,89,3748
000111110101110010,7286,1486,1234,1361,131,123,4335
110110001100111000,12632,1280,1095,1100,108,94,3677
111011011011100100,9236,1719,1630,1224,167,142,4882
111011000000100010,9808,1225,1290,1059,115,92,3781
000111101000111010,7662,1388,1200,1095,138,106,3927
000001000101111110,1815,6551,6297,5414,716,667,19645
101011101010101000,8382,1444,1263,1006,127,106,3946
011011101000111010,6605,1330,1239,1260,127,106,4062
100110001100100000,9152,1313,1216,1287,119,107,4042
011111110111010111,1411,10728,10619,9025,1093,1026,32491
101111011101111001,12298,1191,1133,987,104,90,3505
000111101100111010,8007,1499,1317,1143,120,114,4193
001111110000111011,7868,1527,1273,1089,121,105,4115
010111110101111011,8728,1306,1437,1272,128,108,4251
100010000010000101,2905,4283,4094,3269,422,400,12468
100111011001111001,11080,1370,1204,982,115,106,3777
001111110000111010,8144,1404,1525,1245,114,111,4399
100110001010111001,10692,1155,1166,1088,109,88,3606
110101101001100000,10121,1345,1207,1251,120,97,4020
100110010000111000,10368,1206,1143,1077,105,99,3630
100111100000110000,10635,1144,1262,1047,110,94,3657
111111101111100100,12691,1388,1260,1144,142,122,4056
101011101010100010,7384,1675,1598,1331,135,145,4884
110001000011101000,9405,1221,1392,1189,116,118,4036
110111000011110000,12635,1107,1328,947,111,92,3585
001101001101000011,4003,4110,3427,3278,423,381,11619
100101100000100010,7579,1368,1383,1195,124,117,4187
011010000001101010,5383,1764,1443,1684,155,123,5169
111011001001000000,8261,1544,1460,1126,137,144,4411
111100001000100010,10581,1276,1166,1166,106,107,3821
110001001111101000,11095,1556,1334,1173,115,114,4292
110001001001100000,8202,1463,1203,1118,104,100,3988
101101000011101000,10090,1521,1223,1067,109,110,4030
000111110001100011,5832,2005,1805,1513,195,178,5696
100111011101111001,11528,1344,1253,984,109,94,3784
010001111101000010,3830,3697,3414,2657,338,284,10390
100110001101111001,11216,1200,1149,984,105,101,3539
010110001101111011,7839,1429,1530,1119,109,120,4307
111111110111100100,12663,1661,1645,1283,154,109,4852
