obj_1,obj_2,obj_3,obj_4,obj_5
2141.97777778,2324.71,1926.32083333,226.124513619,199.908282379
1424.1,1410.23,1066.775,114.137451308,113.004446915
1491.26666667,1373.96,1018.175,122.888888889,92.2673707615
1480.82222222,1285.15,1175.24583333,121.352973874,99.5786548082

0.0,0.0,0.0,0.0,0.0
0.335147164095,0.393373797162,0.446211149493,0.495245121897,0.434718534069
0.303789851539,0.408975743211,0.471440591629,0.456543269359,0.538451485534
0.30866592661,0.447178357731,0.389901301488,0.463335611286,0.50187829327
