Wed Feb 28 11:14:19 2018    ../cProfile_results/111010001001111010/cProfile.log

         394327158 function calls (381660283 primitive calls) in 718.862 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   908402    0.102    0.000    0.102    0.000 {method 'acquire_lock' of 'thread.lock' objects}
    35773    0.102    0.000    0.140    0.000 <builtin>/lib_pypy/_structseq.py:70(structseq_new)
14728/13224    0.102    0.000    2.184    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py:722(do_for)
   201222    0.102    0.000    0.424    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/adapters.py:288(_getquoted)
     6253    0.102    0.000  206.018    0.033 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/handlers/base.py:157(_get_response)
     6253    0.102    0.000    1.505    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py:498(get_language_from_request)
   949969    0.101    0.000    0.101    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:407(related_query_name)
    79289    0.101    0.000    0.133    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:17(__init__)
    49170    0.100    0.000    0.148    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:1234(__mul__)
    16940    0.100    0.000    0.595    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py:446(for_dict)
    28488    0.099    0.000    0.170    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py:194(auto_id)
    78272    0.098    0.000    0.150    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:2506(_rescale)
  1178136    0.098    0.000    0.244    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:391(create_token)
    37973    0.098    0.000    0.669    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py:264(process_rhs)
    81586    0.097    0.000    0.097    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/logging/__init__.py:1359(getEffectiveLevel)
    14272    0.097    0.000   15.649    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:371(get)
    63579    0.097    0.000    0.197    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:52(push)
    21700    0.094    0.000    0.227    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:3563(scaleb)
     2328    0.094    0.000    2.448    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:821(_get_flatchoices)
     8751    0.094    0.000    0.161    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/http1connection.py:90(__init__)
    32004    0.094    0.000    1.177    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/cache/backends/locmem.py:45(get)
   952247    0.094    0.000    1.389    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py:85(conditional_escape)
    70974    0.094    0.000   25.426    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/debug/sql/tracking.py:153(execute)
  1192483    0.094    0.000    0.264    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py:215(__exit__)
   221197    0.093    0.000    0.179    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py:54(__init__)
    97432    0.093    0.000    0.195    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/lru_cache.py:26(_make_key)
     7660    0.093    0.000   12.622    0.002 /home/seasun/jit_test/application/saleor/saleor/product/utils.py:67(get_availability)
74506/55325    0.093    0.000    0.175    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/smartif.py:196(expression)
   197230    0.092    0.000    0.219    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py:111(_fulfill)
     6799    0.091    0.000   35.252    0.005 /home/seasun/jit_test/application/saleor/saleor/cart/utils.py:168(get_cart_from_request)
  1210146    0.091    0.000    0.180    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py:187(release)
     8140    0.091    0.000    0.122    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py:234(build_widget_attrs)
    21700    0.091    0.000    0.341    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/plural.py:21(extract_operands)
    26516    0.091    0.000    1.733    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/datastructures/sizedimage.py:98(__getitem__)
16940/110    0.091    0.000   10.907    0.099 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/executor.py:119(execute_fields)
113811/5003    0.090    0.000    0.373    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/scanner.py:28(_scan_once)
     6253    0.090    0.000    9.811    0.002 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/sessions/middleware.py:22(process_response)
    14679    0.090    0.000    0.746    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:593(_read_to_buffer_loop)
     7118    0.090    0.000   29.103    0.004 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:552(first)
     6253    0.090    0.000    0.271    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/response.py:41(__init__)
     4635    0.090    0.000    4.038    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/auth/__init__.py:172(get_user)
123750/550    0.090    0.000   10.827    0.020 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py:326(call_and_fulfill)
  1290767    0.089    0.000    0.190    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:586(next_token)
   168988    0.089    0.000    0.849    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:1422(_get_path_info)
    40096    0.088    0.000    6.744    0.000 /home/seasun/jit_test/application/saleor/saleor/discount/models.py:303(get_product_discounts)
    21684    0.088    0.000   11.481    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/satchless/item/__init__.py:25(get_price_per_item)
   254579    0.088    0.000    0.222    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:1638(_fix)
   494845    0.088    0.000    0.088    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:932(join_parent_model)
   197245    0.088    0.000    0.209    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1030(check_query_object_type)
   496862    0.087    0.000    0.115    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:460(__eq__)
616065/614565    0.087    0.000   17.031    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:848(resolve)
  7691448    0.087    0.000    0.087    0.000 {ord}
    41999    0.087    0.000    3.548    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/templatetags/i18n.py:83(render)
    21770    0.086    0.000    0.140    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/loader.py:40(filter_chunks)
    26516    0.086    0.000    0.101    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/utils.py:77(get_resized_filename)
   124971    0.086    0.000    0.143    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/typecasts.py:236(_parse_time_to_args)
   146094    0.086    0.000    0.283    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/urllib.py:1263(quote)
    42346    0.086    0.000   10.540    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/contextlib.py:15(__enter__)
     6253    0.086    0.000    0.228    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py:774(parse_accept_lang_header)
    17928    0.086    0.000    0.086    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:105(__promise__)
     7204    0.085    0.000    0.320    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/request.py:375(__init__)
   134975    0.085    0.000    0.261    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/formats.py:187(localize)
    69180    0.085    0.000    0.085    0.000 {method 'format' of 'str' objects}
   171926    0.085    0.000    0.200    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py:31(__new__)
     6253    0.084    0.000    0.746    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/http1connection.py:332(write_headers)
    57352    0.084    0.000    0.165    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/response.py:104(_convert_to_charset)
     8706    0.083    0.000    0.226    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py:150(quantize)
   200722    0.083    0.000    0.095    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/adapters.py:270(adapt)
    56100    0.083    0.000    7.618    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/middleware.py:48(make_it_promise)
    37618    0.082    0.000    0.085    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/re.py:208(escape)
     9715    0.081    0.000    0.370    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/mixins.py:47(__init__)
    37973    0.081    0.000    2.078    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py:293(as_sql)
     6643    0.081    0.000    0.936    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:505(_handle_events)
  2728597    0.081    0.000    0.081    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py:64(_note)
11943/11660    0.081    0.000  109.828    0.009 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py:984(__init__)
    90912    0.080    0.000    0.940    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/smartif.py:172(translate_token)
     2442    0.080    0.000    0.129    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:981(<genexpr>)
    56100    0.080    0.000    0.139    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/execution/base.py:75(get_argument_values)
  1808383    0.080    0.000    0.080    0.000 {method 'append' of 'StringBuilder' objects}
  1177718    0.079    0.000    2.498    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/typecasts.py:33(cast)
    14947    0.079    0.000    0.203    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:750(get_db_prep_save)
   986055    0.079    0.000    0.079    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:792(__nonzero__)
    14786    0.079    0.000    0.192    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/socket.py:225(recv)
   100448    0.078    0.000    0.159    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/urlparse.py:167(urlsplit)
   320286    0.078    0.000    0.078    0.000 {_pypyjson.raw_encode_basestring_ascii}
     1406    0.078    0.000    0.426    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/views/i18n.py:212(get_javascript_catalog)
   691742    0.078    0.000    0.135    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:267(_keep_alive)
     6797    0.078    0.000    0.287    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:845(_handle_write)
    17270    0.078    0.000    0.377    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py:386(all)
    14996    0.077    0.000    0.240    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/forms.py:141(__getitem__)
   126433    0.077    0.000    3.741    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/utils.py:99(inner)
  1354287    0.077    0.000    0.077    0.000 {_struct.unpack}
    18223    0.076    0.000    0.092    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py:184(__get__)
    25731    0.076    0.000    0.297    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py:1104(handle_yield)
   317448    0.076    0.000    0.225    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/weakref.py:383(get)
    21700    0.076    0.000    0.086    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:986(as_tuple)
48969/41956    0.075    0.000    0.192    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py:321(_set_done)
     2502    0.075    0.000    0.253    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/traceback.py:78(extract_tb)
   850457    0.075    0.000    0.490    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py:46(escape)
   115229    0.075    0.000    1.782    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loaders/filesystem.py:22(get_contents)
   510653    0.075    0.000    0.075    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:899(_get_cast)
   125319    0.075    0.000    0.132    0.000 <builtin>/2.7/_abcoll.py:379(get)
   215623    0.074    0.000    0.075    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:715(promote_joins)
41523/36883    0.074    0.000    0.186    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py:272(set_result)
    55319    0.074    0.000    0.090    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/handlers/wsgi.py:226(get_bytes_from_wsgi)
17318/2832    0.074    0.000    0.246    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/pickle.py:269(save)
     4761    0.074    0.000    3.261    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/forms.py:72(__init__)
     6253    0.074    0.000    0.389    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/numbers.py:65(get_territory_currencies)
   326414    0.073    0.000    0.187    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py:120(dirname)
    83140    0.073    0.000    1.595    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/__init__.py:199(dumps)
    15679    0.073    0.000    0.756    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/prices/__init__.py:348(apply)
    71824    0.072    0.000    0.072    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:66(__setitem__)
     7409    0.072    0.000    0.107    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/urlparse.py:391(parse_qsl)
    35650    0.072    0.000   26.179    0.001 /home/seasun/jit_test/application/saleor/saleor/discount/models.py:311(calculate_discounted_price)
    30398    0.072    0.000    0.072    0.000 {__import__}
   2507/1    0.072    0.000    0.000    0.000 {method 'accept' of '_socket.socket' objects}
  1054379    0.071    0.000    0.071    0.000 {method 'append' of 'list' objects}
  2744512    0.071    0.000    0.212    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:2220(_is_unpacked_egg)
    45946    0.071    0.000    0.093    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/datastructures/sizedimage.py:64(ppoi_as_str)
    37544    0.071    0.000    0.099    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/lookups.py:257(get_prep_lookup)
    18810    0.071    0.000    0.349    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:926(order_by)
   197412    0.070    0.000   24.069    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:26(check_closed_)
     6253    0.070    0.000    0.695    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/middleware/locale.py:32(process_response)
   443740    0.070    0.000    0.158    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py:492(is_thenable)
     7005    0.070    0.000    0.080    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:904(_consume)
    89500    0.070    0.000    0.098    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:799(_cmp)
197230/330    0.070    0.000   10.926    0.033 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py:42(__init__)
   200405    0.070    0.000    0.141    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/decoder.py:73(py_scanstring)
   103201    0.070    0.000    0.070    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:678(get_lookup)
     6253    0.069    0.000    1.956    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/middleware/locale.py:22(process_request)
     8466    0.069    0.000    0.294    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:106(get_queryset)
    29839    0.069    0.000    1.842    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_lookups.py:59(as_sql)
    13045    0.068    0.000    0.186    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py:25(__init__)
   197245    0.068    0.000    0.068    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py:245(check)
22384/17338    0.068    0.000   68.536    0.004 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loader_tags.py:56(render)
    55325    0.068    0.000    1.178    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py:874(__init__)
     2507    0.067    0.000    0.070    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:138(__init__)
    21700    0.067    0.000    0.660    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/numbers.py:31(get_currency_name)
     8140    0.067    0.000    2.947    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py:76(as_widget)
    29958    0.067    0.000    0.148    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/importlib/__init__.py:20(import_module)
    18380    0.067    0.000    0.097    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/uuid.py:104(__init__)
    42361    0.067    0.000    0.088    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1373(normalize_prefetch_lookups)
27131/18411    0.066    0.000    0.594    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:108(__wrapper__)
    15510    0.066    0.000    0.217    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/parser.py:103(expect)
     7103    0.066    0.000    3.812    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/renderers.py:529(_render)
    21040    0.066    0.000    0.130    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py:881(as_sql)
   870360    0.066    0.000    0.066    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:627(<genexpr>)
    39712    0.066    0.000    0.193    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py:1044(load)
     6253    0.066    0.000    0.149    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/ipaddress.py:1250(_ip_int_from_string)
     8687    0.065    0.000    0.432    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py:871(with_timeout)
    69664    0.065    0.000    0.198    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:862(<lambda>)
    83249    0.065    0.000    1.532    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py:202(encode)
    15106    0.065    0.000    0.119    0.000 {time.localtime}
      848    0.064    0.000    1.019    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:1234(clean_fields)
     7528    0.064    0.000    0.097    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/renderers.py:36(__init__)
   339133    0.064    0.000    0.106    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:5855(_convert_other)
    33688    0.064    0.000    0.466    0.000 {method 'join' of 'unicode' objects}
    15744    0.064    0.000    0.263    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:562(<dictcomp>)
   325008    0.064    0.000    0.075    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loaders/eggs.py:23(__init__)
     1490    0.063    0.000    0.528    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:1084(as_sql)
    16711    0.063    0.000    0.968    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/sessions/backends/base.py:67(get)
   576173    0.063    0.000    0.509    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:657(get_db_converters)
     1221    0.063    0.000    0.935    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:992(as_sql)
    10967    0.063    0.000    0.436    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:927(prepare_value)
    19571    0.063    0.000    0.110    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/apps/registry.py:219(is_installed)
   219054    0.063    0.000    0.063    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1226(<genexpr>)
    39443    0.063    0.000    0.888    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:936(db_type)
     7204    0.062    0.000    0.111    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/http.py:385(limited_parse_qsl)
     7289    0.062    0.000    0.128    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:129(<dictcomp>)
   211848    0.062    0.000    0.178    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/__init__.py:189(get_language)
    36611    0.062    0.000    0.718    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:930(rel_db_type)
    32223    0.062    0.000    0.221    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/synch.py:35(reader_enters)
     6582    0.062    0.000    0.191    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/middleware/csrf.py:163(process_view)
     5487    0.062    0.000    2.371    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/library.py:218(render)
   148670    0.062    0.000    0.092    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:512(__init__)
   325008    0.061    0.000    1.110    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:1456(get_resource_string)
     9028    0.061    0.000    0.077    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/backends/django.py:71(copy_exception)
     7687    0.061    0.000    0.177    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py:448(_maybe_run_close_callback)
     7649    0.061    0.000    0.070    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/uuid.py:222(get_bytes)
    68282    0.061    0.000    0.081    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context.py:61(pop)
   156331    0.061    0.000    0.136    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py:302(_check_date_fields)
    23686    0.060    0.000    0.133    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/utils.py:93(add_css_class)
     4285    0.060    0.000    0.085    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:515(_extract_model_params)
  1274270    0.060    0.000    0.418    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/encodings/utf_8.py:15(decode)
