time,CPU_percent,memory_rss,memory_vms,memory_share,memory_data
0,0.0,83910656,177283072,21094400,55693312
10,81.6,188248064,439689216,27652096,299507712
20,96.1,254468096,504717312,28315648,364535808
30,66.5,261427200,513183744,28315648,373002240
40,45.0,269897728,520196096,28377088,380014592
50,26.6,273354752,523841536,28377088,383660032
60,32.5,292012032,543068160,28377088,402886656
70,40.6,292823040,543068160,28377088,402886656
80,32.5,293359616,543068160,28377088,402886656
90,42.6,293593088,545542144,28381184,405360640
100,37.4,294400000,545542144,28381184,405360640
110,39.6,294932480,545542144,28381184,405360640
120,17.4,295202816,545542144,28381184,405360640
130,32.2,295464960,545542144,28381184,405360640
140,21.7,297005056,548585472,28352512,408403968
150,21.5,297005056,548585472,28352512,408403968
160,23.1,297472000,548741120,28336128,408559616
170,20.4,297742336,548741120,28336128,408559616
180,27.1,299675648,550260736,28336128,410079232
190,19.0,299675648,550260736,28336128,410079232
200,11.6,299941888,550260736,28336128,410079232
210,23.3,300212224,550260736,28336128,410079232
220,19.9,302104576,551845888,28336128,411664384
230,25.6,302645248,554250240,28336128,414068736
240,31.5,303185920,554409984,28336128,414228480
250,27.4,303968256,555458560,28323840,415277056
260,17.8,304508928,555458560,28323840,415277056
270,24.0,307466240,558034944,28323840,417853440
280,26.1,307736576,558034944,28323840,417853440
290,26.9,307904512,558034944,28286976,417853440
300,16.0,307904512,558034944,28286976,417853440
310,15.8,307904512,558034944,28286976,417853440
320,23.5,308039680,558399488,28233728,418217984
330,16.0,308039680,558399488,28233728,418217984
340,20.5,308039680,558399488,28233728,418217984
350,24.1,323178496,572239872,28233728,432058368
360,20.0,323002368,572436480,28233728,432254976
370,14.9,323067904,572436480,28233728,432254976
380,28.6,321048576,572436480,28233728,432254976
390,21.0,321593344,572436480,28233728,432254976
400,30.3,324329472,573128704,28233728,432947200
410,28.8,326496256,575107072,28233728,434925568
420,29.0,329777152,578539520,28233728,438358016
430,29.8,328028160,578539520,28233728,438358016
440,22.0,328056832,578539520,28233728,438358016
450,20.5,329412608,578539520,28233728,438358016
460,17.2,329424896,578539520,28233728,438358016
470,24.2,330149888,580636672,28229632,440455168
480,11.9,332230656,580636672,28229632,440455168
490,20.9,332230656,580636672,28229632,440455168
500,19.0,332496896,580636672,28229632,440455168
510,13.3,332496896,580636672,28229632,440455168
520,13.0,332767232,580636672,28229632,440455168
530,15.5,332767232,580636672,28229632,440455168
540,19.6,333037568,580636672,28229632,440455168
550,13.4,333307904,580636672,28229632,440455168
560,8.7,333307904,580636672,28229632,440455168
570,17.2,333574144,580636672,28237824,440455168
580,14.8,333574144,580636672,28237824,440455168
590,14.7,333574144,580636672,28237824,440455168
600,17.6,333836288,580636672,28233728,440455168
610,15.6,333836288,580636672,28233728,440455168
620,15.6,334647296,580636672,28233728,440455168
630,10.3,334647296,580636672,28233728,440455168
640,9.4,334647296,580636672,28233728,440455168
650,9.9,334647296,580636672,28233728,440455168
660,14.0,334917632,582733824,28233728,442552320
670,16.7,334917632,582733824,28233728,442552320
680,10.9,334917632,582733824,28233728,442552320
690,10.6,335187968,582733824,28233728,442552320
700,5.6,335187968,582733824,28233728,442552320
710,16.5,335458304,583077888,28233728,442896384
720,13.3,335638528,583077888,28233728,442896384
730,9.2,336715776,584548352,28233728,444366848
740,10.8,338878464,586203136,28233728,446021632
750,10.0,338878464,586203136,28233728,446021632
760,10.0,339148800,586203136,28233728,446021632
770,6.7,339148800,586203136,28233728,446021632
780,8.0,339148800,586203136,28233728,446021632
790,9.5,339148800,586203136,28233728,446021632
800,11.4,339148800,586203136,28233728,446021632
810,13.1,339148800,586203136,28233728,446021632
820,5.8,339415040,586203136,28229632,446021632
830,12.7,339415040,586203136,28229632,446021632
840,12.4,339415040,586203136,28229632,446021632
850,11.8,339685376,586203136,28229632,446021632
860,11.3,339685376,586203136,28229632,446021632
870,8.0,339685376,586203136,28229632,446021632
880,6.8,339685376,586203136,28229632,446021632
890,8.1,340496384,587251712,28229632,447070208
900,5.9,340496384,587251712,28229632,447070208
910,9.4,341032960,587251712,28229632,447070208
920,11.4,341573632,587567104,28229632,447385600
930,11.7,341843968,587882496,28229632,447700992
940,2.3,341843968,589979648,28229632,449798144
950,8.6,341843968,589979648,28229632,449798144
960,17.5,342114304,589979648,28229632,449798144
970,13.2,342114304,589979648,28229632,449798144
980,10.4,342114304,589979648,28229632,449798144
990,17.3,342650880,590766080,28229632,450584576
1000,11.0,342921216,590766080,28229632,450584576
1010,15.3,342921216,590766080,28229632,450584576
1020,8.2,342921216,590766080,28229632,450584576
1030,4.7,342921216,590766080,28229632,450584576
1040,13.3,342921216,590766080,28229632,450584576
1050,11.0,342921216,590766080,28229632,450584576
1060,5.1,342921216,590766080,28229632,450584576
1070,13.1,344268800,591970304,28229632,451788800
1080,15.1,349405184,596799488,28229632,456617984
1090,13.4,349405184,596799488,28229632,456617984
1100,5.4,349405184,596799488,28229632,456617984
1110,11.0,348631040,596799488,28229632,456617984
1120,11.2,348631040,596799488,28229632,456617984
1130,11.3,349433856,596799488,28229632,456617984
1140,13.2,349704192,596799488,28229632,456617984
1150,11.9,349454336,596799488,28229632,456617984
1160,7.5,349454336,596799488,28229632,456617984
1170,9.9,349454336,596799488,28229632,456617984
1181,12.7,349454336,596799488,28229632,456617984
1191,4.5,349990912,596799488,28229632,456617984
1201,9.6,352153600,599191552,28229632,459010048
1211,6.9,352690176,599191552,28229632,459010048
1221,11.3,352198656,599191552,28229632,459010048
1231,11.8,352198656,599191552,28229632,459010048
1241,7.8,352198656,599191552,28229632,459010048
1251,9.6,352198656,599191552,28229632,459010048
1261,9.4,352198656,599191552,28229632,459010048
1271,20.1,352198656,599191552,28229632,459010048
1281,13.7,352735232,599191552,28229632,459010048
1291,10.8,352735232,599191552,28229632,459010048
1301,11.1,353546240,599191552,28229632,459010048
