Time, W_CPU, W_MEM, D_CPU, D_MEM
0,0.0,773697536.0,0.0,109408256.0
1,294.0,886128640.0,0.2,121843712.0
2,274.3,1033510912.0,0.4,109015040.0
3,206.6,1139134464.0,0.2,106770432.0
4,242.3,1225097216.0,0.6,123277312.0
5,252.7,1363070976.0,0.5,113897472.0
6,214.1,1469329408.0,0.6,116756480.0
7,159.1,1528041472.0,0.4,128356352.0
8,169.8,1586540544.0,0.5,126996480.0
9,214.3,1677099008.0,0.8,100118528.0
10,214.4,1726074880.0,0.6,114868224.0
11,171.5,1850376192.0,0.6,128712704.0
12,110.1,1888653312.0,0.5,116412416.0
13,144.7,1933565952.0,0.6,114745344.0
14,136.9,2028113920.0,0.5,100122624.0
15,116.3,2062987264.0,0.7,128364544.0
16,109.4,2090631168.0,0.5,100114432.0
17,108.6,2112929792.0,0.6,115445760.0
18,106.3,2165796864.0,0.7,101416960.0
19,101.2,2183077888.0,0.7,115462144.0
20,103.4,2203152384.0,0.6,101580800.0
21,93.9,2230034432.0,0.6,86675456.0
22,99.8,2269573120.0,0.6,86675456.0
23,92.7,2279841792.0,0.7,101879808.0
24,99.4,2300039168.0,0.5,101904384.0
25,80.6,2333257728.0,0.6,115933184.0
26,97.8,2338299904.0,0.6,115507200.0
27,82.3,2355224576.0,0.5,86675456.0
28,81.8,2400108544.0,0.7,131620864.0
29,88.1,2408366080.0,0.6,116531200.0
30,91.6,2450272256.0,0.6,132554752.0
31,81.1,2458075136.0,0.7,132370432.0
32,77.7,2494803968.0,0.7,102223872.0
33,80.2,2495692800.0,0.4,102227968.0
34,67.5,2505740288.0,0.6,102232064.0
35,80.4,2528780288.0,0.7,86675456.0
36,72.9,2542428160.0,0.6,86675456.0
37,76.3,2565091328.0,0.7,86675456.0
38,73.2,2583027712.0,0.5,86675456.0
39,81.1,2607181824.0,0.8,86675456.0
40,70.6,2624016384.0,0.5,86675456.0
41,80.7,2628284416.0,0.6,86675456.0
42,71.8,2634629120.0,0.5,86675456.0
43,70.5,2676051968.0,0.7,100188160.0
44,68.2,2704953344.0,0.6,101912576.0
45,71.2,2716676096.0,0.6,86675456.0
46,69.7,2728452096.0,0.6,86675456.0
47,67.7,2770178048.0,0.6,86679552.0
48,72.6,2772422656.0,0.7,86679552.0
49,69.9,2801078272.0,0.7,86679552.0
50,63.0,2808987648.0,0.5,86679552.0
51,71.2,2819518464.0,0.5,86679552.0
52,64.7,2828308480.0,0.6,86679552.0
53,71.9,2835632128.0,0.7,86679552.0
54,62.1,2839851008.0,0.6,86679552.0
55,65.8,2846490624.0,0.5,86679552.0
56,63.2,2867470336.0,0.5,101928960.0
57,66.6,2868326400.0,0.8,102141952.0
58,62.7,2874122240.0,0.6,86679552.0
59,70.9,2883141632.0,0.6,86679552.0
60,62.4,2890399744.0,0.6,86679552.0
61,61.5,2924060672.0,0.7,86679552.0
62,59.0,2924433408.0,0.4,90103808.0
63,62.9,2939580416.0,0.7,90103808.0
64,63.2,2960396288.0,0.6,90103808.0
65,54.7,2962870272.0,0.7,90107904.0
66,67.3,2980384768.0,0.6,117272576.0
67,59.8,2982789120.0,0.7,105238528.0
68,59.3,2982850560.0,0.5,90107904.0
69,66.6,2991890432.0,0.7,119349248.0
70,55.8,2995806208.0,0.6,105566208.0
71,64.1,3000008704.0,0.6,119361536.0
72,57.0,3041423360.0,0.6,105771008.0
73,60.2,3060310016.0,0.5,105332736.0
74,60.9,3068432384.0,0.7,117415936.0
75,61.0,3071590400.0,0.6,105803776.0
76,51.2,3086036992.0,0.5,90107904.0
77,61.3,3112370176.0,0.7,90107904.0
78,53.8,3132780544.0,0.7,90107904.0
79,61.2,3138301952.0,0.5,105308160.0
80,53.2,3138723840.0,0.6,105832448.0
81,60.4,3143139328.0,0.6,90107904.0
82,53.9,3142369280.0,0.6,90107904.0
83,57.2,3143278592.0,0.7,90107904.0
84,57.3,3150716928.0,0.6,90107904.0
85,50.1,3151364096.0,0.6,106696704.0
86,59.2,3152445440.0,0.5,105865216.0
87,59.8,3163467776.0,0.7,105865216.0
88,49.6,3164315648.0,0.6,90107904.0
89,60.2,3190366208.0,0.4,90112000.0
90,54.6,3192328192.0,0.6,90112000.0
91,48.7,3192590336.0,0.7,121274368.0
92,57.2,3196100608.0,0.8,90112000.0
93,56.3,3196751872.0,0.5,90112000.0
94,51.6,3194519552.0,0.6,103833600.0
95,60.6,3195170816.0,0.6,90112000.0
96,54.4,3211100160.0,0.7,105979904.0
97,57.7,3214413824.0,0.6,103833600.0
98,49.7,3219288064.0,0.7,90112000.0
99,56.3,3220463616.0,0.6,90112000.0
100,61.0,3227074560.0,0.5,90112000.0
101,47.4,3227168768.0,0.8,90112000.0
102,56.9,3240951808.0,0.7,90112000.0
103,48.9,3244961792.0,0.6,106811392.0
104,56.7,3270508544.0,0.4,90112000.0
105,52.8,3277881344.0,0.8,90112000.0
106,50.2,3277938688.0,0.6,90112000.0
107,61.9,3282141184.0,0.6,90112000.0
108,53.2,3282739200.0,0.6,90112000.0
109,48.7,3288313856.0,0.5,90112000.0
110,62.2,3288322048.0,0.7,90112000.0
111,53.6,3296231424.0,0.5,90112000.0
112,58.7,3297820672.0,0.6,105730048.0
113,51.7,3297820672.0,0.6,90116096.0
114,57.1,3300048896.0,0.7,106074112.0
115,53.4,3300339712.0,0.5,103845888.0
116,49.6,3300753408.0,0.5,105639936.0
117,52.2,3301249024.0,0.7,90116096.0
118,52.1,3314216960.0,0.5,90116096.0
119,55.9,3314696192.0,0.6,105578496.0
120,51.9,3317493760.0,0.5,90116096.0
121,50.9,3319185408.0,0.6,103845888.0
122,49.0,3319365632.0,0.5,103907328.0
123,55.2,3319758848.0,0.7,106917888.0
124,49.4,3324481536.0,0.6,103911424.0
125,54.7,3329212416.0,0.5,90116096.0
126,48.9,3344498688.0,0.8,90116096.0
127,49.6,3353006080.0,0.6,108916736.0
128,50.9,3353878528.0,0.6,109137920.0
129,50.6,3356450816.0,0.5,109137920.0
130,55.2,3356745728.0,0.5,109338624.0
131,56.6,3357016064.0,0.7,93212672.0
132,44.5,3364327424.0,0.6,93212672.0
133,60.6,3356438528.0,0.6,93212672.0
