Wed Feb 28 11:14:27 2018    ../cProfile_results/011011011011011011/cProfile.log

         379613366 function calls (367456698 primitive calls) in 890.997 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   267614    5.306    0.000   17.986    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:866(_build_row)
  1320093    4.982    0.000    9.335    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py:303(do_translate)
  1456723    4.507    0.000   12.852    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:210(wrapper)
  3210000    4.202    0.000   12.179    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/hashlib.py:191(prf)
  6437267    4.097    0.000    4.097    0.000 {method 'digest' of 'HASH' objects}
   601552    3.643    0.000    9.296    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:801(__init__)
  2021966    3.510    0.000    6.595    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:593(foreign_related_fields)
    66143    3.353    0.000    6.509    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:759(_pq_fetch_tuples)
   440530    3.201    0.000    9.880    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1261(names_to_path)
   271754    3.112    0.000    7.148    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:457(__init__)
  2960466    3.049    0.000    4.078    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py:82(split)
   897747    2.995    0.000    4.536    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:514(__new__)
  3376012    2.989    0.000    4.456    0.000 {method 'decode' of 'str' objects}
   528195    2.960    0.000   12.521    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:664(__init__)
  6424930    2.891    0.000    2.891    0.000 {method 'copy' of 'HASH' objects}
  1720553    2.847    0.000    4.215    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/safestring.py:120(mark_safe)
  1205011    2.765    0.000    3.589    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/text.py:349(smart_split)
  1066004    2.703    0.000    4.962    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:603(get_instance_value_for_fields)
133093/16742    2.572    0.000   31.114    0.002 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:466(parse)
   208325    2.457    0.000   37.182    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1101(build_filter)
  1840324    2.311    0.000   14.569    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:14(_curried)
    15367    2.272    0.000    5.153    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:423(tokenize)
14451896/14078804    2.257    0.000   28.043    0.000 {len}
   230531    2.121    0.000    3.821    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1419(trim_joins)
   347580    2.098    0.000    8.299    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:1546(_setup_prefix)
  2822516    2.065    0.000    3.042    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:630(_get_pk_val)
  2438802    1.892    0.000    1.892    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/options.py:596(get_field)
1077222/6086    1.884    0.000    5.292    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py:117(decode)
   347580    1.847    0.000    1.847    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:1576(_get)
   884437    1.845    0.000    2.717    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py:29(__init__)
   246272    1.820    0.000    8.795    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py:98(format_html)
   189465    1.816    0.000    2.040    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:127(__init__)
  1028110    1.770    0.000    2.310    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:533(extend_nodelist)
    68450    1.758    0.000   47.983    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/debug/sql/tracking.py:100(_record)
   508400    1.734    0.000    2.274    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py:61(join)
  3763126    1.700    0.000    3.669    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:579(related_fields)
    72894    1.693    0.000    2.405    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene/types/objecttype.py:68(__init__)
   246198    1.681    0.000    2.242    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py:329(normpath)
  1128579    1.610    0.000    2.050    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py:147(acquire)
  1320093    1.598    0.000    1.935    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/gettext.py:474(ugettext)
   470378    1.574    0.000    3.585    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:164(__init__)
3105773/2935995    1.568    0.000    2.933    0.000 {setattr}
    33610    1.555    0.000    2.017    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/core/cache/backends/base.py:230(validate_key)
   712192    1.541    0.000    1.899    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:342(get_col)
  1128579    1.535    0.000    1.946    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py:187(release)
  1149033    1.531    0.000    2.512    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:391(create_token)
856989/667611    1.492    0.000   12.053    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:348(compile)
   985933    1.476    0.000    1.476    0.000 <builtin>/2.7/_weakrefset.py:70(__contains__)
   500497    1.443    0.000    3.137    0.000 <builtin>/2.7/abc.py:128(__instancecheck__)
   224310    1.426    0.000   31.452    0.000 /home/seasun/jit_test/application/saleor/saleor/discount/models.py:289(modifier_for_product)
207086/204361    1.412    0.000   47.859    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1232(_add_q)
   912353    1.377    0.000   28.323    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:463(__get__)
   439956    1.375    0.000    2.830    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:890(join)
   893272    1.374    0.000    1.692    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py:23(__new__)
  2935120    1.356    0.000    2.220    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:2220(_is_unpacked_egg)
    65099    1.353    0.000    3.236    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:475(get_default_columns)
  1300785    1.351    0.000    2.365    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:331(quote_name_unless_alias)
   232205    1.341    0.000    9.769    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1374(setup_joins)
   811337    1.331    0.000    4.724    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py:46(escape)
  1107428    1.292    0.000    1.292    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/tree.py:21(__init__)
91422/5162    1.240    0.000  184.420    0.036 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:990(render)
665321/10663    1.218    0.000    4.244    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:145(deepcopy)
   193500    1.215    0.000    2.592    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_lookups.py:23(get_normalized_value)
   326067    1.173    0.000  106.353    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:48(__iter__)
  2749235    1.170    0.000    1.170    0.000 {method 'group' of 'SRE_Match' objects}
   592766    1.165    0.000    1.372    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/text.py:395(unescape_string_literal)
  6362830    1.161    0.000    1.161    0.000 {issubclass}
   618315    1.136    0.000    3.766    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:661(get_path_info)
    65600    1.117    0.000    9.790    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:165(get_select)
  4043932    1.100    0.000    1.100    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:595(<genexpr>)
   310402    1.088    0.000    5.087    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:356(split_contents)
   418351    1.068    0.000    2.595    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/collections.py:597(update)
   122746    1.064    0.000    1.118    0.000 {_io.open}
   116852    1.047    0.000    2.761    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/extras.py:673(parse)
   282492    1.046    0.000   10.050    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1071(_clone)
   586722    1.045    0.000    3.242    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py:657(as_sql)
   502325    1.040    0.000    1.140    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/exceptions.py:28(__init__)
  6439934    1.036    0.000    1.036    0.000 {method 'update' of 'HASH' objects}
   411447    1.020    0.000    2.797    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:749(demote_joins)
   902586    1.007    0.000    1.868    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:1458(_get_m2m_attr)
    42887    1.007    0.000    1.829    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:78(__prepare_class__)
65600/65297    0.963    0.000   23.759    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:358(as_sql)
   628127    0.955    0.000    1.297    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/tree.py:83(add)
   347580    0.943    0.000   12.305    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:423(get_provider)
  1242727    0.919    0.000    0.919    0.000 {_codecs.utf_8_decode}
   864772    0.917    0.000    0.917    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/options.py:649(get_ancestor_link)
   496914    0.914    0.000    0.914    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:899(_get_cast)
  1231885    0.912    0.000    0.912    0.000 {method 'encode' of 'unicode' objects}
   864772    0.886    0.000    7.973    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:600(get_foreign_related_value)
    34860    0.873    0.000  129.091    0.004 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1557(prefetch_one_level)
   357235    0.871    0.000    1.633    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loaders/eggs.py:47(get_template_sources)
    44372    0.871    0.000   64.849    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loaders/base.py:17(get_template)
   897855    0.865    0.000    0.865    0.000 {method 'normalize' of 'unicodedata.UCD' objects}
   207086    0.849    0.000    4.021    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:2030(update_join_types)
   204361    0.848    0.000   49.706    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1214(add_q)
   416043    0.837    0.000    2.882    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/datastructures.py:45(__init__)
   204146    0.824    0.000   58.730    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:805(_filter_or_exclude)
   465760    0.823    0.000    1.653    0.000 {method 'sub' of 'SRE_Pattern' objects}
   661458    0.817    0.000    0.817    0.000 {method 'match' of 'SRE_Pattern' objects}
   416043    0.810    0.000    1.834    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:625(get_joining_columns)
   884437    0.795    0.000    0.795    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py:124(_set_creation_counter)
  1457153    0.788    0.000    1.055    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/six.py:595(itervalues)
445401/80473    0.782    0.000    2.677    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py:236(__encode)
    49267    0.782    0.000    1.470    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:139(__init__)
   265204    0.775    0.000    7.543    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py:559(from_db)
  1125454    0.744    0.000   12.213    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/typecasts.py:33(cast)
   902586    0.743    0.000    1.407    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:1476(_get_m2m_reverse_attr)
   439555    0.736    0.000    0.984    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:681(table_alias)
239237/237786    0.735    0.000   37.010    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:872(_resolve_lookup)
    69787    0.734    0.000    0.734    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py:112(__del__)
  3621184    0.728    0.000    0.728    0.000 {binascii.b2a_hex}
399800/374624    0.724    0.000    3.490    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:66(copy)
   679391    0.699    0.000    0.888    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/postgresql/operations.py:100(quote_name)
   909776    0.697    0.000    8.702    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py:85(conditional_escape)
   212536    0.693    0.000    1.112    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py:54(__init__)
  1226306    0.689    0.000    1.467    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/encodings/utf_8.py:15(decode)
   208325    0.686    0.000    6.510    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:1010(solve_lookup_type)
  1149033    0.676    0.000    0.676    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:328(__init__)
   888930    0.676    0.000    2.134    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/__init__.py:25(sort_key)
   119595    0.674    0.000    0.874    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/typecasts.py:236(_parse_time_to_args)
    68450    0.668    0.000   39.435    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/utils.py:76(execute)
   328293    0.663    0.000    0.973    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/utils.py:23(__getattr__)
    64436    0.662    0.000    2.564    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:764(get_converters)
   892500    0.658    0.000   10.029    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/__init__.py:156(<genexpr>)
   207301    0.658    0.000    0.997    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/collections.py:527(__init__)
459552/227563    0.654    0.000    1.723    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:32(__get__)
   224310    0.648    0.000    1.493    0.000 /home/seasun/jit_test/application/saleor/saleor/discount/models.py:290(<setcomp>)
   347580    0.636    0.000   18.838    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loaders/eggs.py:36(get_contents)
   129415    0.629    0.000    1.953    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py:1406(__new__)
561866/561652    0.627    0.000    3.038    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/dispatch/dispatcher.py:168(send)
289801/285512    0.627    0.000    1.477    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/where.py:133(clone)
2950929/1694    0.626    0.000    0.000    0.000 {method 'pop' of 'list' objects}
664530/134945    0.621    0.000    1.539    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:970(get_nodes_by_type)
310386/85204    0.619    0.000    5.039    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py:77(_decode_pointer)
   161246    0.613    0.000    3.536    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:1422(_get_path_info)
1127565/1042770    0.613    0.000  174.317    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:1085(_fetch_all)
   347580    0.611    0.000    1.538    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py:1446(__init__)
   181093    0.609    0.000    0.674    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py:260(__init__)
   188863    0.600    0.000    3.012    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:774(apply_converters)
    36686    0.599    0.000    2.271    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/resolvers.py:337(_reverse_with_prefix)
   728499    0.598    0.000   24.296    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:825(get_queryset)
    68450    0.596    0.000    1.000    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/debug/sql/tracking.py:86(_quote_params)
  2756041    0.592    0.000    0.592    0.000 {method 'rstrip' of 'str' objects}
   345368    0.590    0.000    0.909    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py:942(get_prep_value)
184091/4577    0.586    0.000    4.028    0.001 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:234(_deepcopy_tuple)
1091739/1083435    0.584    0.000    8.944    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py:115(__text_cast)
181093/303    0.581    0.000   27.732    0.092 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py:42(__init__)
   482873    0.577    0.000    1.774    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py:667(get_db_converters)
   348955    0.577    0.000    0.819    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py:120(dirname)
99977/72072    0.575    0.000    4.899    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py:306(_reconstruct)
  3193311    0.574    0.000    0.698    0.000 {method 'extend' of 'list' objects}
   189890    0.571    0.000    0.626    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:3724(_dec_from_triple)
   881751    0.568    0.000    0.568    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py:407(related_query_name)
   634302    0.567    0.000    0.622    0.000 {method 'join' of 'str' objects}
   717358    0.566    0.000   12.840    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/__init__.py:116(__iter__)
   297703    0.563    0.000    3.865    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py:346(pgettext)
   177897    0.558    0.000    0.558    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/re.py:230(_compile)
  1320093    0.557    0.000    9.892    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py:342(ugettext)
   347580    0.555    0.000    0.747    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loaders/eggs.py:23(__init__)
    56885    0.553    0.000    1.224    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/loader.py:23(_load_assets)
    60156    0.549    0.000   16.545    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py:529(_apply_rel_filters)
   968203    0.546    0.000    0.632    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py:285(_check_int_field)
   600652    0.543    0.000    2.591    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/typecasts.py:224(parse_unicode)
  7346137    0.543    0.000    0.543    0.000 {ord}
  1077222    0.534    0.000    0.536    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py:154(_size_from_ctrl_byte)
480529/478558    0.532    0.000   40.204    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py:708(resolve)
   234755    0.530    0.000    1.576    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py:1638(_fix)
  3282700    0.517    0.000    0.517    0.000 {method 'rfind' of 'str' objects}
787098/775757    0.513    0.000   52.402    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py:241(__iter__)
   109185    0.510    0.000    0.776    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py:150(get_lookup)
   298454    0.508    0.000    1.844    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py:870(get_initial_alias)
    65600    0.508    0.000    2.909    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py:229(get_order_by)
   119595    0.508    0.000    3.310    0.000 /home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/typecasts.py:272(parse_datetime)
