Time, W_CPU, W_MEM, D_CPU, D_MEM
0,0.0,666419200.0,0.0,79532032.0
1,232.8,901890048.0,0.3,121507840.0
2,289.0,1010814976.0,0.2,122810368.0
3,187.5,1094807552.0,0.2,109056000.0
4,217.7,1201360896.0,0.2,109428736.0
5,161.0,1277943808.0,0.2,108441600.0
6,126.8,1341902848.0,0.3,109563904.0
7,110.6,1387900928.0,0.1,94859264.0
8,107.9,1447702528.0,0.2,94892032.0
9,64.2,1470881792.0,0.3,79802368.0
10,63.5,1510649856.0,0.2,79802368.0
11,84.2,1540653056.0,0.1,94748672.0
12,114.3,1566543872.0,0.2,95666176.0
13,75.4,1610756096.0,0.3,79802368.0
14,70.5,1634713600.0,0.2,93036544.0
15,71.4,1682386944.0,0.2,79802368.0
16,38.5,1697710080.0,0.2,79802368.0
17,56.1,1717215232.0,0.2,84480000.0
18,45.9,1712898048.0,0.3,87285760.0
19,51.2,1750863872.0,0.2,87285760.0
20,49.3,1798053888.0,0.3,87285760.0
21,44.8,1811824640.0,0.1,87285760.0
22,48.3,1868840960.0,0.3,87285760.0
23,32.7,1869074432.0,0.2,87285760.0
24,52.6,1883557888.0,0.2,100458496.0
25,31.0,1910992896.0,0.2,100458496.0
26,39.0,1907785728.0,0.3,100458496.0
27,34.3,1911496704.0,0.1,87285760.0
28,33.2,1914925056.0,0.3,87285760.0
29,36.4,1923584000.0,0.2,87285760.0
30,28.7,1926524928.0,0.3,87285760.0
31,27.2,1927389184.0,0.1,100454400.0
32,33.5,1936797696.0,0.2,87285760.0
33,32.8,1952088064.0,0.2,87285760.0
34,23.3,1962037248.0,0.1,87285760.0
35,32.9,1963008000.0,0.2,87285760.0
36,26.3,1965346816.0,0.3,87285760.0
37,28.7,2006528000.0,0.1,87285760.0
38,23.5,2006757376.0,0.3,87285760.0
39,35.7,2016329728.0,0.3,87285760.0
40,28.1,2061746176.0,0.1,87285760.0
41,24.7,2076962816.0,0.2,87289856.0
42,25.0,2077646848.0,0.3,87289856.0
43,27.7,2077999104.0,0.2,87289856.0
44,28.5,2078273536.0,0.1,87289856.0
45,25.9,2080030720.0,0.3,87289856.0
46,23.4,2082496512.0,0.2,87289856.0
47,31.4,2082369536.0,0.4,87289856.0
48,29.6,2106273792.0,0.3,87289856.0
49,21.9,2112184320.0,0.2,87289856.0
50,29.1,2112614400.0,0.1,87289856.0
51,30.4,2148913152.0,0.3,87289856.0
52,23.1,2171310080.0,0.3,87289856.0
53,27.1,2181488640.0,0.2,87289856.0
54,24.6,2176335872.0,0.2,87289856.0
55,25.4,2182807552.0,0.1,87289856.0
56,24.7,2183041024.0,0.3,87289856.0
57,31.8,2190106624.0,0.2,87289856.0
58,22.6,2197336064.0,0.3,87289856.0
59,17.9,2199322624.0,0.1,87289856.0
60,26.4,2207170560.0,0.2,102043648.0
61,15.7,2208612352.0,0.2,102014976.0
62,28.0,2220822528.0,0.3,87289856.0
63,22.8,2224271360.0,0.1,87289856.0
64,24.1,2224467968.0,0.2,87289856.0
65,20.2,2228940800.0,0.2,87289856.0
66,26.5,2237915136.0,0.2,87289856.0
67,17.8,2238132224.0,0.1,87289856.0
68,26.1,2224300032.0,0.4,101941248.0
69,24.1,2225774592.0,0.1,102559744.0
70,17.3,2247553024.0,0.3,100728832.0
71,25.6,2247778304.0,0.2,87289856.0
72,21.0,2254528512.0,0.2,116002816.0
73,25.2,2281775104.0,0.3,87289856.0
74,22.1,2282049536.0,0.1,87289856.0
75,25.7,2284359680.0,0.2,87289856.0
76,17.5,2304471040.0,0.2,87289856.0
77,19.5,2319384576.0,0.2,87289856.0
78,24.2,2319421440.0,0.3,87289856.0
79,15.5,2319503360.0,0.2,87289856.0
80,25.5,2321965056.0,0.2,87289856.0
81,17.7,2322235392.0,0.2,87289856.0
82,23.1,2320474112.0,0.3,87289856.0
83,25.2,2310238208.0,0.1,87289856.0
84,19.3,2312482816.0,0.2,102658048.0
85,22.6,2312982528.0,0.2,87289856.0
86,21.0,2313355264.0,0.3,102658048.0
87,20.3,2313723904.0,0.2,87289856.0
88,19.1,2314240000.0,0.2,102727680.0
89,25.7,2316300288.0,0.2,87289856.0
90,19.5,2317217792.0,0.2,118308864.0
91,21.4,2319081472.0,0.3,87289856.0
92,21.0,2319921152.0,0.1,100519936.0
93,20.4,2320437248.0,0.3,87289856.0
94,19.6,2320945152.0,0.2,87289856.0
95,20.6,2321317888.0,0.1,87289856.0
96,21.4,2323906560.0,0.3,87289856.0
97,14.3,2324393984.0,0.2,87289856.0
98,23.3,2336862208.0,0.3,87289856.0
99,19.4,2337484800.0,0.2,87289856.0
100,22.2,2337955840.0,0.3,100462592.0
101,20.2,2343149568.0,0.1,100462592.0
102,22.9,2343505920.0,0.2,102014976.0
103,19.7,2343690240.0,0.2,87289856.0
104,16.8,2343874560.0,0.3,87289856.0
105,23.1,2345680896.0,0.1,87289856.0
106,19.3,2348560384.0,0.3,87289856.0
107,21.7,2347384832.0,0.3,87289856.0
108,21.9,2360643584.0,0.2,87289856.0
109,16.8,2357235712.0,0.2,87289856.0
110,25.3,2361790464.0,0.1,87289856.0
111,15.8,2361872384.0,0.3,87289856.0
112,22.4,2372124672.0,0.3,87289856.0
113,13.1,2372202496.0,0.1,87293952.0
114,23.1,2372272128.0,0.2,87293952.0
115,19.8,2373857280.0,0.2,87293952.0
116,20.5,2373894144.0,0.3,87293952.0
117,19.5,2371899392.0,0.3,87293952.0
118,18.5,2375368704.0,0.1,87293952.0
119,21.9,2377519104.0,0.2,87293952.0
120,19.1,2388807680.0,0.2,87293952.0
121,16.8,2393038848.0,0.3,94810112.0
122,19.4,2393042944.0,0.2,101826560.0
123,20.2,2398572544.0,0.1,101826560.0
124,25.4,2409365504.0,0.2,101826560.0
125,17.8,2410004480.0,0.2,101826560.0
126,23.4,2410180608.0,0.3,101826560.0
127,16.9,2410491904.0,0.2,101826560.0
128,21.1,2410516480.0,0.2,90615808.0
129,15.3,2410553344.0,0.1,90615808.0
130,23.3,2425544704.0,0.2,103858176.0
131,17.8,2431528960.0,0.3,90615808.0
132,18.8,2431897600.0,0.2,90615808.0
133,12.9,2432135168.0,0.2,90615808.0
134,23.9,2433019904.0,0.1,105717760.0
135,16.6,2439753728.0,0.3,103858176.0
136,26.0,2440798208.0,0.1,90615808.0
137,18.6,2441371648.0,0.6,90615808.0
138,19.6,2442153984.0,0.3,118308864.0
139,21.4,2450599936.0,0.2,90615808.0
140,16.6,2450948096.0,0.2,90615808.0
141,22.5,2453798912.0,0.1,90615808.0
142,16.0,2454212608.0,0.4,90615808.0
143,19.8,2454953984.0,0.3,90615808.0
144,25.3,2444886016.0,0.0,90615808.0
145,13.8,2445307904.0,0.2,90615808.0
146,20.8,2446303232.0,0.3,90615808.0
147,15.9,2446729216.0,0.1,90615808.0
148,19.1,2468327424.0,0.3,90615808.0
149,14.8,2468392960.0,0.2,90615808.0
150,18.5,2468499456.0,0.1,90615808.0
151,17.5,2468585472.0,0.2,90615808.0
152,19.4,2468749312.0,0.3,90615808.0
153,19.5,2468954112.0,0.3,90615808.0
154,15.5,2469011456.0,0.0,90615808.0
155,17.3,2469097472.0,0.3,90615808.0
156,18.9,2469203968.0,0.2,90615808.0
157,14.5,2469203968.0,0.2,90615808.0
158,22.4,2469507072.0,0.2,90615808.0
159,16.2,2469605376.0,0.2,90615808.0
160,18.1,2490597376.0,0.3,90615808.0
161,20.4,2510462976.0,0.2,90615808.0
162,17.9,2510766080.0,0.2,90615808.0
163,13.4,2512875520.0,0.2,90615808.0
164,22.6,2511319040.0,0.2,90615808.0
165,14.7,2515533824.0,0.3,90615808.0
166,19.5,2515566592.0,0.1,90615808.0
167,17.2,2515587072.0,0.3,90619904.0
168,17.2,2529447936.0,0.2,90619904.0
169,22.1,2533097472.0,0.2,103936000.0
170,18.6,2533302272.0,0.2,90619904.0
171,18.6,2533535744.0,0.3,105762816.0
172,19.7,2533769216.0,0.2,90619904.0
173,19.5,2534051840.0,0.2,90619904.0
174,14.9,2534293504.0,0.2,90619904.0
175,14.2,2534543360.0,0.1,90619904.0
176,21.2,2534805504.0,0.3,90619904.0
177,16.2,2544861184.0,0.1,90619904.0
178,16.5,2559426560.0,0.3,90619904.0
179,19.2,2561187840.0,0.3,90619904.0
180,21.0,2568486912.0,0.2,105771008.0
181,17.4,2568740864.0,0.1,106496000.0
182,18.3,2569007104.0,0.2,106504192.0
183,15.3,2569261056.0,0.2,90619904.0
184,21.4,2556059648.0,0.3,90619904.0
185,13.1,2556321792.0,0.3,104054784.0
186,18.2,2562179072.0,0.2,90619904.0
187,19.3,2553946112.0,0.2,105619456.0
188,21.0,2554253312.0,0.1,105594880.0
189,16.0,2559438848.0,0.3,90619904.0
190,20.2,2560356352.0,0.2,90619904.0
191,16.2,2560688128.0,0.1,90619904.0
192,14.7,2576039936.0,0.4,90619904.0
193,18.7,2567139328.0,0.1,90619904.0
194,15.8,2567380992.0,0.3,90619904.0
195,19.1,2567757824.0,0.3,90619904.0
196,20.9,2568126464.0,0.2,90619904.0
197,13.9,2570489856.0,0.2,90619904.0
198,23.6,2570756096.0,0.4,90619904.0
199,14.1,2571169792.0,0.1,90619904.0
200,17.6,2571427840.0,0.3,104067072.0
201,17.7,2571689984.0,0.2,90619904.0
202,16.0,2571972608.0,0.2,90619904.0
203,18.3,2572271616.0,0.2,90619904.0
204,20.8,2572574720.0,0.1,90619904.0
205,12.6,2572828672.0,0.1,90619904.0
206,20.0,2573168640.0,0.5,90619904.0
207,15.0,2573484032.0,0.2,90619904.0
208,22.4,2574028800.0,0.2,104005632.0
209,16.1,2574286848.0,0.2,90619904.0
210,19.0,2574536704.0,0.2,90619904.0
211,15.4,2574794752.0,0.3,90619904.0
212,19.6,2575077376.0,0.1,90619904.0
213,14.9,2575278080.0,0.1,90619904.0
214,15.0,2578784256.0,0.2,90619904.0
215,18.8,2599903232.0,0.3,90619904.0
216,17.6,2599985152.0,0.2,90619904.0
217,11.5,2600062976.0,0.2,90619904.0
218,22.0,2600136704.0,0.4,90619904.0
219,17.8,2600534016.0,0.1,90619904.0
220,16.9,2604933120.0,0.1,90619904.0
221,16.8,2608168960.0,0.3,90619904.0
222,16.4,2609213440.0,0.3,90619904.0
223,13.4,2609221632.0,0.1,90619904.0
224,20.6,2600275968.0,0.2,90619904.0
225,13.6,2600685568.0,0.1,90619904.0
226,15.1,2600828928.0,0.3,90619904.0
227,19.7,2614087680.0,0.4,90624000.0
228,14.9,2615033856.0,0.3,90624000.0
229,18.4,2615943168.0,0.2,90624000.0
230,19.5,2615984128.0,0.1,90624000.0
231,15.8,2616020992.0,0.2,90624000.0
232,15.7,2616033280.0,0.3,90624000.0
233,18.6,2616119296.0,0.2,90624000.0
234,17.7,2616176640.0,0.3,90624000.0
235,14.8,2616180736.0,0.2,90624000.0
236,25.2,2616238080.0,0.1,90624000.0
237,14.2,2616254464.0,0.3,90624000.0
238,18.7,2616262656.0,0.1,90624000.0
239,17.8,2616266752.0,0.3,106618880.0
240,19.7,2616287232.0,0.1,90624000.0
241,13.6,2618470400.0,0.3,90624000.0
242,20.1,2618834944.0,0.2,104079360.0
243,15.4,2619084800.0,0.3,90624000.0
244,15.7,2619342848.0,0.2,90624000.0
245,20.6,2623098880.0,0.3,106532864.0
246,18.3,2623348736.0,0.1,90624000.0
247,14.6,2623594496.0,0.2,90624000.0
248,20.9,2623848448.0,0.3,104079360.0
249,13.7,2624090112.0,0.2,90624000.0
250,15.1,2627137536.0,0.1,90624000.0
251,22.3,2633289728.0,0.3,90624000.0
252,16.8,2635575296.0,0.1,90624000.0
253,13.4,2641002496.0,0.3,90624000.0
254,23.3,2642268160.0,0.1,90624000.0
255,14.6,2642513920.0,0.2,90624000.0
256,17.2,2649317376.0,0.3,90624000.0
257,18.1,2658099200.0,0.3,90624000.0
258,17.5,2658365440.0,0.2,90624000.0
259,16.0,2635059200.0,0.2,90624000.0
260,17.9,2635309056.0,0.2,90624000.0
261,13.2,2635526144.0,0.2,90624000.0
262,20.6,2635542528.0,0.2,90624000.0
263,16.3,2642894848.0,0.2,90624000.0
264,13.7,2659868672.0,0.2,90624000.0
265,22.1,2664013824.0,0.1,90624000.0
266,16.3,2664271872.0,0.3,90624000.0
267,14.2,2664517632.0,0.2,90624000.0
